date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
10/04 17:08:35,,,,155.0,16712.0,27986.0,288.37,55.92,5.97,181.0,16094.0,43414.0,328.77,9.99,52.57,5.52,153.0,24408.0,255.12,34.71,5.85,687664,520,0.1,0.2,612.0,118.0,46.98,17.87,2740.0,1674.0,15888.48,10106.45,3656.0,3366.0,19876.51,23714.45,2309.0,1492.0,11923.81,9114.52
10/04 17:08:37,,,,154.0,15010.0,32428.0,308.04,42.59,5.64,205.0,24234.0,38056.0,303.85,11.51,72.65,4.88,165.0,29808.0,310.41,53.29,5.67,692696,648,0.48,0.3,616.0,114.0,47.52,17.63,2666.0,1487.0,14964.4,8276.1,3968.0,4290.0,21310.38,31156.53,2612.0,1969.0,13817.99,12998.81
10/04 17:08:39,,,,171.0,17034.0,32120.0,287.45,36.48,5.4,191.0,19902.0,42112.0,324.68,5.08,26.7,5.19,119.0,20892.0,297.51,20.83,6.03,692772,724,0.35,0.28,624.0,144.0,48.13,276.15,2604.0,1688.0,14442.61,10542.45,3888.0,3679.0,21325.45,25991.91,2328.0,1697.0,11814.3,10971.63
10/04 17:08:41,,,,149.0,15484.0,27174.0,286.3,34.17,5.94,152.0,18066.0,30960.0,322.54,7.51,44.95,5.39,150.0,24792.0,276.6,41.43,5.98,692856,808,0.4,0.25,613.0,111.0,47.49,16.82,2020.0,1928.0,7678.2,13134.89,4448.0,3730.0,26664.28,25646.6,1870.0,1968.0,6498.7,13518.59
10/04 17:08:43,,,,141.0,12788.0,27378.0,284.87,33.73,5.82,120.0,12826.0,20794.0,280.17,3.38,34.38,6.92,121.0,22094.0,280.08,25.93,6.6,692904,860,0.38,0.18,609.0,124.0,47.8,19.21,2096.0,1486.0,10267.09,9600.68,3229.0,2745.0,18323.45,18904.11,1768.0,1241.0,7626.33,7756.12
10/04 17:08:45,,,,148.0,18590.0,28336.0,317.07,45.69,5.82,162.0,23684.0,27574.0,316.41,5.32,29.62,5.34,171.0,31472.0,310.55,45.36,5.68,693012,960,0.4,0.25,610.0,129.0,48.88,36.11,2146.0,1541.0,10712.56,10000.52,3804.0,4373.0,20368.91,32264.05,2172.0,1593.0,10894.2,10319.82
10/04 17:08:47,,,,146.0,19462.0,24488.0,301.03,39.08,5.82,117.0,9414.0,22846.0,275.73,1.92,16.97,6.01,165.0,29708.0,279.99,30.04,5.56,693088,1052,0.4,0.28,612.0,119.0,47.62,18.18,2038.0,1468.0,9669.95,9566.67,3651.0,3253.0,20232.29,22408.3,2170.0,1648.0,10841.26,10963.48
10/04 17:08:49,,,,170.0,10706.0,36558.0,278.02,56.56,5.88,151.0,20060.0,27306.0,313.68,5.38,35.29,6.12,177.0,33058.0,307.46,86.82,5.65,693164,224,0.35,0.28,619.0,106.0,48.86,17.3,2390.0,1845.0,12132.47,12217.71,4739.0,3904.0,28371.28,26358.26,2114.0,2212.0,9068.67,16259.95
10/04 17:08:51,,,,170.0,16908.0,29314.0,271.89,35.12,5.68,151.0,18652.0,25946.0,295.35,5.28,36.52,5.96,126.0,20302.0,290.54,26.48,6.62,693240,304,0.45,0.23,619.0,106.0,48.09,17.1,2040.0,1592.0,9325.06,10175.83,3680.0,3676.0,18976.32,26240.41,2243.0,1483.0,11077.1,9168.97
10/04 17:08:53,,,,123.0,11682.0,24308.0,292.6,24.72,6.63,128.0,9102.0,23828.0,257.27,3.53,27.57,5.84,160.0,30752.0,283.95,35.9,5.72,693316,372,0.4,0.23,609.0,108.0,47.4,17.02,2242.0,1395.0,11635.17,8286.07,3286.0,2678.0,17988.16,17930.15,2149.0,1543.0,10653.5,9689.11
10/04 17:08:55,,,,117.0,8350.0,24890.0,284.1,18.72,6.85,124.0,16426.0,18630.0,282.71,3.24,26.01,5.59,165.0,25324.0,277.25,45.09,6.02,693396,452,0.35,0.23,620.0,108.0,48.57,17.45,1736.0,1486.0,6892.79,10018.04,3515.0,3248.0,18448.77,22835.72,1993.0,1363.0,9321.83,8570.99
10/04 17:08:57,,,,154.0,15616.0,28392.0,285.77,53.52,6.38,102.0,9236.0,21858.0,304.84,2.25,22.07,6.86,150.0,27260.0,320.45,33.57,6.25,693476,544,0.43,0.28,626.0,107.0,48.56,17.62,2196.0,1317.0,11200.77,7966.06,3468.0,3265.0,18394.74,23066.59,2084.0,1519.0,9917.75,10100.04
10/04 17:08:59,,,,138.0,15230.0,25652.0,296.25,27.28,6.41,167.0,16290.0,33326.0,297.1,7.35,47.16,5.98,114.0,16596.0,301.39,19.26,6.21,693552,620,0.38,0.2,621.0,120.0,49.42,18.48,1773.0,1441.0,7582.19,9558.96,3643.0,3485.0,19588.11,24917.79,2075.0,1491.0,10142.88,9691.61
10/04 17:09:01,,,,90.0,7274.0,21030.0,314.49,28.39,6.47,135.0,20452.0,19562.0,296.4,4.27,27.91,5.47,109.0,18486.0,280.62,41.73,6.3,693628,696,0.38,0.25,613.0,118.0,48.01,17.85,1898.0,1668.0,8576.88,11796.25,3835.0,2965.0,22247.13,20130.1,1609.0,1390.0,6232.59,9640.34
10/04 17:09:03,,,,132.0,13132.0,18710.0,241.23,91.14,7.58,129.0,18328.0,21434.0,308.23,3.71,33.1,6.0,118.0,24456.0,319.12,26.12,5.88,693700,772,0.43,0.23,619.0,119.0,50.75,18.14,2132.0,1578.0,10430.05,10405.83,3576.0,3244.0,19618.99,22775.44,2084.0,1322.0,10418.06,8204.34
10/04 17:09:05,,,,163.0,14712.0,27320.0,257.87,90.31,6.13,164.0,18828.0,24566.0,264.6,12.78,74.77,6.1,121.0,17486.0,275.07,36.6,6.48,693768,764,0.55,0.28,625.0,118.0,49.24,18.07,1804.0,1342.0,7675.5,8540.28,3439.0,3379.0,18146.75,23918.7,2018.0,1449.0,9654.18,9497.14
10/04 17:09:07,,,,133.0,12866.0,23614.0,274.29,22.62,6.65,168.0,24018.0,24314.0,287.69,14.99,109.97,5.95,151.0,19136.0,254.77,59.64,6.62,693692,884,0.48,0.25,619.0,118.0,49.58,17.85,1581.0,1688.0,5393.34,12234.56,3866.0,3797.0,21966.4,27332.15,1578.0,1496.0,5580.91,10412.31
10/04 17:09:09,,,,109.0,10034.0,22604.0,299.43,17.54,6.67,173.0,20822.0,32242.0,306.73,12.66,102.65,5.78,134.0,28922.0,316.27,56.51,6.52,693936,936,0.33,0.25,605.0,109.0,47.66,16.44,2008.0,1404.0,9768.63,9282.79,3393.0,3001.0,18642.2,22374.28,1987.0,1434.0,9656.8,9405.73
10/04 17:09:11,,,,102.0,10294.0,23168.0,328.06,35.45,6.91,159.0,16786.0,27754.0,280.13,3.61,49.21,5.48,130.0,23972.0,303.77,46.42,6.37,694012,1012,0.45,0.23,637.0,120.0,51.56,18.7,1809.0,1570.0,7428.75,10972.46,3720.0,3156.0,20824.1,21835.37,2122.0,1462.0,10545.73,9266.4
10/04 17:09:13,,,,123.0,13800.0,22196.0,292.65,30.81,6.6,127.0,12334.0,27682.0,315.09,3.35,27.33,6.19,170.0,33988.0,303.55,50.02,5.88,694088,1100,0.4,0.28,634.0,123.0,49.88,18.92,2077.0,1900.0,9138.5,13355.59,4089.0,3278.0,24542.72,22114.55,1985.0,1616.0,8828.53,10834.7
10/04 17:09:15,,,,127.0,11910.0,26602.0,303.24,25.69,6.69,131.0,18856.0,18622.0,286.09,5.15,39.12,6.2,128.0,20914.0,290.81,34.38,5.7,694164,1144,0.28,0.2,620.0,118.0,50.3,17.85,1739.0,1281.0,7437.02,8453.8,3214.0,3320.0,15983.98,24034.16,1811.0,1153.0,8347.13,7452.08
10/04 17:09:17,,,,136.0,15404.0,17770.0,243.93,28.76,5.88,116.0,14838.0,20902.0,308.1,3.3,28.47,6.59,135.0,23634.0,300.8,31.96,6.48,694240,1220,0.33,0.2,621.0,118.0,50.19,18.07,1454.0,1548.0,4331.11,11461.23,3863.0,3489.0,21509.65,23878.91,1655.0,1447.0,6386.11,9919.28
10/04 17:09:19,,,,167.0,21352.0,31212.0,314.75,41.0,5.65,176.0,20620.0,30006.0,287.65,6.43,40.27,5.28,152.0,23486.0,290.8,40.65,5.96,694316,1248,0.28,0.25,619.0,119.0,48.26,18.16,2031.0,1904.0,8992.25,13442.09,4783.0,4503.0,27682.98,31667.43,1815.0,1936.0,6854.71,13886.92
10/04 17:09:21,,,,100.0,10824.0,17282.0,281.06,21.56,7.17,76.0,6856.0,14186.0,276.87,2.1,29.13,7.13,85.0,15994.0,266.64,17.6,6.33,694364,1296,0.35,0.18,617.0,118.0,50.34,17.85,1415.0,961.0,5278.26,6301.56,2420.0,1812.0,12060.16,12308.29,1460.0,863.0,5905.68,5242.38
10/04 17:09:23,,,,91.0,6502.0,14496.0,230.75,24.25,6.66,97.0,12186.0,17870.0,309.86,2.61,25.66,7.13,87.0,11280.0,252.8,20.54,6.89,694476,756,0.25,0.2,625.0,122.0,50.09,18.83,1622.0,1070.0,6956.57,6590.51,2297.0,2118.0,10465.08,14866.76,1598.0,736.0,6985.79,3847.45
10/04 17:09:25,,,,100.0,8998.0,19826.0,288.24,22.37,6.57,148.0,16370.0,28820.0,305.34,4.24,27.72,5.92,121.0,14904.0,297.12,31.89,6.08,694552,388,0.25,0.23,629.0,116.0,50.15,17.72,1861.0,1374.0,8342.69,9161.46,3174.0,3231.0,16467.63,23449.03,1699.0,1145.0,7063.46,7263.82
10/04 17:09:27,,,,149.0,15766.0,25024.0,273.76,26.72,5.97,145.0,15928.0,25416.0,285.13,4.5,30.71,5.97,113.0,20990.0,260.18,25.62,5.97,694628,476,0.28,0.23,623.0,118.0,48.47,17.85,1945.0,1610.0,8330.94,10890.51,3575.0,2995.0,19552.71,20272.45,1981.0,1415.0,9000.67,9082.61
10/04 17:09:29,,,,144.0,13332.0,24280.0,261.19,35.39,6.19,157.0,21056.0,28352.0,314.7,10.05,38.54,6.12,107.0,17226.0,308.0,30.17,6.76,694708,508,0.25,0.2,624.0,121.0,51.55,18.52,1963.0,1508.0,8923.43,9857.32,3745.0,3545.0,20537.06,25058.24,1933.0,1522.0,8580.8,10448.01
10/04 17:09:31,,,,177.0,18292.0,35802.0,305.62,35.37,5.29,133.0,18092.0,22352.0,304.09,3.88,29.35,6.62,133.0,23258.0,277.53,42.23,5.95,694784,584,0.28,0.25,613.0,117.0,46.89,17.78,1709.0,1550.0,6860.44,10716.8,4011.0,3622.0,22464.35,25283.25,2131.0,1749.0,9874.78,12031.51
10/04 17:09:33,,,,148.0,13304.0,28554.0,282.82,45.1,6.03,138.0,15942.0,22326.0,277.3,6.97,44.88,6.09,99.0,16902.0,272.93,23.52,6.92,694864,672,0.28,0.25,634.0,121.0,51.36,18.29,1908.0,1290.0,8732.61,7694.42,3164.0,2842.0,16292.46,19635.51,2010.0,1389.0,9192.88,8870.03
10/04 17:09:35,,,,113.0,11364.0,25364.0,325.03,31.58,6.08,142.0,14468.0,25174.0,279.17,5.21,35.59,6.1,100.0,20122.0,302.1,39.16,6.37,694940,716,0.25,0.2,629.0,120.0,48.36,18.45,1730.0,1377.0,7041.63,9622.13,3727.0,2757.0,21872.37,18162.73,1777.0,1737.0,6971.83,12740.35
10/04 17:09:37,,,,145.0,10258.0,27200.0,258.33,42.15,6.48,131.0,12968.0,24442.0,285.57,3.08,23.88,6.25,157.0,29686.0,308.13,34.57,5.63,695020,796,0.25,0.23,638.0,114.0,51.39,17.13,2164.0,1718.0,10266.28,11498.86,3941.0,3146.0,22895.85,21190.03,1989.0,1682.0,8535.38,11292.66
10/04 17:09:39,,,,143.0,17392.0,27824.0,316.2,32.55,5.98,169.0,24888.0,23680.0,287.38,8.64,51.14,5.54,143.0,24284.0,286.27,29.87,5.96,695096,732,0.25,0.25,612.0,118.0,46.17,17.87,1879.0,1458.0,8296.32,9623.91,3759.0,4085.0,19697.86,29759.83,2132.0,1524.0,10465.82,10043.34
10/04 17:09:41,,,,117.0,9520.0,22208.0,271.18,36.95,6.42,111.0,8874.0,18968.0,250.83,2.42,21.3,7.1,125.0,16978.0,252.42,38.82,6.66,695172,808,0.3,0.23,631.0,118.0,50.7,18.12,1638.0,1152.0,6253.91,7464.15,3157.0,2469.0,16997.91,16412.92,1674.0,1403.0,6518.76,9411.31
10/04 17:09:43,,,,105.0,12590.0,18690.0,297.9,17.48,7.32,134.0,14166.0,23298.0,279.58,3.69,27.95,6.37,158.0,33152.0,300.89,69.51,5.83,695248,932,0.23,0.25,620.0,114.0,46.76,17.38,1982.0,1205.0,9742.49,7359.56,3196.0,2931.0,16818.74,20820.28,1950.0,1456.0,8957.28,9730.52
10/04 17:09:45,,,,145.0,17358.0,28390.0,315.5,43.5,6.26,160.0,22570.0,28166.0,317.1,5.88,29.21,5.64,142.0,22442.0,294.93,39.04,6.15,695328,984,0.23,0.2,622.0,123.0,50.47,18.72,2007.0,1908.0,8790.43,13594.64,4359.0,4186.0,24542.83,30068.97,2113.0,1630.0,10277.26,10688.95
10/04 17:09:47,,,,95.0,7436.0,21240.0,301.85,22.22,7.08,104.0,13450.0,20084.0,322.44,2.9,26.91,6.32,105.0,21942.0,288.3,27.92,6.37,695404,1060,0.25,0.18,623.0,118.0,47.98,18.07,1880.0,1229.0,8907.0,7710.37,2996.0,2192.0,16528.88,14770.42,1579.0,1383.0,5755.25,9646.55
10/04 17:09:49,,,,125.0,13802.0,23572.0,298.99,28.66,6.42,150.0,16826.0,30032.0,312.39,3.81,26.44,5.99,148.0,31626.0,319.69,32.2,5.86,695448,1056,0.28,0.25,627.0,121.0,49.4,18.77,2065.0,1472.0,9680.98,9969.3,3739.0,3324.0,21618.55,23396.9,2140.0,1624.0,10367.01,11016.51
10/04 17:09:51,,,,164.0,21436.0,27156.0,296.29,42.08,6.09,168.0,17914.0,30574.0,288.62,6.52,40.01,5.57,166.0,32178.0,293.06,65.88,6.0,695528,1136,0.3,0.25,622.0,115.0,48.32,17.43,2519.0,1521.0,13851.67,9305.41,3528.0,3952.0,17644.44,28513.89,2255.0,1421.0,11585.66,8301.32
10/04 17:09:53,,,,160.0,23232.0,27960.0,319.95,35.21,5.91,147.0,16476.0,24988.0,282.07,3.88,25.65,5.62,153.0,29678.0,297.02,39.01,5.96,695632,1244,0.3,0.25,608.0,118.0,48.8,18.07,2112.0,1476.0,10658.69,9432.2,4075.0,3954.0,22672.25,28047.64,2133.0,1861.0,10008.76,13139.82
10/04 17:09:55,,,,109.0,14738.0,21888.0,336.02,20.92,6.17,174.0,17204.0,36966.0,311.32,12.45,60.14,5.75,138.0,25052.0,289.33,28.14,6.72,695708,1288,0.25,0.18,616.0,116.0,47.68,17.99,1908.0,1600.0,8479.75,10922.39,3896.0,3434.0,21365.21,23941.41,1970.0,1691.0,8905.9,11630.53
10/04 17:09:57,,,,111.0,10546.0,21156.0,285.6,29.56,6.5,124.0,14696.0,21164.0,289.19,5.14,43.03,5.98,118.0,22480.0,309.34,29.75,6.08,695756,1336,0.28,0.2,602.0,111.0,47.0,16.96,1920.0,1266.0,9208.56,7751.28,3147.0,2854.0,16617.72,19839.12,1863.0,1238.0,8791.85,8028.77
10/04 17:09:59,,,,154.0,18278.0,25962.0,287.27,41.63,5.78,122.0,16020.0,17300.0,273.11,2.43,19.84,6.03,158.0,27480.0,298.96,23.16,5.66,695864,332,0.25,0.28,611.0,118.0,48.27,18.07,1871.0,1389.0,8648.8,9062.32,3724.0,3813.0,19968.88,27312.54,1689.0,1640.0,6460.3,11537.58
10/04 17:10:01,,,,124.0,14998.0,25324.0,325.18,26.57,6.69,134.0,18194.0,25732.0,327.81,3.49,25.95,6.22,127.0,17884.0,282.17,25.44,5.91,695940,408,0.33,0.2,612.0,117.0,48.96,18.01,1909.0,1419.0,8757.87,9622.73,3691.0,3590.0,20160.38,25847.38,1650.0,1470.0,6261.51,10485.87
10/04 17:10:03,,,,108.0,10684.0,20944.0,292.85,27.67,6.75,124.0,12230.0,20088.0,260.63,4.06,33.01,6.48,149.0,30504.0,284.38,24.5,5.68,696036,596,0.28,0.23,611.0,117.0,48.26,17.78,1965.0,1679.0,8933.77,11444.94,3468.0,2662.0,19716.4,17587.78,1758.0,1285.0,7532.44,8198.1
10/04 17:10:05,,,,106.0,10900.0,21600.0,306.6,16.94,6.28,140.0,17874.0,23548.0,295.87,5.08,39.51,6.31,96.0,17310.0,297.94,36.22,7.27,696112,640,0.23,0.23,615.0,111.0,49.44,16.94,1523.0,1321.0,5507.46,9137.78,3424.0,2880.0,19234.05,20241.77,1532.0,1470.0,5138.47,10611.51
10/04 17:10:07,,,,114.0,12286.0,18952.0,274.02,80.75,7.94,151.0,19826.0,26780.0,308.65,6.97,39.0,5.93,127.0,20724.0,292.41,22.98,6.4,696168,720,0.28,0.23,624.0,123.0,49.24,19.15,1938.0,1341.0,9186.73,8697.46,3650.0,3413.0,20172.2,24226.37,1737.0,1573.0,6965.37,11132.27
10/04 17:10:09,,,,163.0,15628.0,27138.0,262.37,73.56,6.13,158.0,20922.0,25188.0,291.84,13.8,79.53,6.33,113.0,23090.0,285.27,26.62,6.72,695736,752,0.35,0.25,619.0,120.0,50.32,18.5,1987.0,1691.0,8905.76,11460.51,3436.0,3154.0,19304.88,21800.96,2147.0,1424.0,10543.97,9008.54
10/04 17:10:11,,,,131.0,11630.0,24364.0,274.76,21.47,6.44,190.0,20174.0,31514.0,272.04,11.61,81.86,5.26,128.0,20318.0,234.53,24.81,6.22,696344,828,0.5,0.28,627.0,121.0,50.25,18.27,1921.0,1550.0,8468.82,9944.06,3469.0,2925.0,19134.05,20006.28,1890.0,1429.0,8197.56,9201.58
10/04 17:10:13,,,,145.0,19362.0,24334.0,301.35,30.29,6.29,174.0,21266.0,29880.0,293.94,5.64,34.57,5.74,134.0,24814.0,316.33,26.65,5.84,696420,912,0.25,0.23,704.0,119.0,58.32,18.39,1979.0,1931.0,7721.5,14125.33,4318.0,4118.0,23497.64,29414.02,1947.0,1434.0,7910.19,9548.2
10/04 17:10:15,,,,118.0,15334.0,20332.0,302.25,23.45,6.43,149.0,18298.0,23634.0,281.42,3.9,26.48,6.2,119.0,20896.0,278.07,29.9,5.69,696496,816,0.28,0.28,616.0,119.0,47.85,18.18,1594.0,1319.0,5911.72,8766.39,3555.0,3317.0,19115.19,23199.69,1857.0,1464.0,8345.96,9775.36
10/04 17:10:17,,,,139.0,17352.0,26868.0,318.13,36.56,6.67,147.0,12092.0,25942.0,258.73,3.87,29.22,6.07,142.0,29968.0,316.93,28.43,6.26,696572,928,0.33,0.23,626.0,119.0,50.62,18.39,2010.0,1996.0,8273.97,14564.04,4206.0,3347.0,25120.03,22995.51,1728.0,1586.0,6420.91,11130.85
10/04 17:10:19,,,,131.0,11600.0,26976.0,294.47,29.94,6.39,110.0,11034.0,20170.0,283.67,3.27,33.01,7.11,101.0,25238.0,305.8,41.31,6.42,696652,960,0.23,0.2,622.0,116.0,48.86,17.99,1903.0,1243.0,8934.75,7817.25,3031.0,2190.0,16968.26,14302.79,2114.0,1464.0,10271.36,9698.5
10/04 17:10:21,,,,111.0,11626.0,21980.0,302.76,19.23,6.5,161.0,16530.0,31164.0,296.24,5.89,52.58,6.05,123.0,18896.0,281.28,35.52,6.25,696732,1040,0.25,0.25,624.0,118.0,50.86,17.62,2059.0,1369.0,9968.61,8914.11,3205.0,3161.0,16496.3,22168.12,1959.0,1214.0,9335.87,7753.25
10/04 17:10:23,,,,157.0,23468.0,23100.0,296.61,46.38,5.54,140.0,19592.0,24658.0,316.07,4.25,32.23,5.52,166.0,32936.0,331.29,51.42,6.02,696808,1116,0.23,0.28,622.0,119.0,49.57,18.14,1728.0,1645.0,7041.73,11673.29,3919.0,4395.0,20016.19,32880.16,2016.0,1325.0,9711.47,8511.92
10/04 17:10:25,,,,142.0,13792.0,32642.0,327.0,26.03,6.24,169.0,25192.0,25650.0,300.84,5.74,33.91,5.53,109.0,22246.0,299.12,29.17,6.57,696884,1160,0.25,0.2,623.0,118.0,50.54,18.07,2058.0,1608.0,9944.36,10856.79,3725.0,3527.0,20479.74,24942.44,2117.0,1428.0,10440.38,9116.55
10/04 17:10:27,,,,127.0,15874.0,18840.0,273.34,20.0,5.8,134.0,19416.0,24806.0,330.01,3.91,29.19,6.09,130.0,21754.0,288.6,32.46,6.24,696964,1240,0.28,0.2,622.0,116.0,48.72,17.49,1843.0,1355.0,8158.43,8824.53,3425.0,3571.0,17518.54,25783.22,1691.0,1329.0,6959.96,8884.91
10/04 17:10:29,,,,135.0,12386.0,22510.0,258.49,24.76,6.73,138.0,19722.0,26008.0,331.38,4.31,33.28,5.8,108.0,20052.0,284.37,24.22,7.03,697040,1268,0.28,0.2,631.0,113.0,51.31,17.3,1939.0,1258.0,8942.78,7795.06,3083.0,3061.0,15891.86,21606.15,1985.0,1360.0,9398.94,8639.05
10/04 17:10:31,,,,147.0,20114.0,22514.0,289.99,22.94,6.02,166.0,14998.0,30116.0,271.77,6.08,37.32,5.74,143.0,26654.0,287.4,27.38,5.94,697116,1344,0.3,0.23,631.0,125.0,50.29,19.4,2379.0,1541.0,12499.93,9650.72,3407.0,3508.0,17531.77,25067.61,2073.0,1353.0,9921.94,8318.66
10/04 17:10:33,,,,171.0,18622.0,34022.0,307.86,58.5,5.78,185.0,27172.0,30506.0,311.77,9.89,57.58,5.23,155.0,25068.0,311.35,31.3,5.65,697196,772,0.33,0.28,619.0,115.0,49.4,17.45,1804.0,1794.0,6987.65,12766.78,4609.0,4813.0,26033.09,34864.2,1889.0,1904.0,7758.85,13579.34
10/04 17:10:35,,,,145.0,13886.0,27598.0,286.1,22.36,6.0,146.0,17586.0,27966.0,312.0,3.66,26.98,6.16,167.0,28800.0,308.35,41.86,5.66,697240,340,0.3,0.23,628.0,118.0,49.86,18.35,2207.0,1856.0,10384.11,12578.15,4421.0,3947.0,25895.96,27384.78,2017.0,1886.0,8837.13,13278.87
10/04 17:10:37,,,,155.0,16090.0,30048.0,297.66,28.7,5.83,135.0,14290.0,22666.0,273.75,3.29,23.84,5.7,189.0,34190.0,259.7,42.31,5.29,697352,492,0.28,0.25,633.0,120.0,49.84,18.45,2086.0,1512.0,9810.3,9662.74,3743.0,3347.0,21042.01,22915.75,2491.0,1761.0,12778.67,11265.05
10/04 17:10:39,,,,134.0,9892.0,25758.0,266.04,24.39,6.13,145.0,21988.0,18680.0,280.47,3.58,24.24,5.68,156.0,27766.0,285.76,32.94,5.92,697428,508,0.33,0.23,631.0,122.0,50.22,18.63,1944.0,1413.0,8991.07,9066.71,3686.0,3567.0,19473.73,24605.72,1868.0,1543.0,7853.41,10613.7
10/04 17:10:41,,,,180.0,19476.0,31814.0,284.94,47.18,5.56,157.0,15246.0,29730.0,286.47,4.23,26.03,5.97,112.0,15850.0,262.36,26.81,7.18,697504,588,0.33,0.25,627.0,119.0,48.58,18.39,2005.0,1357.0,9216.0,8638.61,3737.0,3511.0,20568.71,24259.93,1948.0,1745.0,8248.1,11888.51
10/04 17:10:43,,,,116.0,18698.0,20818.0,340.66,18.42,5.97,148.0,15758.0,28540.0,299.31,5.5,43.04,5.56,152.0,28682.0,298.16,54.38,6.05,697580,676,0.25,0.23,616.0,120.0,49.39,18.45,1834.0,1429.0,7717.39,9648.6,3657.0,3609.0,19675.8,25806.62,2043.0,1682.0,9861.62,11106.87
10/04 17:10:45,,,,112.0,10572.0,21448.0,285.89,24.18,6.58,152.0,17866.0,33238.0,336.21,7.1,34.64,5.92,155.0,30536.0,288.52,41.6,6.16,697660,728,0.25,0.25,619.0,121.0,47.55,18.34,1993.0,1957.0,8667.62,13694.38,4492.0,3348.0,27324.8,21556.34,2175.0,1912.0,9941.4,13271.61
10/04 17:10:47,,,,115.0,15640.0,20462.0,313.93,19.93,6.55,148.0,17972.0,28472.0,313.81,4.26,28.4,5.88,124.0,19382.0,254.39,19.91,5.41,697736,804,0.25,0.25,618.0,117.0,48.97,17.78,1940.0,1539.0,8742.56,10354.75,3495.0,3316.0,18768.73,23163.12,1899.0,1272.0,8936.4,8287.89
10/04 17:10:49,,,,133.0,15066.0,28614.0,328.42,39.92,6.5,150.0,23030.0,26742.0,331.81,4.34,28.89,5.75,159.0,29086.0,288.16,38.17,5.91,697812,736,0.3,0.23,622.0,118.0,47.89,18.12,2026.0,1593.0,9565.77,10520.81,4114.0,3859.0,23319.38,27691.12,2090.0,1879.0,9473.28,13311.78
10/04 17:10:51,,,,111.0,13490.0,23222.0,330.74,20.59,6.67,195.0,24008.0,34920.0,302.19,6.65,37.1,4.92,131.0,25858.0,284.64,26.73,6.65,697888,812,0.25,0.25,624.0,123.0,49.45,18.9,2092.0,1452.0,10111.04,9145.38,3625.0,3449.0,19850.65,24712.81,2100.0,1632.0,10121.87,11112.98
10/04 17:10:53,,,,139.0,16892.0,25120.0,302.24,30.45,6.24,115.0,14150.0,22696.0,320.4,2.22,18.26,6.29,151.0,34818.0,309.95,42.57,6.36,697964,924,0.25,0.23,610.0,117.0,46.14,17.8,2503.0,1351.0,14072.47,7493.88,3508.0,3124.0,19324.88,21737.88,2259.0,1722.0,11285.55,11392.79
10/04 17:10:55,,,,137.0,18162.0,26110.0,323.15,29.45,5.93,130.0,13782.0,25876.0,305.06,3.61,30.68,6.49,154.0,29924.0,282.65,36.61,5.77,698040,964,0.28,0.23,633.0,121.0,50.82,18.52,2116.0,1709.0,9339.04,11460.11,4151.0,3415.0,24692.68,23022.27,2011.0,1846.0,8768.76,13214.52
10/04 17:10:57,,,,162.0,26528.0,21818.0,298.43,47.65,5.67,147.0,14860.0,25846.0,276.91,7.26,47.88,6.14,172.0,36726.0,311.55,90.3,5.66,698120,1044,0.23,0.25,629.0,128.0,48.94,20.05,2091.0,1716.0,10241.21,11545.81,4083.0,4135.0,22706.69,29422.69,1849.0,1637.0,7950.62,11116.52
10/04 17:10:59,,,,183.0,24012.0,33016.0,311.63,50.15,5.36,142.0,14010.0,21752.0,251.85,4.01,33.25,5.87,157.0,27724.0,256.55,36.74,5.75,698196,1084,0.28,0.23,610.0,116.0,47.26,17.49,2168.0,1554.0,10651.1,10028.55,3795.0,3639.0,20196.69,25573.29,1969.0,1545.0,8850.27,10179.85
10/04 17:11:01,,,,162.0,14692.0,27866.0,262.7,36.36,5.44,162.0,15452.0,32612.0,296.69,4.88,32.12,5.45,125.0,19884.0,297.73,21.29,6.38,698272,1160,0.25,0.23,620.0,114.0,48.89,17.36,2009.0,1586.0,8903.0,10572.79,3540.0,3384.0,19309.49,23984.23,2170.0,1372.0,10657.8,8585.8
10/04 17:11:03,,,,117.0,12246.0,23314.0,303.93,22.12,5.97,174.0,22906.0,32346.0,317.54,9.09,44.87,5.61,169.0,31170.0,284.51,34.38,5.62,698352,1240,0.25,0.25,628.0,121.0,49.43,18.77,2280.0,2205.0,10757.46,15976.12,4734.0,3803.0,28594.88,26333.58,1979.0,1768.0,8421.23,12190.35
