date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
10/04 18:50:36,,,,161.39,18366.34,24003.96,262.54,52.04,6.04,184.16,29275.25,23986.14,289.22,12.44,69.05,5.41,122.77,18653.47,269.5,24.95,6.45,851724,600,0.4,0.27,642.57,117.82,51.57,18.21,1543.56,1864.36,3860.61,13852.23,4771.29,4580.2,25874.75,31396.09,1624.75,1669.31,5506.13,11556.75
10/04 18:50:38,,,,148.51,19358.42,17570.3,248.65,39.07,6.41,178.22,24786.14,25358.42,281.37,13.45,88.26,5.6,112.87,16415.84,289.19,29.02,6.73,851800,636,0.42,0.27,639.6,114.85,50.9,17.54,1483.17,1686.14,4021.24,12320.19,4595.05,4344.55,23947.24,30274.11,1332.67,1543.56,2789.88,11293.31
10/04 18:50:40,,,,168.32,23178.22,23897.03,279.68,59.58,5.92,191.09,30007.92,21219.8,268.08,11.54,49.61,5.22,121.78,16015.84,299.93,40.62,7.07,851876,712,0.45,0.25,610.89,115.84,49.59,17.38,1738.61,1480.2,6476.18,9415.04,4426.73,5185.15,21304.86,37220.77,1469.31,1496.04,3550.17,10582.44
10/04 18:50:42,,,,92.0,10068.0,14962.0,272.07,19.93,6.29,182.0,30324.0,23164.0,293.89,11.61,44.21,5.53,123.0,21096.0,288.33,25.5,6.26,851948,556,0.35,0.25,647.0,123.0,51.7,19.02,1428.0,1643.0,3618.65,12153.04,4301.0,3884.0,23954.21,27706.21,1382.0,1578.0,3463.53,11875.21
10/04 18:50:44,,,,151.49,19152.48,16493.07,235.31,33.86,6.17,176.24,24671.29,22823.76,269.49,10.8,53.74,5.66,86.14,14502.97,292.11,18.18,6.98,852028,660,0.35,0.25,649.5,114.85,52.42,17.56,1555.45,1435.64,5231.23,9838.1,3880.2,3959.41,19695.74,27782.92,1393.07,1416.83,3587.55,10079.81
10/04 18:50:46,,,,156.44,22980.2,16998.02,255.56,41.46,6.09,165.35,24425.74,18540.59,259.86,11.78,77.64,6.04,95.05,13049.5,305.04,17.59,6.67,852108,740,0.6,0.25,638.61,116.83,50.33,17.94,1345.54,1550.5,2931.57,11427.06,3959.41,4413.86,19203.88,31996.14,1209.9,1211.88,2463.78,8510.39
10/04 18:50:48,,,,172.0,20404.0,21644.0,244.47,52.92,5.6,169.0,23586.0,23850.0,280.69,13.72,62.7,5.96,137.0,19420.0,264.89,28.61,6.14,852184,804,0.37,0.3,642.0,118.0,50.53,17.87,1383.0,1739.0,2953.5,13006.42,4437.0,4075.0,23851.7,30476.69,1530.0,1553.0,4965.59,10843.99
10/04 18:50:50,,,,148.0,14856.0,17178.0,216.45,41.05,6.46,183.0,30998.0,19468.0,275.77,11.91,35.97,5.5,123.0,19194.0,262.8,21.92,6.4,852260,880,0.47,0.22,646.0,116.0,52.11,17.74,1411.0,1488.0,3419.59,10525.28,4352.0,4265.0,22159.11,29812.14,1586.0,1617.0,4901.08,11377.72
10/04 18:50:52,0,0,0,95.05,15166.34,13045.54,296.81,24.17,6.83,170.3,31172.28,22483.17,315.07,13.67,96.03,5.85,120.79,19819.8,304.9,22.52,5.96,852332,908,0.37,0.25,644.55,116.83,50.6,17.47,1360.4,1642.57,2995.41,12431.99,4140.59,4531.68,21117.17,31998.73,1251.49,1158.42,2981.65,8224.66
10/04 18:50:54,0,0,0,94.06,10364.36,15954.46,279.81,23.99,6.24,114.85,13918.81,14964.36,251.48,2.11,18.34,6.19,93.07,10667.33,234.0,19.12,7.15,852412,1000,0.37,0.22,625.74,113.86,49.58,17.28,1340.59,1077.23,3997.28,7201.79,3178.22,2734.65,15723.09,17900.45,1040.59,1097.03,1194.82,8011.8
10/04 18:50:56,,,,105.94,14639.6,16108.91,290.24,19.77,6.15,168.32,30815.84,22378.22,316.04,7.39,37.41,5.54,128.71,13768.32,318.23,35.34,5.89,852492,1080,0.35,0.25,645.54,109.9,51.91,17.25,1331.68,1191.09,3759.99,8078.66,4056.44,4900.99,19893.5,36434.65,1411.88,1548.51,3713.83,11547.41
10/04 18:50:58,,,,142.0,18564.0,19350.0,267.0,32.01,5.8,153.0,27086.0,20218.0,309.18,5.06,33.59,5.38,179.0,25052.0,305.89,39.23,5.32,852572,1136,0.45,0.27,650.0,112.0,51.07,17.25,1488.0,1403.0,4393.57,9326.94,4498.0,5236.0,22239.59,37804.91,1552.0,1784.0,4230.17,13122.54
10/04 18:51:00,,,,137.62,18699.01,21956.44,295.41,33.89,6.12,193.07,34445.54,23079.21,297.95,12.28,43.21,5.16,167.33,27334.65,313.3,37.92,5.68,852648,1212,0.45,0.25,635.64,116.83,50.55,18.17,1749.5,1920.79,6035.84,13811.92,5054.46,5584.16,26972.74,39514.91,1812.87,1947.52,6374.67,13679.15
10/04 18:51:02,,,,143.56,19049.5,21384.16,281.64,29.1,6.27,174.26,26992.08,27061.39,310.19,11.19,87.51,5.73,132.67,20825.74,316.55,25.78,6.28,852720,1232,0.45,0.27,646.53,115.84,50.62,18.08,1543.56,1579.21,4592.12,11459.48,4700.99,4800.99,25091.32,33950.96,1528.71,1761.39,4445.37,13136.55
10/04 18:51:04,,,,120.79,21083.17,19403.96,335.18,23.98,6.49,162.38,27653.47,19457.43,290.13,11.45,90.21,6.15,171.29,19427.72,226.45,45.28,5.83,852800,1324,0.42,0.27,636.63,108.91,51.01,16.96,1620.79,1588.12,5221.11,11118.35,4269.31,4860.4,21598.15,34654.3,1558.42,1454.46,4861.18,10294.61
10/04 18:51:06,,,,108.91,18049.5,19540.59,345.15,52.75,6.54,190.1,34497.03,24465.35,310.17,12.22,44.56,5.25,189.11,27057.43,302.73,54.83,5.2,852876,1404,0.42,0.32,640.59,109.9,49.86,17.27,1610.89,2027.72,4563.35,15295.42,5343.56,5807.92,29410.52,41528.18,1471.29,1856.44,3353.81,14221.14
10/04 18:51:08,,,,66.34,11815.84,6857.43,281.49,42.66,6.69,105.94,17485.15,12962.38,287.4,5.8,75.76,5.01,86.14,11435.64,285.47,45.75,5.0,852952,408,0.35,0.2,634.65,114.85,50.06,18.14,1169.31,989.11,2808.6,6828.85,3098.02,2998.02,15385.59,21198.62,1260.4,1202.97,3245.44,8751.3
10/04 18:51:10,,,,144.0,23090.0,18748.0,290.54,74.94,5.95,196.0,34498.0,20848.0,282.38,13.39,77.51,5.15,164.0,19918.0,306.73,47.04,6.15,853032,488,0.42,0.27,642.0,112.0,49.81,17.48,1407.0,1971.0,2703.06,15075.37,5250.0,5656.0,28990.47,44135.96,1284.0,1743.0,1929.84,13214.6
10/04 18:51:12,,,,117.82,11477.23,21746.53,281.98,23.49,6.72,161.39,23948.51,22990.1,290.85,12.1,84.88,6.19,145.54,20243.56,304.46,30.73,5.71,853108,516,0.42,0.25,630.69,114.85,49.81,17.59,1586.14,1580.2,5106.17,11129.48,4118.81,4218.81,21477.08,29545.52,1564.36,1454.46,4937.11,10126.8
10/04 18:51:14,,,,100.0,14213.86,15461.39,296.75,17.74,6.45,184.16,30110.89,21584.16,280.71,13.55,44.59,5.42,153.47,23689.11,288.39,25.91,6.13,853188,604,0.37,0.32,641.58,117.82,49.85,18.21,1426.73,1550.5,3940.79,11380.38,4424.75,4385.15,24164.69,32781.02,1359.41,1562.38,3257.86,11595.13
10/04 18:51:16,,,,153.47,22631.68,21196.04,285.59,43.4,6.23,157.43,20936.63,22796.04,277.8,13.26,68.95,6.35,168.32,25570.3,288.13,64.51,5.86,853264,680,0.42,0.3,643.56,118.81,50.21,18.05,1631.68,1829.7,5186.23,13331.3,4580.2,4627.72,24350.73,33836.19,1562.38,1536.63,4468.42,10792.98
10/04 18:51:18,,,,117.82,16449.5,15748.51,273.28,26.74,6.44,182.18,25176.24,24019.8,270.04,11.94,64.66,5.48,165.35,28908.91,302.63,50.54,6.04,853340,620,0.37,0.3,627.72,112.87,47.36,17.19,1679.21,1792.08,5766.64,12665.17,4672.28,4432.67,25291.38,31456.76,1583.17,1764.36,4479.35,12866.7
10/04 18:51:20,,,,173.27,24136.63,18324.75,245.06,33.2,5.76,151.49,26348.51,18453.47,295.75,14.17,98.33,6.59,187.13,24794.06,285.34,70.99,5.33,853416,696,0.4,0.27,637.62,117.82,50.2,18.0,1511.88,1584.16,4095.92,11320.92,4437.62,5305.94,21595.05,40088.42,1655.45,1369.31,6191.6,9076.37
10/04 18:51:22,,,,142.0,13214.0,22322.0,250.25,82.67,6.42,183.0,30392.0,21860.0,285.53,13.21,64.61,5.5,157.0,22006.0,278.54,34.9,5.68,853496,744,0.32,0.25,629.0,116.0,48.35,17.49,1608.0,1563.0,5011.02,10857.0,4213.0,4537.0,21076.23,32996.11,1704.0,1568.0,6298.04,10827.94
10/04 18:51:24,,,,139.6,22435.64,20140.59,304.98,32.93,6.74,186.14,28576.24,21556.44,269.33,13.16,112.41,5.36,156.44,24922.77,289.15,41.48,6.37,853572,832,0.35,0.25,624.75,119.8,49.61,18.33,1610.89,1619.8,5317.97,11132.56,4557.43,4863.37,23887.84,36012.5,1833.66,1802.97,6910.65,12655.47
10/04 18:51:26,,,,94.06,14687.13,12558.42,289.66,16.67,6.71,155.45,20174.26,22867.33,276.89,10.87,52.73,6.41,168.32,17988.12,264.06,52.42,5.92,853648,908,0.3,0.25,640.59,116.83,49.67,18.14,1467.33,1280.2,4692.22,8847.13,4152.48,4454.46,20190.1,30981.79,1224.75,1426.73,1782.95,10614.59
10/04 18:51:28,,,,140.59,20400.0,14598.02,248.93,62.32,7.1,152.48,21895.05,20009.9,274.83,11.36,115.81,6.55,74.26,8055.45,294.67,14.88,7.15,853132,964,0.35,0.25,627.72,116.83,48.98,17.69,1172.28,1154.46,2599.29,8321.81,3561.39,3870.3,17257.0,27722.24,1295.05,1241.58,3585.51,8856.06
10/04 18:51:30,,,,115.84,13635.64,15687.13,253.13,19.04,6.3,138.61,23627.72,12790.1,262.73,12.79,71.79,7.2,85.15,8504.95,257.19,31.95,7.38,853804,1040,0.37,0.27,639.6,118.81,49.07,18.59,1145.54,1300.0,1675.92,9703.1,3706.93,3681.19,18789.43,25536.94,1086.14,1217.82,1453.66,9058.2
10/04 18:51:32,,,,162.0,18848.0,24614.0,268.28,67.3,6.21,171.0,25050.0,20796.0,268.11,13.23,75.39,5.89,151.0,22352.0,313.62,33.54,6.09,853876,1084,0.32,0.25,655.0,123.0,51.84,18.9,1641.0,1820.0,5241.42,13272.45,5020.0,4855.0,27422.51,34573.87,1456.0,1925.0,3645.31,14565.45
10/04 18:51:34,,,,141.58,13831.68,26081.19,281.9,40.72,6.01,191.09,34253.47,23542.57,302.46,13.82,65.71,5.22,186.14,18825.74,269.34,43.65,5.36,853956,1172,0.3,0.25,631.68,116.83,50.34,17.92,1577.23,1619.8,4589.86,11317.77,5106.93,5339.6,27215.25,40083.41,1368.32,2107.92,2239.89,16167.05
10/04 18:51:36,,,,139.6,19081.19,19394.06,275.6,35.95,6.11,101.98,16017.82,13289.11,287.38,3.13,30.7,5.83,162.38,18265.35,275.21,61.24,6.15,854032,1248,0.25,0.22,634.65,116.83,50.66,17.92,1548.51,1455.45,5027.82,10434.61,3839.6,4158.42,18951.57,31568.39,1223.76,1210.89,2762.78,8671.36
10/04 18:51:38,,,,173.27,26938.61,30027.72,328.78,49.1,5.3,187.13,31306.93,20277.23,275.66,7.28,36.7,5.02,168.32,26962.38,298.68,47.73,5.92,854108,1276,0.22,0.25,648.51,120.79,51.58,18.65,1531.68,1989.11,3296.46,14830.48,5182.18,5761.39,27785.96,41190.47,1657.43,1807.92,5324.02,12831.01
10/04 18:51:40,0,0,0,166.0,23436.0,28246.0,311.34,53.72,6.07,168.0,25508.0,20046.0,271.15,6.94,39.8,5.92,139.0,22180.0,278.39,98.16,7.25,854184,1352,0.3,0.22,651.0,119.0,52.04,18.41,1714.0,1729.0,5819.93,11928.26,4829.0,4795.0,25359.67,33090.65,1603.0,1847.0,4006.02,13360.79
10/04 18:51:42,,,,182.18,27126.73,26942.57,296.79,59.78,5.48,200.99,30732.67,28530.69,294.86,10.13,50.64,4.97,171.29,24871.29,291.04,53.02,5.83,854260,344,0.3,0.3,641.58,119.8,51.14,18.33,1823.76,2144.55,5749.71,15682.14,5637.62,5881.19,29401.95,41840.89,1817.82,2123.76,5461.37,15159.79
10/04 18:51:44,,,,177.23,24348.51,26174.26,285.07,66.85,5.6,109.9,19400.0,13871.29,302.74,2.34,39.94,6.3,165.35,21742.57,284.95,87.99,6.03,854336,444,0.27,0.22,655.45,117.82,52.11,18.21,1580.2,1579.21,5156.14,11034.59,4213.86,4817.82,20789.45,35176.78,1526.73,1351.49,5124.42,9169.16
10/04 18:51:46,,,,180.2,24461.39,29120.79,297.35,59.49,5.49,185.15,27146.53,26780.2,291.26,10.34,64.95,5.39,183.17,23924.75,270.54,46.23,5.22,854416,524,0.52,0.27,650.5,117.82,51.95,18.0,1578.22,1543.56,4754.97,10801.61,4748.51,5302.97,23931.49,39288.61,1707.92,1844.55,5232.49,13540.56
10/04 18:51:48,,,,125.74,16661.39,17188.12,269.2,44.55,5.99,173.27,28932.67,24524.75,308.53,12.42,64.11,5.77,163.37,19774.26,254.35,32.19,5.65,854492,560,0.32,0.25,650.5,119.8,50.9,18.36,1463.37,1498.02,3992.04,10637.27,4172.28,4752.48,20954.49,34038.81,1566.34,1447.52,4773.04,10009.02
10/04 18:51:50,,,,162.38,22354.46,27568.32,307.45,43.6,5.65,200.0,36021.78,23138.61,295.8,13.18,44.99,4.99,159.41,24281.19,306.75,55.2,6.26,854568,636,0.3,0.3,653.47,119.8,53.7,18.33,1810.89,2049.5,6226.71,14932.77,5143.56,5767.33,26698.76,41904.72,1746.53,1713.86,6240.91,12115.14
10/04 18:51:52,,,,161.0,28626.0,18222.0,290.98,42.74,6.15,178.0,33366.0,21338.0,307.33,12.29,75.36,5.66,155.0,23588.0,257.43,50.19,6.5,854644,552,0.25,0.27,652.0,123.0,51.25,18.92,1571.0,1539.0,5047.97,10374.22,4628.0,5478.0,22589.59,39819.51,1552.0,1763.0,4260.33,12800.1
10/04 18:51:54,,,,180.2,29120.79,29043.56,322.78,28.52,5.41,189.11,28497.03,27477.23,295.99,13.12,51.7,5.28,165.35,26425.74,283.78,44.49,5.72,854720,668,0.3,0.3,647.52,120.79,51.28,18.42,1616.83,2036.63,4187.8,15207.75,5403.96,5442.57,31025.06,39193.69,1807.92,2188.12,6094.13,16123.99
10/04 18:51:56,0,0,0,119.8,16338.61,17918.81,285.95,20.75,5.98,194.06,24702.97,28423.76,273.77,10.63,71.31,5.14,93.07,15091.09,307.21,24.33,6.05,854800,748,0.25,0.22,651.49,121.78,52.42,18.75,1266.34,1469.31,2327.33,11016.85,4097.03,3798.02,21700.81,27582.52,1358.42,1433.66,3426.05,10496.61
10/04 18:51:58,,,,88.12,17407.92,9269.31,302.74,20.85,6.92,85.15,13679.21,9914.85,277.09,1.84,21.53,6.5,159.41,19572.28,243.88,23.95,5.68,854884,796,0.25,0.17,647.52,123.76,51.42,19.33,1296.04,975.25,3622.39,6513.36,3291.09,3624.75,14875.49,25459.55,1174.26,1134.65,2053.41,8271.92
10/04 18:52:00,,,,175.0,25114.0,24876.0,285.66,58.69,5.75,183.0,29206.0,22210.0,280.96,9.53,59.75,5.49,121.0,15414.0,263.54,28.68,6.55,854960,872,0.22,0.25,651.0,117.0,52.75,17.55,1690.0,1499.0,6200.8,10247.54,4502.0,5022.0,21649.71,35755.73,1674.0,1573.0,5703.9,10930.27
10/04 18:52:02,,,,169.31,24281.19,26651.49,300.83,77.9,5.89,115.84,16819.8,17752.48,298.44,2.76,23.84,6.4,113.86,17835.64,308.56,35.46,6.27,855036,916,0.25,0.2,657.43,122.77,51.65,19.17,1780.2,1551.49,6578.81,10699.93,4478.22,4188.12,24707.48,29263.86,1301.98,1791.09,2274.12,13505.91
10/04 18:52:04,,,,137.62,17629.7,18366.34,261.55,62.19,5.44,135.64,23592.08,13972.28,276.93,8.37,41.97,5.52,142.57,17958.42,285.38,54.6,5.25,855112,1000,0.3,0.22,651.49,122.77,52.4,19.39,1270.3,1356.44,2695.12,9580.74,4190.1,4498.02,21019.55,32298.24,1716.83,1602.97,6404.54,11323.76
10/04 18:52:06,,,,191.09,26259.41,26520.79,276.21,55.72,5.22,173.27,27336.63,19712.87,271.54,12.46,64.7,5.76,171.29,29805.94,315.08,81.23,5.83,855188,1076,0.3,0.27,649.5,122.77,50.11,18.8,1664.36,2094.06,4559.92,15290.58,5263.37,5469.31,28639.09,39272.25,1628.71,1807.92,4338.93,13115.15
10/04 18:52:08,,,,185.15,24502.97,28461.39,286.06,45.27,5.36,174.26,20772.28,24996.04,262.65,12.76,51.55,5.72,123.76,18615.84,318.61,35.92,6.5,855256,1104,0.25,0.25,637.62,119.8,50.32,18.13,1578.22,1508.91,4614.94,10364.58,4468.32,4513.86,23141.69,33371.91,1863.37,1800.0,6961.81,12482.23
10/04 18:52:10,,,,172.0,28514.0,20638.0,285.77,67.98,5.86,198.0,27620.0,25682.0,269.2,13.04,59.78,5.09,155.0,28550.0,298.79,37.54,5.95,855344,1192,0.3,0.25,671.0,121.0,50.62,18.52,1786.0,1814.0,5685.4,12841.79,5156.0,5318.0,26990.43,37383.0,1940.0,1929.0,7088.95,13639.83
10/04 18:52:12,,,,146.53,21112.87,19314.85,275.89,43.22,5.82,164.36,26178.22,23429.7,301.83,12.77,91.52,6.07,176.24,22415.84,277.43,51.66,5.51,855420,1220,0.27,0.27,640.59,119.8,50.31,18.33,1562.38,1587.13,4879.78,11245.74,4796.04,5307.92,25445.38,37264.38,1484.16,1837.62,3435.78,13787.0
10/04 18:52:14,,,,130.69,14661.39,18762.38,255.74,29.38,6.08,179.21,27299.01,21734.65,273.61,12.74,62.69,5.57,113.86,17205.94,257.77,22.84,6.9,855496,1324,0.32,0.22,641.58,118.81,48.35,18.07,1561.39,1645.54,4741.3,11962.0,4201.98,4004.95,22727.24,27344.94,1435.64,1507.92,3886.64,10825.41
10/04 18:52:16,,,,152.48,16493.07,24112.87,266.31,44.05,6.48,151.49,21019.8,23126.73,291.42,12.83,74.31,6.59,115.84,17354.46,297.64,20.74,5.95,855572,1404,0.3,0.22,654.46,125.74,52.22,19.46,1601.98,1872.28,4545.83,13764.43,4543.56,3904.95,24953.09,27654.14,1563.37,1507.92,4648.92,10676.51
10/04 18:52:18,,,,112.87,13502.97,17976.24,278.89,23.35,6.52,175.25,25598.02,24819.8,287.69,13.3,44.54,5.69,169.31,20144.55,260.15,38.95,5.81,855644,372,0.27,0.25,640.59,122.77,48.51,18.77,1556.44,1566.34,4590.01,11094.05,4089.11,4528.71,19589.37,31725.03,1486.14,1306.93,4648.72,8726.69
10/04 18:52:20,,,,130.0,13914.0,24906.0,298.62,50.23,6.38,166.0,28344.0,18832.0,284.19,14.14,93.9,6.07,147.0,21114.0,293.51,39.28,5.88,855724,460,0.3,0.25,651.0,118.0,50.56,18.1,1745.0,1534.0,6371.41,10398.63,4380.0,4685.0,21890.68,32480.66,1466.0,1554.0,4004.21,10983.79
10/04 18:52:22,,,,130.69,14786.14,15976.24,235.38,35.04,6.82,173.27,25079.21,23558.42,280.71,13.75,63.3,5.75,136.63,19124.75,276.22,32.95,6.52,855804,508,0.25,0.27,631.68,114.85,46.9,17.36,1657.43,1482.18,5599.45,10021.3,4284.16,4170.3,21542.64,29097.71,1430.69,1562.38,3478.86,11192.53
10/04 18:52:24,,,,199.01,28594.06,28174.26,285.25,56.02,4.99,181.19,30754.46,18376.24,271.16,12.57,101.44,5.5,137.62,20396.04,266.1,30.85,6.22,855880,596,0.27,0.27,639.6,121.78,48.96,18.71,1629.7,1834.65,4522.88,13051.7,4910.89,5218.81,25347.74,37963.08,1485.15,1774.26,3322.98,12821.04
10/04 18:52:26,,,,154.46,17685.15,18714.85,235.67,32.58,5.72,172.28,31328.71,16570.3,278.03,12.63,72.48,5.79,156.44,19015.84,269.86,30.45,5.81,855956,672,0.27,0.25,644.55,118.81,49.36,18.31,1320.79,1524.75,2590.49,11227.36,4749.5,4924.75,24957.77,36464.63,1412.87,1775.25,2857.36,13300.57
10/04 18:52:28,,,,61.0,7652.0,9620.0,283.15,37.92,7.61,128.0,20774.0,17108.0,295.95,7.67,83.27,5.83,115.0,16044.0,261.17,54.45,5.0,856028,576,0.27,0.25,648.0,120.0,49.17,18.25,1198.0,1289.0,2291.06,9640.71,3496.0,3184.0,18204.58,21439.38,1108.0,1189.0,1464.41,8908.88
10/04 18:52:30,,,,162.38,20746.53,26295.05,289.71,50.31,6.15,171.29,25455.45,19586.14,262.96,12.54,64.25,5.83,158.42,22637.62,275.95,53.05,6.3,856108,688,0.3,0.27,640.59,122.77,49.31,19.05,1715.84,1768.32,6066.99,12442.44,4461.39,4570.3,23305.0,33715.69,1551.49,1648.51,4537.1,11517.4
10/04 18:52:32,,,,116.83,15457.43,14615.84,257.41,112.36,8.54,143.56,20534.65,18320.79,270.65,6.48,44.17,6.39,176.24,29245.54,288.25,94.71,5.66,856524,732,0.35,0.22,636.63,114.85,47.82,17.56,1566.34,1470.3,5204.19,10337.6,3900.99,3959.41,19762.92,29041.09,1537.62,1384.16,5445.74,9627.32
10/04 18:52:34,,,,155.45,22099.01,16544.55,248.6,102.12,6.42,136.63,18918.81,17194.06,264.3,10.36,81.86,7.3,145.54,28120.79,303.03,22.66,6.41,855788,832,0.37,0.3,625.74,122.77,48.4,18.55,1363.37,1718.81,3228.0,12789.04,4384.16,3891.09,25348.69,27202.61,1466.34,1659.41,4275.78,12243.86
10/04 18:52:36,,,,174.26,27360.4,25742.57,304.74,55.78,5.73,176.24,28041.58,25912.87,306.15,11.87,60.39,5.66,158.42,22174.26,272.44,70.92,6.3,856336,908,0.3,0.3,624.75,118.81,47.62,18.07,1644.55,2117.82,4674.74,16079.94,5363.37,5388.12,29960.92,38830.11,1568.32,1910.89,4072.95,14282.45
10/04 18:52:38,,,,172.0,21852.0,29228.0,296.98,45.46,5.85,142.0,18688.0,19258.0,267.23,3.63,29.63,6.16,147.0,25340.0,314.04,35.84,5.91,856412,936,0.3,0.27,641.0,127.0,50.15,19.68,1502.0,1428.0,4660.53,9924.31,4601.0,4413.0,25061.17,31001.98,1729.0,2024.0,5784.98,14660.61
10/04 18:52:40,,,,135.64,20603.96,19097.03,292.69,93.75,7.36,134.65,20724.75,18550.5,291.68,4.28,35.32,6.88,177.23,30140.59,303.26,70.97,5.63,856492,1020,0.3,0.32,628.71,118.81,48.52,18.09,1665.35,1717.82,5636.74,12318.89,4696.04,4382.18,24773.71,32536.96,1535.64,1696.04,4625.69,12396.2
10/04 18:52:42,,,,135.64,18067.33,21302.97,290.25,67.26,6.27,187.13,33506.93,23877.23,306.66,13.19,63.55,5.33,165.35,26013.86,314.11,44.11,5.77,856568,1096,0.3,0.25,625.74,118.81,49.29,18.52,1557.43,1616.83,5179.85,11518.05,4780.2,5300.99,25828.2,39291.29,1675.25,1969.31,5351.49,14534.23
10/04 18:52:44,,,,137.62,19645.54,18906.93,280.13,23.01,5.68,161.39,26257.43,26091.09,324.37,6.98,74.37,5.79,151.49,17295.05,283.12,40.98,5.86,856648,1152,0.3,0.3,634.65,117.82,49.33,17.98,1434.65,2045.54,2911.67,15581.98,4737.62,5047.52,25143.66,36108.85,1470.3,1358.42,4425.89,9445.35
10/04 18:52:46,,,,165.35,26356.44,23473.27,301.37,50.6,6.03,198.02,33075.25,22730.69,281.82,12.7,48.22,5.04,164.36,25445.54,268.08,36.26,5.7,856728,1232,0.45,0.27,629.7,118.81,49.69,17.84,1862.38,2047.52,6521.7,14735.08,5323.76,5504.95,28576.93,39420.7,1663.37,1858.42,5370.09,13273.85
10/04 18:52:48,,,,153.0,20524.0,22844.0,283.45,39.09,5.8,161.0,23116.0,23212.0,287.75,8.8,77.64,6.25,133.0,18458.0,277.97,28.56,7.14,856800,1256,0.25,0.22,648.0,124.0,50.9,19.21,1442.0,1377.0,3994.23,9492.3,4235.0,4482.0,21709.88,31454.77,1496.0,1690.0,4427.52,12207.18
10/04 18:52:50,,,,145.54,20576.24,20950.5,285.32,30.93,5.88,186.14,38401.98,21631.68,322.52,10.67,49.78,5.15,155.45,26045.54,302.34,38.69,5.82,856880,1352,0.3,0.25,643.56,115.84,49.64,17.9,1642.57,1939.6,4747.49,14291.74,5157.43,5435.64,28735.84,40350.49,1570.3,1949.5,4399.32,14362.29
10/04 18:52:52,,,,146.53,18417.82,26704.95,307.93,33.93,5.53,178.22,24988.12,26481.19,288.8,12.34,66.73,5.59,86.14,14968.32,283.91,19.25,7.07,856956,128,0.25,0.22,646.53,116.83,50.88,18.21,1723.76,1638.61,5941.94,11159.47,4093.07,3954.46,21065.12,26732.3,1712.87,1464.36,6303.0,9983.87
10/04 18:52:54,,,,142.57,20659.41,21704.95,297.14,35.38,6.22,195.05,32839.6,20912.87,275.58,13.93,54.9,5.11,195.05,27255.45,286.36,47.07,5.11,857032,456,0.25,0.27,654.46,123.76,51.88,19.33,1633.66,2042.57,4079.42,15203.61,5322.77,5676.24,28866.29,41710.66,1497.03,1889.11,3638.33,13720.88
10/04 18:52:56,,,,166.0,24690.0,28430.0,320.0,78.28,6.07,167.0,25442.0,24864.0,301.23,8.21,92.92,5.94,155.0,22726.0,268.21,33.56,5.89,857108,532,0.25,0.25,658.0,126.0,52.08,19.36,1724.0,1715.0,6031.86,12202.55,4759.0,4926.0,24780.38,34895.91,1608.0,1687.0,4825.98,12250.85
10/04 18:52:58,,,,139.6,18352.48,24716.83,308.51,42.14,6.65,143.56,20120.79,22489.11,296.8,4.95,37.52,5.87,164.36,24200.0,293.64,43.37,5.79,857188,564,0.27,0.22,645.54,121.78,50.9,18.73,1853.47,2135.64,6012.63,15793.25,4970.3,4609.9,27670.54,31861.17,1549.5,1646.53,4284.23,11921.58
10/04 18:53:00,0,0,0,97.03,17340.59,7594.06,256.98,19.6,5.56,81.19,12461.39,9764.36,273.76,1.49,18.35,5.98,66.34,10512.87,295.4,25.48,7.15,857264,644,0.27,0.15,642.57,117.82,52.19,17.96,958.42,713.86,1331.95,4851.46,2550.5,2798.02,10516.97,19642.53,1086.14,828.71,2428.75,5593.51
10/04 18:53:02,0,0,0,164.36,24988.12,23598.02,295.61,35.79,5.91,170.3,31079.21,20912.87,305.3,6.81,34.86,5.17,113.86,17273.27,305.46,22.74,6.63,857340,584,0.27,0.22,651.49,118.81,52.18,18.09,1622.77,1517.82,5489.74,10324.2,4506.93,5167.33,22662.55,36926.44,1899.01,1679.21,7471.35,11388.95
10/04 18:53:04,,,,173.0,23870.0,27726.0,298.24,67.57,5.83,165.0,25700.0,27380.0,321.7,5.66,35.25,6.01,157.0,25344.0,291.76,50.83,6.07,857416,668,0.32,0.27,657.0,121.0,52.4,18.81,1705.0,1857.0,4958.24,13255.06,5090.0,5141.0,26779.38,35692.9,2019.0,2009.0,7425.27,14073.91
