date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
10/04 18:37:55,,,,174.26,23421.78,26637.62,287.27,69.24,5.73,172.28,27481.19,17726.73,262.41,8.61,39.87,5.62,163.37,27621.78,314.81,44.26,5.72,822504,484,0.45,0.27,659.41,114.85,53.09,18.02,1527.72,1586.14,3770.4,11018.67,4681.19,5171.29,24079.44,37002.96,1958.42,1977.23,7340.76,13633.17
10/04 18:37:57,,,,162.38,24748.51,20174.26,276.66,39.5,6.14,180.2,34489.11,19912.87,301.9,7.24,36.2,5.12,139.6,23293.07,345.16,33.99,5.95,822580,528,0.4,0.27,641.58,111.88,48.53,17.6,1525.74,1619.8,4352.75,11797.98,4642.57,5757.43,23394.54,42426.63,1740.59,1727.72,6207.25,12195.94
10/04 18:37:59,,,,153.0,15334.0,20040.0,231.2,28.29,5.74,172.0,22886.0,23218.0,268.05,6.23,42.6,5.46,161.0,24478.0,277.39,33.58,6.07,822656,608,0.45,0.27,651.0,110.0,50.25,17.33,1528.0,1609.0,4325.36,11385.26,4334.0,4279.0,22613.12,29515.63,1677.0,1597.0,5993.32,11182.43
10/04 18:38:01,,,,167.33,24679.21,21003.96,273.02,59.95,5.41,188.12,34590.1,24097.03,311.97,9.59,51.47,5.31,142.57,19887.13,274.86,62.25,6.03,822732,636,0.37,0.25,646.53,115.84,49.04,18.33,1571.29,1718.81,4390.71,12649.27,4464.36,5492.08,21916.09,40198.25,1456.44,1322.77,4088.09,9331.79
10/04 18:38:03,,,,173.27,27295.05,20849.5,277.86,48.27,5.39,194.06,35481.19,19794.06,284.84,13.4,33.92,5.14,172.28,23295.05,265.94,66.08,5.75,822812,716,0.45,0.3,643.56,112.87,49.24,17.91,1721.78,1732.67,5952.13,11658.59,4829.7,5863.37,23004.33,43086.58,1539.6,1523.76,4562.07,10610.22
10/04 18:38:05,,,,154.46,25188.12,25859.41,330.5,56.15,5.87,194.06,29748.51,23259.41,273.15,12.57,46.89,5.14,173.27,28000.0,289.36,47.78,5.45,822888,804,0.42,0.32,632.67,104.95,48.09,16.48,1719.8,2233.66,4192.93,16054.17,5452.48,5595.05,29406.6,39025.93,1758.42,1931.68,4880.4,13430.33
10/04 18:38:07,0,0,0,154.46,22627.72,26136.63,315.72,53.95,5.65,193.07,29146.53,25087.13,280.9,11.98,53.74,5.17,139.6,16853.47,330.37,24.05,6.37,822964,848,0.55,0.27,629.7,107.92,50.17,17.12,1621.78,1913.86,4388.98,13470.63,4707.92,5387.13,24332.9,40911.62,1559.41,1628.71,4503.84,10824.06
10/04 18:38:09,0,0,0,55.0,6516.0,10538.0,310.07,18.82,7.35,114.0,12976.0,19588.0,285.65,3.35,30.23,7.82,87.0,11056.0,229.4,22.72,6.82,823044,936,0.4,0.22,637.0,111.0,48.74,17.62,1054.0,913.0,2110.87,6016.86,2900.0,2216.0,14590.97,14405.76,1317.0,1187.0,3361.9,8450.77
10/04 18:38:11,0,0,0,119.8,12663.37,20489.11,276.73,27.29,6.74,147.52,23990.1,22835.64,317.41,5.12,34.45,6.03,138.61,18714.85,281.37,22.49,6.17,823124,968,0.37,0.25,639.6,111.88,50.21,17.62,1784.16,1577.23,6411.22,10479.83,4143.56,4109.9,21550.64,28762.96,1515.84,1544.55,4451.4,10880.02
10/04 18:38:13,,,,186.14,33659.41,27576.24,328.98,49.08,5.36,162.38,24146.53,22621.78,288.02,5.45,35.52,5.32,135.64,22265.35,301.23,25.74,5.74,823200,1044,0.32,0.25,636.63,115.84,49.38,18.33,1756.44,1842.57,6286.04,13263.81,4864.36,5379.21,25816.53,38599.79,1649.5,1775.25,5264.84,12929.68
10/04 18:38:15,,,,123.76,16671.29,17162.38,273.38,22.77,6.12,137.62,23067.33,13736.63,267.42,3.16,23.6,6.18,122.77,21201.98,310.15,24.16,6.42,823280,1144,0.4,0.22,636.63,110.89,50.04,17.53,1603.96,1313.86,6176.47,8871.07,3596.04,3937.62,17200.83,28591.04,1363.37,1218.81,3738.39,8271.66
10/04 18:38:17,,,,154.46,23873.27,25293.07,318.32,32.93,6.04,188.12,31809.9,23233.66,292.6,10.1,49.05,5.15,173.27,25035.64,306.94,58.44,5.75,823356,1188,0.42,0.3,629.7,110.89,48.79,17.33,1726.73,1843.56,5780.66,12799.68,4847.52,5825.74,23952.3,42330.64,1798.02,1675.25,6620.69,11144.53
10/04 18:38:19,,,,151.49,24928.71,21588.12,307.07,31.3,5.42,169.31,31570.3,17370.3,289.06,12.38,46.65,5.89,134.65,22089.11,316.91,26.57,6.16,823432,1264,0.4,0.27,631.68,111.88,49.7,17.82,1567.33,1576.24,5585.36,10675.37,4594.06,5354.46,23147.93,38922.17,1571.29,1689.11,5091.72,12302.83
10/04 18:38:21,,,,106.0,15694.0,14876.0,288.4,22.79,6.46,163.0,30048.0,18856.0,300.02,12.42,53.28,6.18,158.0,23098.0,264.34,28.88,5.91,823508,360,0.37,0.27,646.0,109.0,49.06,17.56,1700.0,1458.0,6723.37,9756.92,3938.0,4368.0,19527.25,32513.66,1614.0,1342.0,5541.13,8931.27
10/04 18:38:23,,,,135.64,16324.75,22227.72,284.22,33.88,6.65,176.24,28932.67,20639.6,281.28,11.86,65.58,5.66,147.52,15538.61,253.95,34.66,5.76,823584,440,0.37,0.27,641.58,107.92,50.73,16.89,1364.36,1550.5,3411.43,11036.71,4381.19,4648.51,22489.4,34181.7,1556.44,1641.58,4937.15,11624.92
10/04 18:38:25,,,,165.35,26926.73,24415.84,310.51,58.99,6.04,169.31,24885.15,23930.69,288.33,12.87,83.22,5.89,127.72,15627.72,288.31,51.37,7.13,823660,516,0.37,0.27,643.56,115.84,50.04,18.08,1556.44,1479.21,4350.38,10323.62,4884.16,5024.75,26123.05,36612.07,1504.95,1908.91,3448.57,14276.13
10/04 18:38:27,,,,150.5,18069.31,28027.72,306.3,118.63,6.63,183.17,32659.41,20506.93,290.26,12.85,46.22,5.44,177.23,27095.05,293.96,71.67,5.63,824112,452,0.45,0.27,640.59,104.95,50.82,16.7,1881.19,1805.94,6989.47,12316.07,4892.08,5100.99,24157.7,38241.2,1659.41,1606.93,5292.1,10958.31
10/04 18:38:29,,,,156.0,18412.0,24502.0,275.09,76.67,6.46,84.0,8656.0,11760.0,243.05,3.68,35.58,8.63,87.0,10902.0,295.84,16.92,6.75,823804,528,0.52,0.27,646.0,112.0,49.99,17.71,1271.0,1177.0,2854.04,8296.87,3364.0,3071.0,16341.59,20901.3,1138.0,1034.0,1868.35,7296.28
10/04 18:38:31,,,,166.34,18190.1,22562.38,245.0,51.37,5.99,199.01,27376.24,24263.37,259.48,12.87,59.9,5.01,123.76,15007.92,264.24,80.1,8.06,823896,600,0.45,0.3,648.51,115.84,52.74,18.33,1522.77,1687.13,4591.02,12147.24,4001.98,3850.5,20954.9,29974.3,1485.15,1408.91,4551.51,9774.34
10/04 18:38:33,,,,150.5,16601.98,27259.41,291.45,47.34,6.63,154.46,22835.64,21419.8,286.53,10.04,68.01,6.46,160.4,20891.09,275.84,94.68,6.22,824360,684,0.45,0.3,657.43,112.87,51.23,17.66,1704.95,1672.28,5925.56,11687.12,4412.87,4558.42,22671.21,31472.68,1469.31,1556.44,3731.76,11208.35
10/04 18:38:35,,,,162.38,21112.87,26200.0,291.38,84.25,6.15,188.12,22051.49,26120.79,256.07,10.99,46.82,5.31,184.16,26312.87,279.81,122.94,5.42,824044,776,0.47,0.3,650.5,111.88,53.32,17.6,1657.43,2245.54,3545.39,17025.3,5722.77,5189.11,32020.21,34111.2,1767.33,1897.03,5433.74,13608.87
10/04 18:38:37,,,,162.38,26588.12,20631.68,290.8,55.16,5.98,176.24,26633.66,23029.7,281.8,12.94,70.47,5.66,166.34,23259.41,308.0,45.58,5.89,824120,820,0.47,0.27,647.52,114.85,50.15,18.26,1816.83,1786.14,6405.83,12518.76,4810.89,5698.02,24376.89,41511.3,1503.96,1567.33,4024.86,10972.81
10/04 18:38:39,,,,150.0,18796.0,20472.0,261.79,30.79,6.17,185.0,28484.0,18282.0,252.79,11.46,75.71,5.45,171.0,28848.0,309.57,94.8,5.89,824196,900,0.35,0.32,658.0,113.0,52.97,18.02,1657.0,2009.0,4502.66,14758.15,4715.0,5010.0,24487.42,36046.17,1529.0,1504.0,4593.47,10334.31
10/04 18:38:41,,,,166.34,27396.04,22095.05,297.54,40.06,5.43,164.36,20669.31,23245.54,267.19,11.65,121.42,6.07,144.55,23314.85,290.99,62.25,6.05,824276,924,0.45,0.25,654.46,118.81,50.26,18.77,1623.76,1753.47,4481.89,12391.71,4935.64,5026.73,25779.14,34018.4,1722.77,1820.79,5030.16,12898.45
10/04 18:38:43,,,,166.34,21485.15,17059.41,231.73,34.72,5.56,169.31,27316.83,19495.05,276.49,13.25,49.22,5.89,178.22,31166.34,316.91,45.05,5.59,824352,1000,0.6,0.27,654.46,120.79,53.06,19.47,1766.34,1584.16,6524.33,10508.63,4312.87,5142.57,19963.43,37193.11,1927.72,1518.81,7709.6,9847.78
10/04 18:38:45,,,,159.41,25017.82,22394.06,297.43,24.66,5.79,170.3,28297.03,17544.55,269.19,12.75,84.52,5.85,150.5,16659.41,269.83,109.78,6.48,824428,1104,0.42,0.27,659.41,117.82,50.59,18.85,1306.93,1384.16,2736.6,9988.73,4269.31,5262.38,20033.52,39009.54,1554.46,1433.66,5011.39,9979.92
10/04 18:38:47,,,,141.58,15188.12,24108.91,277.55,21.01,6.06,193.07,31885.15,24112.87,290.04,13.16,38.29,5.17,161.39,25122.77,298.06,46.33,6.18,824504,1148,0.45,0.27,660.4,111.88,52.25,17.87,1664.36,1884.16,5000.17,13217.77,5319.8,5068.32,29509.96,35645.7,1679.21,2185.15,4381.45,16210.43
10/04 18:38:49,,,,77.0,8338.0,8846.0,223.17,20.39,7.53,176.0,26624.0,20996.0,270.57,12.16,99.37,5.72,162.0,25106.0,297.94,43.55,6.06,824576,1224,0.37,0.27,644.0,110.0,48.48,17.6,1466.0,1441.0,3875.02,9956.47,4107.0,4257.0,19517.99,29624.52,1489.0,1424.0,3986.87,9832.03
10/04 18:38:51,,,,165.35,33134.65,17259.41,304.78,34.49,5.81,194.06,29455.45,24316.83,277.09,11.21,50.43,5.14,117.82,20257.43,318.99,29.79,7.13,824664,1264,0.37,0.25,645.54,108.91,51.69,17.18,1510.89,1735.64,4408.86,12801.24,4728.71,5420.79,24343.2,40344.22,1388.12,1690.1,3186.42,12488.14
10/04 18:38:53,,,,132.67,20724.75,18200.0,293.39,23.56,6.54,163.37,21209.9,25625.74,286.69,12.11,49.35,6.1,148.51,18697.03,281.53,26.62,5.95,824740,1340,0.4,0.27,633.66,111.88,48.66,17.85,1537.62,1515.84,4227.45,10428.65,4522.77,4852.48,22866.06,32873.57,1707.92,1791.09,4835.7,12714.83
10/04 18:38:55,,,,128.71,22114.85,14764.36,286.52,18.5,5.91,181.19,25930.69,24314.85,277.31,11.88,54.9,5.51,137.62,19699.01,306.58,16.26,6.04,824816,768,0.4,0.25,645.54,108.91,50.74,17.63,1280.2,1483.17,2336.38,11005.0,4797.03,4979.21,25248.28,35881.02,1402.97,1952.48,2962.7,14884.77
10/04 18:38:57,,,,140.0,22796.0,18788.0,297.03,32.31,6.36,187.0,31826.0,20984.0,282.41,13.03,94.29,5.39,181.0,25548.0,279.83,68.37,5.57,824892,436,0.35,0.22,634.0,120.0,48.5,18.98,1464.0,1751.0,3807.46,12623.73,4629.0,5351.0,23818.27,40500.61,1462.0,1555.0,3976.55,11244.27
10/04 18:38:59,,,,147.52,16502.97,20439.6,250.42,21.7,5.89,177.23,31770.3,21493.07,300.54,13.53,75.25,5.63,169.31,22091.09,279.11,52.26,5.7,824968,512,0.4,0.32,642.57,104.95,49.85,16.97,1591.09,1853.47,4334.34,13785.19,4936.63,5226.73,26031.54,37094.51,1499.01,1668.32,3988.1,12412.01
10/04 18:39:01,,,,105.94,16146.53,15477.23,298.5,20.69,6.56,165.35,26859.41,21871.29,294.72,13.46,86.1,6.03,131.68,17304.95,283.17,44.59,6.24,825044,428,0.35,0.25,642.57,108.91,49.5,17.18,1278.22,1314.85,2748.01,9394.91,3954.46,4262.38,19134.97,31565.12,1459.41,1396.04,4555.02,9551.14
10/04 18:39:03,,,,140.59,17996.04,17532.67,252.7,28.25,6.56,169.31,28302.97,19683.17,283.43,11.58,62.01,5.89,169.31,23518.81,274.49,41.53,5.81,825124,508,0.4,0.25,641.58,107.92,50.01,17.32,1639.6,1494.06,5471.6,10123.9,4301.98,4887.13,21320.67,34997.41,1486.14,1505.94,4020.27,10569.36
10/04 18:39:06,,,,167.0,24700.0,21578.0,277.11,31.78,5.49,175.0,24698.0,25392.0,286.23,12.09,48.41,5.71,169.0,18694.0,256.76,27.38,5.67,825232,624,0.15,0.38,645.0,109.0,50.31,17.29,1487.0,1753.0,3976.42,12766.24,4868.0,5352.0,25706.95,37469.12,1312.0,1699.0,2379.35,12404.76
10/04 18:39:08,,,,167.0,23436.0,20956.0,265.82,39.32,5.99,207.0,33606.0,27588.0,295.62,11.9,52.92,4.83,160.0,24982.0,300.54,65.92,6.25,825308,700,0.18,0.33,649.0,105.0,50.48,17.03,1708.0,1981.0,5413.27,14278.06,5263.0,5539.0,28438.59,40472.39,1529.0,1804.0,3912.69,13075.7
10/04 18:39:10,,,,164.0,21366.0,25576.0,286.23,80.33,6.1,175.0,24516.0,24348.0,279.22,13.18,56.42,5.71,117.0,13002.0,257.78,27.66,6.89,825388,788,0.1,0.4,635.0,101.0,48.59,16.15,1663.0,1716.0,5376.49,12247.62,4222.0,4333.0,21904.21,31832.45,1504.0,1399.0,4486.81,9582.04
10/04 18:39:12,0,0,0,127.0,23272.0,13610.0,290.41,62.11,6.45,149.0,24800.0,16970.0,280.34,4.77,42.97,5.65,83.0,13542.0,302.53,22.51,7.06,825464,820,0.13,0.3,648.0,107.0,50.84,17.64,1094.0,1149.0,1277.09,8412.18,3434.0,4196.0,15112.21,30395.52,1081.0,1066.0,1646.53,7569.71
10/04 18:39:14,,,,152.0,24650.0,21072.0,300.8,34.8,5.57,190.0,32902.0,22470.0,291.43,7.8,38.65,5.25,160.0,20644.0,293.11,33.24,5.72,825544,900,0.15,0.35,644.0,113.0,49.42,18.27,1465.0,1939.0,3516.87,14520.49,5241.0,5850.0,26756.57,42064.12,1485.0,1657.0,3581.4,12127.94
10/04 18:39:16,,,,120.0,19408.0,13658.0,275.55,23.33,6.04,195.0,37826.0,24964.0,322.0,12.03,40.11,5.12,140.0,24276.0,293.8,33.9,5.97,825620,956,0.18,0.35,643.0,105.0,50.77,17.03,1623.0,1774.0,5042.16,12879.84,4892.0,5229.0,25339.65,37478.48,1583.0,1655.0,4633.53,11825.56
10/04 18:39:18,,,,139.0,19706.0,22786.0,305.7,23.36,6.07,136.0,21294.0,17878.0,288.03,4.44,26.35,6.03,148.0,22478.0,291.8,30.34,5.26,825696,1032,0.15,0.33,634.0,107.0,48.59,16.81,1595.0,1870.0,4837.01,13507.54,4725.0,4501.0,26706.19,31176.88,1620.0,1753.0,4951.51,12881.77
10/04 18:39:20,,,,152.0,21046.0,24284.0,298.22,84.77,6.13,129.0,19512.0,19156.0,299.75,3.73,29.64,6.08,150.0,20684.0,301.89,39.71,6.13,825772,1116,0.15,0.33,622.0,106.0,48.85,17.32,1449.0,1553.0,4285.65,11161.67,4110.0,4607.0,21262.01,33162.66,1414.0,1487.0,4177.69,10586.47
10/04 18:39:22,,,,170.0,21412.0,26652.0,282.73,47.19,5.88,172.0,25742.0,21820.0,276.52,7.5,40.06,5.53,134.0,26560.0,317.25,35.99,6.45,825852,1144,0.23,0.35,639.0,109.0,48.94,17.99,1676.0,2130.0,4884.52,15839.56,5383.0,4779.0,31369.15,31898.45,1841.0,2145.0,6210.4,15468.87
10/04 18:39:24,,,,165.0,26290.0,25514.0,313.96,38.24,5.73,187.0,31890.0,22702.0,291.94,10.24,43.67,5.19,116.0,19192.0,318.17,31.35,6.15,825928,1220,0.2,0.38,627.0,117.0,49.46,18.08,1666.0,1713.0,5529.29,12113.16,5105.0,5406.0,27643.38,38331.73,1573.0,2031.0,4064.78,15213.92
