date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
10/04 18:18:57,,,,151.0,25366.0,17884.0,286.42,24.52,5.98,176.0,28802.0,20044.0,277.53,7.37,41.47,5.43,168.0,26568.0,286.74,63.27,5.95,777916,68,0.4,0.25,628.0,113.0,47.99,16.94,1302.0,1590.0,2995.92,11678.48,4484.0,5149.0,23725.48,38045.14,1483.0,1645.0,4402.74,11925.67
10/04 18:18:58,,,,161.39,26075.25,21475.25,294.64,34.46,5.84,197.03,28730.69,27453.47,285.16,9.8,50.37,4.99,166.34,26669.31,294.05,84.34,6.0,777956,4,0.12,0.35,643.56,118.81,52.06,18.05,1598.02,2168.32,4520.69,16534.8,5240.59,5371.29,30082.82,38910.37,1463.37,1788.12,3869.0,13184.68
10/04 18:18:59,,,,184.0,27568.0,24642.0,283.75,58.22,5.38,182.0,28784.0,21956.0,278.79,10.8,44.88,5.49,167.0,28048.0,299.58,84.54,5.99,778372,156,1.7,0.35,651.0,118.0,51.62,18.32,1524.0,1866.0,4118.87,13905.77,5164.0,5381.0,28692.8,39803.12,1809.0,1985.0,6557.26,14534.71
10/04 18:19:00,,,,119.8,16706.93,18879.21,297.04,112.91,8.33,186.14,31093.07,22805.94,289.56,11.5,56.93,5.36,184.16,22560.4,253.94,67.94,5.27,778016,200,0.15,0.32,650.5,122.77,50.71,18.55,1298.02,1439.6,3066.33,10408.63,4418.81,4990.1,22681.81,36331.66,1485.15,1719.8,4265.2,12715.93
10/04 18:19:01,,,,145.0,16154.0,16872.0,227.77,63.25,6.9,155.0,19020.0,28616.0,307.33,10.77,91.32,6.45,101.0,18968.0,314.22,18.05,6.43,778392,236,0.53,0.28,640.0,114.0,49.17,17.13,1388.0,1466.0,3868.82,10787.88,3798.0,3357.0,21225.59,23207.28,1376.0,1420.0,4153.62,10326.15
10/04 18:19:02,,,,96.0,15280.0,14070.0,305.73,19.64,6.48,140.0,21020.0,18344.0,281.17,11.99,87.61,7.2,79.0,13190.0,351.67,21.33,6.67,778456,280,0.17,0.32,652.0,118.0,52.17,18.32,1264.0,1110.0,3546.14,7902.57,3116.0,3433.0,15488.56,25412.93,1339.0,1059.0,4381.86,7362.13
10/04 18:19:03,,,,106.0,11386.0,18336.0,280.4,25.85,5.74,175.0,23788.0,22684.0,265.55,9.28,49.06,5.71,109.0,13398.0,280.68,70.14,8.85,777808,316,0.43,0.25,645.0,115.0,50.98,17.2,1369.0,1420.0,3967.8,10531.27,3731.0,3649.0,20669.82,25683.62,1309.0,1342.0,3430.02,9810.5
10/04 18:19:04,,,,149.5,21370.3,20522.77,280.21,32.28,6.07,191.09,35394.06,22099.01,300.87,8.67,47.18,5.12,156.44,20716.83,295.39,76.82,6.38,777832,364,0.2,0.37,639.6,117.82,48.76,17.98,1531.68,1751.49,4456.84,12891.97,4900.99,5674.26,25763.85,41517.53,1473.27,1782.18,3981.56,13251.01
10/04 18:19:05,,,,184.0,29476.0,27576.0,310.07,49.84,5.43,193.0,28082.0,31694.0,309.72,12.53,47.99,5.18,184.0,24750.0,269.91,78.52,5.43,778144,400,0.48,0.3,647.0,121.0,51.12,18.77,1705.0,2137.0,5291.22,15943.42,5504.0,5653.0,32077.27,41153.99,2273.0,2244.0,10402.73,16028.51
10/04 18:19:06,,,,158.42,24000.0,16734.65,257.14,72.12,6.3,165.35,20211.88,20839.6,248.28,13.45,67.26,6.04,151.49,23908.91,273.83,47.47,6.59,778272,444,0.15,0.4,649.5,127.72,51.94,19.69,1343.56,1609.9,3072.2,11663.18,4315.84,4444.55,22900.69,31219.63,1335.64,1496.04,2883.5,10834.79
10/04 18:19:07,,,,128.0,18804.0,17696.0,285.16,68.01,6.82,203.0,31392.0,24780.0,276.71,13.13,70.11,4.93,166.0,20626.0,235.42,185.2,6.02,778304,476,0.4,0.2,634.0,113.0,49.02,16.94,1241.0,1808.0,2088.41,13944.17,4607.0,4601.0,25155.33,34200.96,1314.0,1522.0,3324.8,11166.22
10/04 18:19:08,,,,155.45,17667.33,26619.8,284.9,37.29,6.11,156.44,23233.66,21326.73,284.85,7.99,83.72,6.33,162.38,18762.38,267.29,67.33,6.15,778344,520,0.12,0.35,653.47,125.74,50.22,19.54,1732.67,1557.43,6956.77,10780.71,4206.93,4362.38,21729.19,32835.29,1610.89,1483.17,5922.03,10334.96
10/04 18:19:09,,,,172.0,23264.0,28062.0,298.41,37.68,5.45,168.0,30624.0,18922.0,294.92,8.11,32.26,5.51,143.0,23272.0,273.23,96.29,6.99,778380,560,0.38,0.3,642.0,118.0,49.8,17.87,1904.0,1589.0,7969.34,10896.92,4212.0,4505.0,22431.85,35169.25,1843.0,1650.0,7760.05,11660.23
10/04 18:19:10,,,,169.31,21144.55,23481.19,263.58,34.21,5.8,213.86,44800.0,21281.19,308.99,10.96,53.07,4.67,171.29,26552.48,275.04,55.83,5.83,778424,604,0.2,0.35,647.52,123.76,50.97,18.84,1380.2,1476.24,3477.09,10515.69,4809.9,5848.51,24205.56,43414.36,1565.35,1914.85,4748.67,14175.16
10/04 18:19:11,,,,123.0,15014.0,20756.0,290.81,22.17,6.23,151.0,23562.0,20008.0,288.54,11.37,80.62,6.62,159.0,25634.0,255.84,103.91,6.28,778456,636,0.45,0.25,648.0,121.0,50.45,18.54,1613.0,1967.0,5104.57,14651.23,4414.0,4009.0,25026.59,27616.05,1391.0,1467.0,3627.77,10344.43
10/04 18:19:12,,,,132.0,12772.0,20744.0,253.91,26.9,6.59,177.0,28660.0,19462.0,271.88,11.95,65.93,5.69,188.0,26072.0,280.21,49.04,5.23,778500,680,0.1,0.35,645.0,115.0,48.5,17.7,1555.0,1510.0,5195.54,10658.34,4510.0,4817.0,23798.28,34371.17,1529.0,1796.0,4562.45,13112.77
10/04 18:19:13,,,,125.0,17840.0,18344.0,289.47,35.35,6.26,205.0,28870.0,27158.0,273.31,11.43,54.44,4.88,170.0,21054.0,238.73,30.59,5.65,778540,720,0.4,0.28,645.0,118.0,50.17,18.07,1376.0,1409.0,3736.4,9829.45,4774.0,4721.0,25963.43,33481.79,1600.0,2105.0,5047.51,15693.42
10/04 18:19:14,,,,134.65,15215.84,19940.59,261.09,25.18,6.14,163.37,20201.98,23932.67,270.16,11.42,54.82,6.11,180.2,25059.41,273.19,46.3,5.54,778580,768,0.15,0.4,653.47,118.81,51.34,18.05,1634.65,1793.07,5101.03,12853.78,4496.04,4380.2,24934.55,30113.4,1836.63,1715.84,7285.44,12061.35
10/04 18:19:15,,,,135.0,23010.0,19616.0,315.75,28.24,6.89,179.0,25470.0,23330.0,272.63,12.83,67.59,5.59,144.0,24946.0,261.32,49.05,6.19,778616,804,0.43,0.25,650.0,122.0,49.52,18.85,1533.0,1596.0,5003.49,11590.38,4194.0,4226.0,22614.42,30906.75,1521.0,1547.0,4960.17,11110.47
10/04 18:19:16,,,,150.5,20540.59,22083.17,283.22,30.3,5.99,174.26,24283.17,24413.86,279.45,12.57,70.61,5.73,122.77,16687.13,246.15,29.99,6.54,778656,844,0.15,0.4,647.52,119.8,49.99,18.33,1200.99,1374.26,2321.19,9958.9,4377.23,4081.19,24817.84,29478.79,1571.29,1892.08,5063.8,14246.95
10/04 18:19:17,,,,146.0,16428.0,25424.0,286.66,34.31,6.12,182.0,30878.0,21284.0,286.6,11.35,64.25,5.49,173.0,28960.0,303.68,58.46,5.53,778692,880,0.45,0.23,641.0,118.0,49.85,18.1,1740.0,1763.0,6473.02,12635.13,4926.0,4832.0,28064.56,35533.98,1450.0,2045.0,3298.21,15658.79
10/04 18:19:18,,,,180.2,27459.41,22392.08,276.65,50.4,5.21,163.37,26600.0,21166.34,292.39,12.02,79.65,6.11,143.56,15954.46,244.25,33.66,6.41,778736,924,0.12,0.35,640.59,116.83,49.19,17.67,1561.39,1768.32,5010.02,12951.28,4307.92,5144.55,21763.61,37210.18,1291.09,1276.24,3090.16,9005.4
10/04 18:19:19,,,,100.0,15028.0,18024.0,330.52,24.66,6.73,178.0,27494.0,21326.0,274.27,12.6,90.3,5.62,123.0,19210.0,315.8,31.07,7.31,778768,956,0.38,0.25,644.0,120.0,49.37,18.45,1414.0,1498.0,4345.77,10794.07,4133.0,4188.0,22585.69,31123.69,1277.0,1505.0,2749.36,11313.59
10/04 18:19:20,,,,148.51,21970.3,19168.32,277.0,41.61,5.84,174.26,29398.02,19752.48,282.06,12.9,46.03,5.73,177.23,24588.12,276.86,50.11,5.49,778808,1000,0.12,0.35,638.61,116.83,48.08,17.71,1400.99,1491.09,4126.08,10666.41,4673.27,5167.33,24119.55,38548.4,1540.59,1802.97,4834.3,13516.09
10/04 18:19:21,,,,135.0,17314.0,18948.0,268.61,25.82,6.34,160.0,26486.0,20344.0,292.69,12.83,79.85,6.26,158.0,21106.0,267.48,26.75,5.98,778844,1032,0.45,0.28,644.0,115.0,49.28,17.45,1378.0,1605.0,3743.53,11726.23,4421.0,4544.0,24024.23,32807.3,1423.0,1586.0,3900.55,11684.35
10/04 18:19:22,,,,159.0,25600.0,24132.0,312.78,31.77,5.99,179.0,23568.0,28844.0,292.8,11.4,64.54,5.63,156.0,23966.0,230.47,37.05,6.04,778888,1076,0.17,0.37,647.0,118.0,50.95,18.07,1440.0,1831.0,3560.65,13718.64,4994.0,4554.0,28423.84,30920.48,1580.0,2053.0,4742.42,15409.2
10/04 18:19:23,,,,176.0,22912.0,24428.0,268.98,66.99,5.68,169.0,26584.0,19590.0,273.22,14.19,75.84,5.92,152.0,22734.0,295.09,56.4,5.7,778920,1108,0.38,0.3,647.0,119.0,49.09,17.93,1647.0,1876.0,5584.26,13820.05,4652.0,4994.0,25255.63,36169.63,1573.0,1610.0,5170.31,11410.77
10/04 18:19:24,,,,164.36,17112.87,26796.04,267.16,57.3,6.07,175.25,26906.93,21390.1,275.59,13.79,97.2,5.69,132.67,16764.36,269.28,34.91,5.99,778964,1160,0.15,0.3,643.56,114.85,49.99,17.32,1551.49,1689.11,4782.67,12435.26,4079.21,4158.42,21167.54,31306.2,1440.59,1269.31,4488.98,8652.73
10/04 18:19:25,,,,150.0,12542.0,24216.0,245.05,28.51,5.79,183.0,31512.0,19230.0,277.28,11.87,67.01,5.46,125.0,21468.0,315.94,22.7,6.27,779000,1196,0.38,0.28,650.0,119.0,50.71,18.18,1617.0,1497.0,5897.22,10429.38,4067.0,4196.0,21078.31,31344.97,1658.0,1452.0,6198.8,9987.71
10/04 18:19:26,,,,132.67,18615.84,13645.54,243.16,38.37,5.99,174.26,26875.25,20077.23,269.44,12.1,36.99,5.73,144.55,19786.14,297.75,39.16,5.84,779040,1236,0.12,0.32,653.47,119.8,50.11,18.33,1370.3,1626.73,3427.24,12220.94,4250.5,4738.61,21256.38,34505.45,1186.14,1208.91,2568.29,8715.8
10/04 18:19:27,,,,124.0,14730.0,21166.0,289.48,25.26,6.24,169.0,29586.0,16028.0,269.91,11.78,118.82,5.92,167.0,22398.0,261.08,42.17,5.85,779076,1272,0.38,0.23,634.0,113.0,47.33,17.09,1478.0,1627.0,4508.48,11629.15,4189.0,4564.0,22153.49,33611.81,1543.0,1536.0,5213.47,10956.65
10/04 18:19:28,,,,180.2,25485.15,30697.03,311.78,44.88,5.38,200.99,32724.75,25897.03,291.67,12.66,57.88,4.97,159.41,29091.09,298.58,35.59,5.78,779116,1312,0.17,0.4,653.47,118.81,51.89,18.27,1772.28,2246.53,6125.67,17098.76,5427.72,5131.68,32827.4,38728.32,1667.33,2032.67,5378.19,15043.38
10/04 18:19:29,,,,176.0,22548.0,25504.0,273.02,50.0,5.68,196.0,27352.0,22170.0,252.66,13.19,36.58,5.1,171.0,22976.0,290.22,38.69,5.85,779164,1368,0.48,0.3,654.0,122.0,51.03,18.86,1417.0,1754.0,3413.34,12724.68,5032.0,5370.0,26825.66,38958.2,1630.0,1988.0,5030.94,14857.88
10/04 18:19:30,,,,169.31,28247.52,17855.45,272.3,73.99,5.89,198.02,40203.96,15946.53,283.56,9.68,74.65,5.03,140.59,20122.77,279.82,69.19,5.88,779196,1400,0.15,0.32,647.52,119.8,49.5,18.38,1547.52,1374.26,5458.66,9615.94,4261.39,5745.54,19831.75,44023.5,1363.37,1384.16,3924.43,9843.79
10/04 18:19:31,,,,174.0,21712.0,29994.0,297.16,121.67,5.75,169.0,29212.0,22030.0,303.21,11.66,53.2,5.92,193.0,27694.0,269.13,51.39,5.18,779228,1432,0.48,0.28,648.0,122.0,49.09,18.83,1887.0,2137.0,6828.78,15588.36,5320.0,5350.0,29936.46,38228.36,1523.0,1953.0,4205.52,14393.13
10/04 18:19:32,,,,187.0,29054.0,23520.0,281.14,51.13,5.39,175.0,21418.0,24564.0,262.75,11.33,81.08,5.75,173.0,19718.0,271.49,53.46,5.82,779272,172,0.12,0.32,661.0,123.0,52.64,19.73,1508.0,1621.0,4483.33,11581.19,4616.0,5367.0,23373.92,38992.75,1545.0,1671.0,4634.88,11906.83
10/04 18:19:33,,,,152.0,18570.0,22390.0,269.47,58.64,6.3,158.0,31512.0,15062.0,294.77,11.63,61.19,6.33,164.0,23030.0,273.71,48.52,6.07,779304,260,0.38,0.28,632.0,105.0,48.32,15.95,1562.0,1406.0,5469.17,9693.5,4162.0,4811.0,20365.79,36061.58,1382.0,1424.0,4079.32,10256.78
10/04 18:19:34,,,,112.87,15637.62,11334.65,238.96,18.4,6.14,176.24,27463.37,21540.59,278.06,10.91,73.16,5.66,156.44,28306.93,262.54,35.62,5.8,779348,352,0.12,0.4,646.53,114.85,50.67,18.39,1419.8,1724.75,3990.87,12761.03,4333.66,4045.54,23855.38,28230.77,1326.73,1447.52,3396.88,10534.88
10/04 18:19:35,,,,128.0,17026.0,20052.0,289.67,42.68,6.36,177.0,31632.0,19420.0,288.43,11.85,77.39,5.65,162.0,24624.0,225.14,71.44,6.17,779380,388,0.38,0.23,642.0,119.0,49.65,18.64,1379.0,1693.0,3049.07,12592.49,4564.0,4484.0,24594.55,31093.28,1509.0,1669.0,4568.06,12294.82
10/04 18:19:36,,,,193.07,23180.2,20148.51,224.42,39.44,4.96,190.1,31437.62,23063.37,286.7,13.32,42.69,5.25,133.66,18825.74,269.05,55.75,6.23,779424,432,0.35,0.32,643.56,110.89,51.32,17.56,1394.06,1643.56,3378.7,11947.42,4727.72,5056.44,24410.69,35992.68,1559.41,1762.38,4624.4,12759.63
10/04 18:19:37,,,,176.0,21862.0,27562.0,280.82,48.31,5.64,188.0,26050.0,28032.0,287.67,13.54,80.04,5.32,157.0,25234.0,268.47,39.26,6.15,779460,468,0.4,0.28,639.0,116.0,49.18,18.2,1806.0,1853.0,6985.23,13175.09,4940.0,4703.0,28135.8,32773.13,1747.0,1907.0,6019.64,13982.87
10/04 18:19:38,,,,131.68,17400.0,16380.2,256.53,20.11,5.82,163.37,27067.33,16665.35,267.7,10.81,80.81,6.11,163.37,26700.99,311.6,42.43,5.87,779496,476,0.1,0.37,640.59,112.87,50.62,17.66,1296.04,1319.8,3283.14,9390.65,4166.34,4748.51,21498.49,34678.5,1507.92,1688.12,4765.66,12352.88
10/04 18:19:39,,,,139.0,21586.0,19224.0,293.6,40.3,6.41,200.0,25774.0,29044.0,274.09,11.3,55.72,5.0,141.0,20260.0,299.29,22.84,5.94,779536,524,0.43,0.28,640.0,107.0,48.01,16.93,1536.0,1877.0,4546.24,13870.62,4907.0,4904.0,27998.46,35261.04,1387.0,1856.0,3111.89,14095.15
10/04 18:19:40,,,,167.0,19118.0,22156.0,247.15,27.46,5.57,193.0,27976.0,26756.0,283.59,12.58,37.51,5.22,158.0,16328.0,253.87,37.39,6.07,779576,564,0.15,0.35,654.0,117.0,54.51,18.26,1459.0,1711.0,3819.8,12452.03,4794.0,4976.0,25953.0,35817.37,1572.0,1888.0,4636.3,13871.55
10/04 18:19:41,,,,148.0,20046.0,28162.0,325.73,36.54,5.88,181.0,25324.0,22744.0,265.57,12.48,76.33,5.52,144.0,22548.0,306.36,38.54,6.05,779612,600,0.38,0.2,645.0,108.0,49.59,17.0,1767.0,1504.0,7289.0,10300.32,4463.0,4730.0,23994.94,33808.41,1838.0,1805.0,7216.6,13085.69
10/04 18:19:42,,,,157.43,22023.76,19350.5,262.82,30.45,6.03,183.17,25524.75,23437.62,267.31,12.06,89.58,5.45,146.53,23740.59,305.54,28.93,5.97,779656,644,0.17,0.4,644.55,115.84,50.07,18.35,1553.47,1779.21,4373.32,13181.22,4610.89,4703.96,24736.89,34657.76,1362.38,1616.83,3477.67,11768.2
10/04 18:19:43,,,,91.0,7824.0,14666.0,247.14,22.66,6.77,175.0,21298.0,27390.0,278.22,11.1,69.47,5.71,129.0,18756.0,281.83,24.45,6.63,779688,628,0.35,0.28,641.0,108.0,48.82,16.97,1250.0,1496.0,2632.02,11092.59,3896.0,3465.0,21726.99,23616.73,1487.0,1517.0,4698.2,10922.29
10/04 18:19:45,,,,126.73,15641.58,15883.17,248.75,31.3,6.38,172.28,27904.95,23360.4,297.57,11.15,47.52,5.79,131.68,18659.41,280.51,39.03,6.52,779732,680,0.2,0.35,652.48,115.84,53.77,18.13,1376.24,1483.17,3556.2,10834.48,4410.89,4226.73,23786.41,31244.8,1368.32,1529.7,3620.47,11309.01
10/04 18:19:46,,,,169.0,28772.0,20606.0,292.18,44.66,5.67,185.0,30676.0,22618.0,288.08,12.03,61.8,5.41,150.0,24156.0,260.4,31.08,5.76,779764,712,0.38,0.28,650.0,115.0,50.1,18.4,1751.0,1889.0,6177.88,13612.26,4808.0,5184.0,25484.42,37550.44,1684.0,1819.0,5864.08,13107.51
10/04 18:19:47,,,,164.36,19873.27,29110.89,298.04,79.06,6.07,189.11,23871.29,26320.79,265.41,11.71,60.01,5.27,177.23,25461.39,289.73,37.35,5.24,779808,756,0.15,0.32,652.48,117.82,51.35,18.21,1757.43,1541.58,6857.48,10509.9,4549.5,4744.55,24067.27,34654.85,1767.33,1808.91,6665.46,12950.9
10/04 18:19:48,,,,148.0,18182.0,22564.0,275.31,50.04,6.7,186.0,27522.0,24728.0,280.91,10.7,71.52,5.38,156.0,24842.0,289.59,30.53,6.09,779840,788,0.38,0.3,642.0,110.0,49.45,17.33,1636.0,1661.0,5728.85,11707.83,4400.0,4639.0,23752.21,33611.77,1878.0,1728.0,7528.22,12247.14
10/04 18:19:49,,,,176.0,21712.0,29470.0,290.81,58.76,5.73,178.0,28706.0,20828.0,278.28,11.68,44.87,5.66,173.0,24360.0,269.27,60.12,5.83,779880,800,0.15,0.32,649.0,106.0,52.97,16.24,1537.0,1926.0,4137.67,14334.12,5038.0,5213.0,27259.79,36954.8,1769.0,1848.0,6519.92,13334.51
10/04 18:19:50,,,,148.0,17822.0,21498.0,265.68,61.4,6.28,175.0,26896.0,23046.0,285.38,13.83,101.01,5.71,119.0,12100.0,221.33,16.72,6.62,779920,840,0.38,0.28,648.0,114.0,50.63,18.07,1231.0,1404.0,2630.7,10026.53,3988.0,4240.0,20237.49,29532.1,1350.0,1374.0,3589.43,9708.32
10/04 18:19:51,,,,135.64,11485.15,20641.58,236.85,31.87,6.5,184.16,28095.05,22273.27,273.51,12.62,44.82,5.42,153.47,19108.91,251.54,30.55,6.26,779960,880,0.12,0.35,648.51,112.87,51.51,17.44,1315.84,1578.22,2708.34,11455.32,4443.56,4300.0,24004.25,30102.27,1770.3,1730.69,6623.13,12358.96
10/04 18:19:52,,,,110.0,16052.0,17176.0,302.07,25.06,6.87,188.0,28402.0,22364.0,270.03,12.58,96.93,5.32,138.0,23750.0,304.07,40.38,6.41,779996,916,0.38,0.28,654.0,116.0,50.39,17.99,1439.0,1665.0,3950.76,12217.45,4493.0,4207.0,25112.43,31638.58,1353.0,1722.0,3531.89,12806.25
10/04 18:19:53,,,,141.58,20120.79,13805.94,239.62,24.45,6.31,180.2,26352.48,21510.89,265.62,13.3,41.26,5.53,144.55,20000.0,280.71,39.3,6.27,780032,956,0.15,0.32,654.46,113.86,54.0,17.95,1307.92,1321.78,3111.11,9268.73,4330.69,4497.03,22746.48,33913.78,1242.57,1778.22,1882.52,13612.59
10/04 18:19:54,,,,91.0,11812.0,13080.0,273.54,18.25,7.36,173.0,23368.0,22500.0,265.13,14.11,103.68,5.78,122.0,18072.0,277.3,18.47,6.34,780068,944,0.4,0.28,636.0,105.0,48.04,16.33,1175.0,1125.0,2854.31,7841.13,3646.0,3470.0,19280.3,25723.8,1224.0,1499.0,2914.85,11232.24
10/04 18:19:55,,,,99.01,10275.25,14900.99,254.28,22.11,6.59,182.18,29526.73,18665.35,264.53,12.37,50.01,5.48,110.89,14455.45,234.75,18.82,6.98,780120,1020,0.17,0.32,652.48,111.88,51.43,17.82,1278.22,1469.31,2911.24,10800.47,3875.25,3714.85,20355.31,25979.83,1299.01,1353.47,3112.26,9701.85
10/04 18:19:56,,,,87.0,11056.0,8380.0,223.4,30.43,7.83,142.0,18352.0,21282.0,279.11,13.0,96.92,7.04,118.0,14926.0,270.61,24.9,6.42,780152,1052,0.45,0.23,649.0,117.0,50.8,18.26,1189.0,1288.0,2682.13,9355.89,3372.0,3155.0,17149.38,22672.53,1082.0,1022.0,2267.34,7196.5
10/04 18:19:57,,,,96.0,10876.0,12368.0,242.12,22.48,7.11,190.0,29808.0,22888.0,277.35,12.52,82.78,5.3,165.0,24028.0,254.85,40.44,5.86,780196,1096,0.15,0.35,650.0,114.0,52.91,17.86,1292.0,1469.0,3070.66,10621.31,4476.0,4105.0,24495.99,30403.94,1317.0,1825.0,2608.8,13862.51
10/04 18:19:58,,,,153.0,19046.0,28074.0,307.97,29.5,6.14,192.0,24212.0,28604.0,275.08,12.54,51.55,5.21,182.0,23220.0,238.03,46.37,5.31,780232,1140,0.38,0.28,640.0,106.0,50.12,17.1,1852.0,1824.0,7168.94,12890.07,5103.0,4581.0,29279.17,32015.71,1515.0,2194.0,3852.12,16708.3
10/04 18:19:59,,,,137.62,22627.72,17605.94,292.35,21.35,5.44,153.47,21962.38,18207.92,261.75,12.16,62.2,6.5,139.6,23013.86,298.31,43.15,6.82,780284,1168,0.12,0.35,637.62,118.81,50.34,18.54,1480.2,1583.17,4515.68,11540.67,4035.64,4412.87,21395.49,31713.81,1465.35,1439.6,4955.44,9993.66
10/04 18:20:00,,,,101.0,14980.0,14000.0,286.93,27.26,5.73,161.0,22536.0,19882.0,263.47,11.36,110.77,6.21,114.0,18734.0,305.16,34.75,6.74,780312,1232,0.35,0.25,639.0,119.0,49.66,18.91,1290.0,1413.0,3343.93,10546.08,3757.0,3823.0,19755.78,27319.37,1271.0,1279.0,3373.34,9209.35
10/04 18:20:01,,,,166.34,24578.22,17843.56,255.04,41.63,5.51,206.93,32439.6,25718.81,281.05,12.02,51.46,4.82,170.3,29089.11,297.33,51.62,5.63,780360,1280,0.17,0.37,662.38,115.84,52.72,18.45,1675.25,2045.54,5418.74,15094.98,5350.5,5572.28,29025.72,39697.74,1638.61,1785.15,4788.35,12996.88
10/04 18:20:02,,,,145.0,19200.0,18532.0,260.22,58.29,6.24,166.0,23698.0,22158.0,276.24,12.27,58.71,6.02,127.0,19382.0,273.51,28.57,6.39,780388,1312,0.48,0.38,641.0,115.0,49.69,17.82,1401.0,1459.0,4222.86,10302.8,3883.0,4187.0,19801.55,29431.45,1529.0,1395.0,5191.14,9921.65
10/04 18:20:03,,,,128.71,19223.76,17770.3,287.42,19.34,6.02,174.26,26467.33,22067.33,278.52,10.88,78.58,5.73,121.78,18845.54,284.34,28.04,6.85,780456,1408,0.2,0.27,643.56,117.82,51.69,19.05,1498.02,1300.0,5287.76,9060.85,4026.73,4325.74,20998.18,31048.28,1380.2,1593.07,3518.36,11913.07
10/04 18:20:04,,,,153.0,20418.0,22258.0,278.93,32.21,6.28,179.0,27524.0,23892.0,287.24,13.15,52.63,5.59,161.0,23104.0,257.02,33.12,5.86,780492,1396,0.48,0.25,635.0,117.0,49.57,18.3,1495.0,1676.0,4359.36,12117.15,4515.0,4531.0,25270.84,33439.3,1698.0,1768.0,5715.16,12815.45
10/04 18:20:05,,,,112.87,10867.33,16592.08,243.28,51.11,8.38,170.3,21784.16,24942.57,274.38,14.38,62.3,5.86,172.28,23233.66,260.31,47.25,5.79,780524,1436,0.15,0.4,638.61,108.91,50.09,17.16,1487.13,1695.05,4660.82,12065.32,4451.49,3952.48,25049.65,27428.05,1341.58,1735.64,2892.96,12981.55
10/04 18:20:06,,,,151.0,27146.0,16596.0,289.68,74.22,6.62,160.0,18020.0,21670.0,248.06,12.59,132.86,6.25,134.0,19918.0,280.09,69.43,6.16,779908,1472,0.55,0.25,638.0,110.0,49.75,17.38,1767.0,1493.0,7160.01,10102.96,4209.0,4429.0,21959.53,31691.2,1370.0,1577.0,3498.94,11644.14
10/04 18:20:07,,,,160.0,16948.0,25980.0,268.3,76.38,6.24,123.0,17866.0,12956.0,250.59,12.56,103.2,8.2,157.0,27798.0,315.94,81.19,6.2,780592,1516,0.12,0.35,649.0,122.0,49.97,19.58,1398.0,1402.0,4219.55,10150.24,3807.0,3860.0,19352.35,27580.32,1473.0,1282.0,4884.48,8882.88
10/04 18:20:08,,,,97.0,15322.0,15572.0,318.49,20.33,6.59,172.0,28194.0,20462.0,282.88,14.05,76.32,5.81,109.0,14798.0,267.96,62.13,8.74,780904,264,0.53,0.28,633.0,113.0,49.67,18.02,1341.0,1357.0,3760.06,9912.97,3842.0,3935.0,20423.96,28680.26,1362.0,1488.0,3815.3,11011.93
10/04 18:20:09,,,,114.85,17095.05,12285.15,255.81,26.09,6.24,174.26,25976.24,21619.8,273.14,20.02,31.78,5.73,137.62,18154.46,275.15,83.32,7.25,780288,328,0.17,0.4,650.5,119.8,51.89,18.85,1546.53,1289.11,5619.77,8819.43,3640.59,4237.62,17793.93,31713.34,1402.97,1323.76,4174.41,9201.33
10/04 18:20:10,,,,174.0,25234.0,22234.0,272.8,48.15,5.75,178.0,22084.0,24194.0,259.99,15.36,159.23,5.62,173.0,25680.0,261.09,56.31,5.78,780476,364,0.43,0.3,652.0,115.0,50.88,18.38,1548.0,1601.0,4666.18,11404.81,4688.0,4570.0,26545.82,33027.93,1768.0,1991.0,6003.16,14626.2
10/04 18:20:11,,,,157.43,17768.32,26651.49,282.16,78.75,6.34,175.25,21902.97,23431.68,258.69,12.53,58.24,5.69,183.17,20732.67,250.44,60.96,5.45,780768,412,0.12,0.37,630.69,111.88,48.19,17.35,1542.57,1714.85,4748.97,12235.79,4560.4,4728.71,23791.56,32730.12,1652.48,1667.33,5945.32,11777.02
10/04 18:20:12,,,,152.0,20948.0,20728.0,274.18,89.24,6.17,171.0,27320.0,17514.0,262.19,12.32,57.1,5.85,174.0,23870.0,259.4,104.17,5.75,780804,512,0.4,0.28,665.0,120.0,52.45,18.73,1529.0,1720.0,4454.82,12337.61,4405.0,4577.0,23413.91,34196.8,1451.0,1500.0,4055.33,10717.18
