Latency_172.18.158.42_log,Latency_172.16.158.32_log,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
4.954455,4.445542,176.24,21603.96,23019.8,253.2,92.51,5.55,177.23,35487.13,13297.03,275.26,13.01,66.85,5.63,116.83,18972.28,14029.7,282.47,24.01,6.53,819876,316,0.42,0.25,631.68,101.98,48.37,16.49,1387.13,1507.92,3897.34,10968.74,4526.73,5047.52,22625.45,38440.27,1212.87,1538.61,2157.14,11552.65
4.954455,4.445542,178.22,24758.42,29954.46,307,44.56,5.48,187.13,31978.22,19978.22,277.65,11.77,96.44,5.33,150.5,17403.96,20081.19,249.08,36.63,6.12,819952,412,0.4,0.27,638.61,102.97,48,16.82,1765.35,1826.73,6261.03,12661.1,5011.88,5229.7,26452.1,37500,1727.72,1815.84,5492.42,13064.56
4.401607,4.392046,112,12028,20240,288.11,20.25,5.79,186,28568,23752,281.29,13.42,67.58,5.42,168,23032,20268,257.74,32.38,4.89,820032,492,0.4,0.27,634,108,48.86,16.75,1507,1509,4536.64,10575.56,4396,4297,23489.75,31884.9,1522,1698,4098.21,12589.84
4.401607,4.392046,125.74,21031.68,14100.99,279.4,22.77,5.91,172.28,25267.33,20564.36,266.03,11.7,72.67,5.79,168.32,28681.19,22912.87,306.53,38.55,5.76,820104,520,0.37,0.27,627.72,117.82,48.17,18.33,1512.87,1819.8,3851.51,13579.57,4806.93,5370.3,25463.33,37874.93,1239.6,1599.01,2238.09,11784.25
4.675522,4.40683,149.5,25849.5,18049.5,293.63,24.91,5.86,187.13,26352.48,25431.68,276.73,12.26,48.63,5.33,155.45,20027.72,22265.35,272.08,32.73,5.93,820184,616,0.37,0.32,614.85,103.96,47.69,16.86,1468.32,1508.91,3875.68,10874.99,4704.95,5197.03,23742.02,36488.96,1471.29,1680.2,3753.52,12413.37
4.675522,4.40683,176.24,27716.83,25851.49,303.96,35.27,5.42,161.39,22156.44,19592.08,258.69,13.24,125.2,6.18,126.73,17689.11,20560.4,301.81,33.82,6.84,820260,660,0.42,0.22,624.75,101.98,48.08,16.94,1607.92,1708.91,5108.74,12270.91,4668.32,4769.31,24538.29,34123.9,1621.78,1704.95,4896.36,12048.51
4.675522,4.40683,131.68,17924.75,16376.24,260.48,25.98,6.23,205.94,30144.55,27881.19,281.76,12.69,74.37,4.85,149.5,16156.44,25146.53,276.26,27.81,6.03,820348,752,0.52,0.35,640.59,105.94,49.18,17.69,1491.09,1950.5,3478.67,14605.31,4989.11,4449.5,27835.12,32439.38,1538.61,1781.19,4087.01,13126.44
4.718601,4.429365,201,29026,28044,283.93,42.17,5.01,160,24000,20952,280.95,12.67,45.02,6.3,132,15412,19068,261.21,29.64,6.17,820412,816,0.37,0.3,634,111,48.58,17.19,1685,1760,5782.05,12370.11,4777,4840,24523.48,34566.51,1675,1732,5743.51,12327.76
4.718601,4.429365,179.21,27899.01,27918.81,311.47,42.3,5.43,185.15,20837.62,26465.35,255.49,13.19,44.49,5.39,123.76,17150.5,15053.47,260.21,34.7,5.99,820488,840,0.37,0.27,633.66,105.94,48.49,16.99,1682.18,1618.81,5505.33,11141.86,4764.36,4372.28,25284.07,33265,1517.82,1844.55,3370.82,13683.14
5.280014,4.327277,76.24,7554.46,10475.25,236.49,13.92,6.75,143.56,20332.67,21734.65,293.02,4.83,55.12,5.52,135.64,18134.65,15920.79,251.07,59.12,6.54,820580,952,0.4,0.25,618.81,112.87,47.88,17.64,1222.77,1230.69,2666.55,8700.74,3556.44,3494.06,17465.46,23520.85,1149.5,1152.48,1924.01,8346.19
5.280014,4.327277,167.33,23883.17,23271.29,281.81,38.76,5.96,173.27,23821.78,28528.71,302.14,8.89,50.05,5.74,161.39,27293.07,22639.6,309.4,31.39,5.26,820660,1004,0.45,0.27,635.64,106.93,48.78,17.5,1443.56,1932.67,3051.67,14570.73,5291.09,5369.31,29407.96,37647.99,1957.43,2097.03,7624,15165.27
5.280014,4.327277,156.44,20952.48,20855.45,267.25,54.44,6.38,180.2,31778.22,22843.56,303.12,7.35,37.16,5.07,157.43,20835.64,29582.18,320.26,64.42,5.91,820736,1100,0.47,0.25,672.28,96.04,50.34,15.65,1724.75,1845.54,5689.79,13331.08,5190.1,5209.9,28457.43,37207.42,1771.29,2093.07,5655.2,15331.19
5.341472,4.410389,157,24702,19926,284.25,84.64,6.41,171,28726,26326,321.94,7.55,42.23,5.63,164,23666,23786,289.34,31.57,5.58,820812,1176,0.4,0.27,654,111,50.01,17.9,1629,1940,5034.85,14431.29,5160,5401,28579.18,38709.87,1565,1829,4256.85,13415.76
5.341472,4.410389,122.77,19574.26,20148.51,323.55,54.69,6.65,180.2,27891.09,23225.74,283.67,12.29,85.15,5.54,186.14,26087.13,26910.89,284.72,66.87,5.36,820884,1204,0.45,0.3,646.53,113.86,50.34,18.2,1375.25,1690.1,2935.25,12410.82,5058.42,5278.22,26509.65,37154.77,1671.29,1963.37,4780.93,14403.4
5.272454,4.532869,158.42,23419.8,26120.79,312.73,53.64,6.22,189.11,31972.28,28083.17,317.57,12.32,61.71,5.28,116.83,16671.29,17047.52,288.61,27.43,6.65,820968,1288,0.45,0.25,653.47,110.89,48.47,17.58,1519.8,2066.34,3295.92,15684.67,5188.12,5041.58,28827.35,36392.05,1409.9,1758.42,3199.96,13149.23
5.272454,4.532869,181.19,28289.11,23827.72,287.64,29.55,5.23,178.22,26506.93,18114.85,250.38,13.34,86.69,5.59,181.19,24865.35,31954.46,313.6,43.32,5.5,821032,1196,0.4,0.3,641.58,102.97,48.54,16.33,1640.59,1946.53,5025.79,14065.58,5765.35,5809.9,31533.12,40283.14,1530.69,2220.79,3237.47,17063.43
5.272454,4.532869,140.59,22689.11,25283.17,341.21,27.76,5.7,198.02,34796.04,22102.97,287.34,13.21,74.51,5.04,147.52,23419.8,25097.03,328.87,38.55,6.05,821112,1284,0.37,0.3,642.57,105.94,48.46,16.74,1473.27,1861.39,3697.05,14138.13,4939.6,5357.43,27395.65,40834.91,1811.88,1924.75,6917.19,13817.4
5.25499,4.425029,154,22810,23760,302.4,47.72,6.12,161,26834,22302,305.19,9.84,90.7,5.98,165,19166,28662,289.87,58.94,6.11,821196,328,0.47,0.25,653,111,50.56,17.42,1754,1902,5376.04,13824.48,5028,5105,27303.14,35280.48,1675,1847,5022.72,13226.81
5.25499,4.425029,128.71,19118.81,17196.04,282.14,92.38,7.75,166.34,23570.3,26596.04,301.6,12.23,84.25,6,167.33,24803.96,31156.44,334.44,47.06,5.96,821272,404,0.5,0.25,638.61,109.9,48.66,17.45,1701.98,1849.5,5404.46,13340,4937.62,4962.38,27412.35,33813.69,1712.87,1945.54,5068.91,14494.19
5.180364,4.426983,157.43,25126.73,23736.63,310.39,43.57,6.33,116.83,20821.78,12566.34,285.78,12.6,95.14,8.52,115.84,18598.02,18259.41,318.17,23.3,6.08,821344,496,0.67,0.3,647.52,118.81,50.68,18.77,1466.34,1297.03,4684.36,8463.97,3798.02,4500.99,17781.2,32544.52,1374.26,1259.41,3823.44,8897.01
5.180364,4.426983,184.16,21073.27,23231.68,240.58,114.73,5.42,183.17,30596.04,22059.41,287.47,11.86,57.81,5.45,157.43,18637.62,21772.28,256.69,80,6.33,821596,544,0.5,0.3,655.45,112.87,51.33,17.68,1601.98,1597.03,4837.13,11099.62,4730.69,4827.72,25337.91,34508.99,1430.69,1808.91,3381.62,13413.93
5.180364,4.426983,152.48,19548.51,26203.96,300.06,24.25,5.8,181.19,28639.6,21104.95,274.55,19.65,182.55,5.51,160.4,20021.78,16542.57,227.96,84.89,6.19,821504,640,0.45,0.25,650.5,112.87,52.37,17.89,1600,1428.71,5545.52,9402.27,4314.85,4440.59,21126.96,33183.14,1752.48,1691.09,6085.66,11494.69
4.741159,4.468982,170,22490,23214,268.85,43.69,5.92,187,29554,19802,263.94,11.24,85.21,5.39,130,20664,21918,327.55,28.02,6.77,821584,672,0.45,0.3,649,108,49.55,17.22,1547,1735,4507.14,12250.01,4676,5088,23723.31,36461.45,1531,1525,4746.14,10776.17
4.741159,4.468982,112.87,16455.45,19071.29,314.75,32.59,5.98,168.32,26170.3,20285.15,276,12.19,63.55,5.93,141.58,20938.61,21469.31,299.52,33.35,5.65,821660,748,0.37,0.27,646.53,103.96,49.97,16.41,1642.57,1596.04,5449.17,11343.97,4547.52,4585.15,23309.88,32153.73,1417.82,1651.49,3103.82,12103.86
4.711655,4.472244,173.27,27396.04,28338.61,321.67,40.94,5.73,172.28,20738.61,33788.12,316.51,11.54,84.29,5.79,152.48,21392.08,29847.52,336.05,41.18,5.88,821736,832,0.42,0.25,653.47,115.84,50.27,18.33,2118.81,2478.22,7186.12,17800.74,5597.03,5243.56,32574.75,35154.93,2116.83,2120.79,7955.86,14554.68
4.711655,4.472244,156.44,21382.18,27152.48,310.25,36.77,5.85,173.27,32936.63,18756.44,298.34,12.93,128.05,5.76,161.39,23142.57,25649.5,302.33,46.29,6.04,821812,868,0.37,0.25,651.49,113.86,52.14,17.95,1655.45,1766.34,5465.47,12804.19,5076.24,5356.44,27596.52,39113.14,1618.81,1960.4,4303.77,14762.16
4.711655,4.472244,157,26996,21516,308.99,56.42,6.42,182,33836,24168,318.7,8.38,57.48,5.18,182,30336,24656,302.15,42,5.47,821892,976,0.42,0.27,641,110,49.94,17.1,1683,2106,4909.2,15825.77,5655,6162,31609.92,45765.23,1600,2078,4540.28,15599.01
5.199604,4.624189,135.64,17146.53,18356.44,261.74,22.39,6.06,182.18,30746.53,22776.24,293.79,9.76,52.82,5.47,131.68,17110.89,21235.64,291.2,40.81,6.05,821968,1000,0.37,0.3,639.6,114.85,49.47,18.02,1621.78,1549.5,5175.47,10895.8,4315.84,4627.72,22411.95,32840.92,1593.07,1553.47,5236.52,10818.84
5.199604,4.624189,130.69,19156.44,20413.86,302.77,28.84,6.02,172.28,29843.56,26045.54,324.41,6.26,34.25,5.32,165.35,30368.32,21108.91,311.33,33.91,5.37,822044,1076,0.62,0.3,651.49,111.88,51.09,17.58,1580.2,1723.76,4355.54,12565.68,4930.69,5517.82,26659.02,40100.58,1535.64,1888.12,4038.17,14002.79
5.305704,4.505245,166.34,27192.08,23196.04,302.93,38.52,5.26,177.23,28405.94,25154.46,302.21,9.43,35.45,5.57,171.29,27308.91,21037.62,282.25,41.61,5.61,822120,1172,0.42,0.27,633.66,116.83,49.22,18.44,1512.87,1625.74,4207.4,11329.57,5255.45,5660.4,28120.99,41351.76,1702.97,2133.66,4919.93,16107.08
5.305704,4.505245,139.6,21376.24,18491.09,285.57,22.77,6.06,170.3,24762.38,23287.13,282.15,7.99,52.1,5.53,166.34,30744.55,21776.24,315.75,60.61,6,822196,1216,0.42,0.3,645.54,105.94,49.65,16.74,1602.97,1605.94,5133.54,11259.52,4844.55,5399.01,25069.42,39081.09,1568.32,1803.96,4338.03,13440.78
5.305704,4.505245,142,20066,22860,302.3,29.38,5.89,204,33846,21772,272.64,12.46,47.23,4.94,163,19850,24620,272.82,59.55,6.18,822272,1296,0.4,0.27,652,119,50.55,18.97,1714,1844,5391.57,13034.85,5118,5333,26158.1,37273.05,1598,1775,4608.01,12529.68
5.082864,4.410794,154.46,22768.32,14415.84,240.74,93.99,6.46,144.55,19934.65,21093.07,283.82,4.72,31.6,5.73,151.49,21538.61,23324.75,296.16,75.51,6.58,822352,280,0.5,0.27,640.59,109.9,50.45,17.25,1450.5,1624.75,4073.89,11715.45,4616.83,4651.49,24394.68,32202.29,1470.3,1737.62,3716.22,12916.07
5.082864,4.410794,169.31,25891.09,22875.25,288.04,59.51,5.89,155.45,28306.93,20554.46,314.33,5.08,33.69,5.71,105.94,19720.79,15984.16,337.03,22.49,6.14,822428,356,0.35,0.25,642.57,113.86,50.21,17.95,1565.35,1353.47,5676.89,9123.99,4077.23,4945.54,20412.5,37309.99,1444.55,1487.13,4339.34,10862.93
5.033998,4.509619,174.26,23421.78,26637.62,287.27,69.24,5.73,172.28,27481.19,17726.73,262.41,8.61,39.87,5.62,163.37,23807.92,27621.78,314.81,44.26,5.72,822504,484,0.45,0.27,659.41,114.85,53.09,18.02,1527.72,1586.14,3770.4,11018.67,4681.19,5171.29,24079.44,37002.96,1958.42,1977.23,7340.76,13633.17
5.033998,4.509619,162.38,24748.51,20174.26,276.66,39.5,6.14,180.2,34489.11,19912.87,301.9,7.24,36.2,5.12,139.6,24893.07,23293.07,345.16,33.99,5.95,822580,528,0.4,0.27,641.58,111.88,48.53,17.6,1525.74,1619.8,4352.75,11797.98,4642.57,5757.43,23394.54,42426.63,1740.59,1727.72,6207.25,12195.94
5.033998,4.509619,153,15334,20040,231.2,28.29,5.74,172,22886,23218,268.05,6.23,42.6,5.46,161,20182,24478,277.39,33.58,6.07,822656,608,0.45,0.27,651,110,50.25,17.33,1528,1609,4325.36,11385.26,4334,4279,22613.12,29515.63,1677,1597,5993.32,11182.43
5.217936,4.447701,167.33,24679.21,21003.96,273.02,59.95,5.41,188.12,34590.1,24097.03,311.97,9.59,51.47,5.31,142.57,19300.99,19887.13,274.86,62.25,6.03,822732,636,0.37,0.25,646.53,115.84,49.04,18.33,1571.29,1718.81,4390.71,12649.27,4464.36,5492.08,21916.09,40198.25,1456.44,1322.77,4088.09,9331.79
5.217936,4.447701,173.27,27295.05,20849.5,277.86,48.27,5.39,194.06,35481.19,19794.06,284.84,13.4,33.92,5.14,172.28,22520.79,23295.05,265.94,66.08,5.75,822812,716,0.45,0.3,643.56,112.87,49.24,17.91,1721.78,1732.67,5952.13,11658.59,4829.7,5863.37,23004.33,43086.58,1539.6,1523.76,4562.07,10610.22
5.276395,4.488889,154.46,25188.12,25859.41,330.5,56.15,5.87,194.06,29748.51,23259.41,273.15,12.57,46.89,5.14,173.27,22136.63,28000,289.36,47.78,5.45,822888,804,0.42,0.32,632.67,104.95,48.09,16.48,1719.8,2233.66,4192.93,16054.17,5452.48,5595.05,29406.6,39025.93,1758.42,1931.68,4880.4,13430.33
5.276395,4.488889,154.46,22627.72,26136.63,315.72,53.95,5.65,193.07,29146.53,25087.13,280.9,11.98,53.74,5.17,139.6,29267.33,16853.47,330.37,24.05,6.37,822964,848,0.55,0.27,629.7,107.92,50.17,17.12,1621.78,1913.86,4388.98,13470.63,4707.92,5387.13,24332.9,40911.62,1559.41,1628.71,4503.84,10824.06
5.276395,4.488889,55,6516,10538,310.07,18.82,7.35,114,12976,19588,285.65,3.35,30.23,7.82,87,8902,11056,229.4,22.72,6.82,823044,936,0.4,0.22,637,111,48.74,17.62,1054,913,2110.87,6016.86,2900,2216,14590.97,14405.76,1317,1187,3361.9,8450.77
5.389159,4.375755,119.8,12663.37,20489.11,276.73,27.29,6.74,147.52,23990.1,22835.64,317.41,5.12,34.45,6.03,138.61,20287.13,18714.85,281.37,22.49,6.17,823124,968,0.37,0.25,639.6,111.88,50.21,17.62,1784.16,1577.23,6411.22,10479.83,4143.56,4109.9,21550.64,28762.96,1515.84,1544.55,4451.4,10880.02
5.389159,4.375755,186.14,33659.41,27576.24,328.98,49.08,5.36,162.38,24146.53,22621.78,288.02,5.45,35.52,5.32,135.64,18594.06,22265.35,301.23,25.74,5.74,823200,1044,0.32,0.25,636.63,115.84,49.38,18.33,1756.44,1842.57,6286.04,13263.81,4864.36,5379.21,25816.53,38599.79,1649.5,1775.25,5264.84,12929.68
5.272783,4.342146,123.76,16671.29,17162.38,273.38,22.77,6.12,137.62,23067.33,13736.63,267.42,3.16,23.6,6.18,122.77,16875.25,21201.98,310.15,24.16,6.42,823280,1144,0.4,0.22,636.63,110.89,50.04,17.53,1603.96,1313.86,6176.47,8871.07,3596.04,3937.62,17200.83,28591.04,1363.37,1218.81,3738.39,8271.66
5.272783,4.342146,154.46,23873.27,25293.07,318.32,32.93,6.04,188.12,31809.9,23233.66,292.6,10.1,49.05,5.15,173.27,28146.53,25035.64,306.94,58.44,5.75,823356,1188,0.42,0.3,629.7,110.89,48.79,17.33,1726.73,1843.56,5780.66,12799.68,4847.52,5825.74,23952.3,42330.64,1798.02,1675.25,6620.69,11144.53
5.272783,4.342146,151.49,24928.71,21588.12,307.07,31.3,5.42,169.31,31570.3,17370.3,289.06,12.38,46.65,5.89,134.65,20584.16,22089.11,316.91,26.57,6.16,823432,1264,0.4,0.27,631.68,111.88,49.7,17.82,1567.33,1576.24,5585.36,10675.37,4594.06,5354.46,23147.93,38922.17,1571.29,1689.11,5091.72,12302.83
5.095577,4.454433,106,15694,14876,288.4,22.79,6.46,163,30048,18856,300.02,12.42,53.28,6.18,158,18668,23098,264.34,28.88,5.91,823508,360,0.37,0.27,646,109,49.06,17.56,1700,1458,6723.37,9756.92,3938,4368,19527.25,32513.66,1614,1342,5541.13,8931.27
5.095577,4.454433,135.64,16324.75,22227.72,284.22,33.88,6.65,176.24,28932.67,20639.6,281.28,11.86,65.58,5.66,147.52,21924.75,15538.61,253.95,34.66,5.76,823584,440,0.37,0.27,641.58,107.92,50.73,16.89,1364.36,1550.5,3411.43,11036.71,4381.19,4648.51,22489.4,34181.7,1556.44,1641.58,4937.15,11624.92
4.677096,4.383977,165.35,26926.73,24415.84,310.51,58.99,6.04,169.31,24885.15,23930.69,288.33,12.87,83.22,5.89,127.72,21196.04,15627.72,288.31,51.37,7.13,823660,516,0.37,0.27,643.56,115.84,50.04,18.08,1556.44,1479.21,4350.38,10323.62,4884.16,5024.75,26123.05,36612.07,1504.95,1908.91,3448.57,14276.13
4.677096,4.383977,150.5,18069.31,28027.72,306.3,118.63,6.63,183.17,32659.41,20506.93,290.26,12.85,46.22,5.44,177.23,25001.98,27095.05,293.96,71.67,5.63,824112,452,0.45,0.27,640.59,104.95,50.82,16.7,1881.19,1805.94,6989.47,12316.07,4892.08,5100.99,24157.7,38241.2,1659.41,1606.93,5292.1,10958.31
4.677096,4.383977,156,18412,24502,275.09,76.67,6.46,84,8656,11760,243.05,3.68,35.58,8.63,87,14836,10902,295.84,16.92,6.75,823804,528,0.52,0.27,646,112,49.99,17.71,1271,1177,2854.04,8296.87,3364,3071,16341.59,20901.3,1138,1034,1868.35,7296.28
4.759502,4.405688,166.34,18190.1,22562.38,245,51.37,5.99,199.01,27376.24,24263.37,259.48,12.87,59.9,5.01,123.76,17695.05,15007.92,264.24,80.1,8.06,823896,600,0.45,0.3,648.51,115.84,52.74,18.33,1522.77,1687.13,4591.02,12147.24,4001.98,3850.5,20954.9,29974.3,1485.15,1408.91,4551.51,9774.34
4.759502,4.405688,150.5,16601.98,27259.41,291.45,47.34,6.63,154.46,22835.64,21419.8,286.53,10.04,68.01,6.46,160.4,23352.48,20891.09,275.84,94.68,6.22,824360,684,0.45,0.3,657.43,112.87,51.23,17.66,1704.95,1672.28,5925.56,11687.12,4412.87,4558.42,22671.21,31472.68,1469.31,1556.44,3731.76,11208.35
4.785963,4.485665,162.38,21112.87,26200,291.38,84.25,6.15,188.12,22051.49,26120.79,256.07,10.99,46.82,5.31,184.16,25215.84,26312.87,279.81,122.94,5.42,824044,776,0.47,0.3,650.5,111.88,53.32,17.6,1657.43,2245.54,3545.39,17025.3,5722.77,5189.11,32020.21,34111.2,1767.33,1897.03,5433.74,13608.87
4.785963,4.485665,162.38,26588.12,20631.68,290.8,55.16,5.98,176.24,26633.66,23029.7,281.8,12.94,70.47,5.66,166.34,27972.28,23259.41,308,45.58,5.89,824120,820,0.47,0.27,647.52,114.85,50.15,18.26,1816.83,1786.14,6405.83,12518.76,4810.89,5698.02,24376.89,41511.3,1503.96,1567.33,4024.86,10972.81
4.785963,4.485665,150,18796,20472,261.79,30.79,6.17,185,28484,18282,252.79,11.46,75.71,5.45,171,24088,28848,309.57,94.8,5.89,824196,900,0.35,0.32,658,113,52.97,18.02,1657,2009,4502.66,14758.15,4715,5010,24487.42,36046.17,1529,1504,4593.47,10334.31
4.990454,4.456153,166.34,27396.04,22095.05,297.54,40.06,5.43,164.36,20669.31,23245.54,267.19,11.65,121.42,6.07,144.55,18748.51,23314.85,290.99,62.25,6.05,824276,924,0.45,0.25,654.46,118.81,50.26,18.77,1623.76,1753.47,4481.89,12391.71,4935.64,5026.73,25779.14,34018.4,1722.77,1820.79,5030.16,12898.45
4.990454,4.456153,166.34,21485.15,17059.41,231.73,34.72,5.56,169.31,27316.83,19495.05,276.49,13.25,49.22,5.89,178.22,25312.87,31166.34,316.91,45.05,5.59,824352,1000,0.6,0.27,654.46,120.79,53.06,19.47,1766.34,1584.16,6524.33,10508.63,4312.87,5142.57,19963.43,37193.11,1927.72,1518.81,7709.6,9847.78
4.986288,4.633852,159.41,25017.82,22394.06,297.43,24.66,5.79,170.3,28297.03,17544.55,269.19,12.75,84.52,5.85,150.5,23948.51,16659.41,269.83,109.78,6.48,824428,1104,0.42,0.27,659.41,117.82,50.59,18.85,1306.93,1384.16,2736.6,9988.73,4269.31,5262.38,20033.52,39009.54,1554.46,1433.66,5011.39,9979.92
4.986288,4.633852,141.58,15188.12,24108.91,277.55,21.01,6.06,193.07,31885.15,24112.87,290.04,13.16,38.29,5.17,161.39,22980.2,25122.77,298.06,46.33,6.18,824504,1148,0.45,0.27,660.4,111.88,52.25,17.87,1664.36,1884.16,5000.17,13217.77,5319.8,5068.32,29509.96,35645.7,1679.21,2185.15,4381.45,16210.43
4.986288,4.633852,77,8338,8846,223.17,20.39,7.53,176,26624,20996,270.57,12.16,99.37,5.72,162,23160,25106,297.94,43.55,6.06,824576,1224,0.37,0.27,644,110,48.48,17.6,1466,1441,3875.02,9956.47,4107,4257,19517.99,29624.52,1489,1424,3986.87,9832.03
4.354953,4.705975,165.35,33134.65,17259.41,304.78,34.49,5.81,194.06,29455.45,24316.83,277.09,11.21,50.43,5.14,117.82,17326.73,20257.43,318.99,29.79,7.13,824664,1264,0.37,0.25,645.54,108.91,51.69,17.18,1510.89,1735.64,4408.86,12801.24,4728.71,5420.79,24343.2,40344.22,1388.12,1690.1,3186.42,12488.14
4.354953,4.705975,132.67,20724.75,18200,293.39,23.56,6.54,163.37,21209.9,25625.74,286.69,12.11,49.35,6.1,148.51,23114.85,18697.03,281.53,26.62,5.95,824740,1340,0.4,0.27,633.66,111.88,48.66,17.85,1537.62,1515.84,4227.45,10428.65,4522.77,4852.48,22866.06,32873.57,1707.92,1791.09,4835.7,12714.83
4.690099,4.366684,128.71,22114.85,14764.36,286.52,18.5,5.91,181.19,25930.69,24314.85,277.31,11.88,54.9,5.51,137.62,22493.07,19699.01,306.58,16.26,6.04,824816,768,0.4,0.25,645.54,108.91,50.74,17.63,1280.2,1483.17,2336.38,11005,4797.03,4979.21,25248.28,35881.02,1402.97,1952.48,2962.7,14884.77
4.690099,4.366684,140,22796,18788,297.03,32.31,6.36,187,31826,20984,282.41,13.03,94.29,5.39,181,25102,25548,279.83,68.37,5.57,824892,436,0.35,0.22,634,120,48.5,18.98,1464,1751,3807.46,12623.73,4629,5351,23818.27,40500.61,1462,1555,3976.55,11244.27
4.690099,4.366684,147.52,16502.97,20439.6,250.42,21.7,5.89,177.23,31770.3,21493.07,300.54,13.53,75.25,5.63,169.31,25164.36,22091.09,279.11,52.26,5.7,824968,512,0.4,0.32,642.57,104.95,49.85,16.97,1591.09,1853.47,4334.34,13785.19,4936.63,5226.73,26031.54,37094.51,1499.01,1668.32,3988.1,12412.01
5.070115,4.473706,105.94,16146.53,15477.23,298.5,20.69,6.56,165.35,26859.41,21871.29,294.72,13.46,86.1,6.03,131.68,19984.16,17304.95,283.17,44.59,6.24,825044,428,0.35,0.25,642.57,108.91,49.5,17.18,1278.22,1314.85,2748.01,9394.91,3954.46,4262.38,19134.97,31565.12,1459.41,1396.04,4555.02,9551.14
5.070115,4.473706,140.59,17996.04,17532.67,252.7,28.25,6.56,169.31,28302.97,19683.17,283.43,11.58,62.01,5.89,169.31,22954.46,23518.81,274.49,41.53,5.81,825124,508,0.4,0.25,641.58,107.92,50.01,17.32,1639.6,1494.06,5471.6,10123.9,4301.98,4887.13,21320.67,34997.41,1486.14,1505.94,4020.27,10569.36
4.670812,4.398617,167,24700,21578,277.11,31.78,5.49,175,24698,25392,286.23,12.09,48.41,5.71,169,24698,18694,256.76,27.38,5.67,825232,624,0.15,0.38,645,109,50.31,17.29,1487,1753,3976.42,12766.24,4868,5352,25706.95,37469.12,1312,1699,2379.35,12404.76
4.670812,4.398617,167,23436,20956,265.82,39.32,5.99,207,33606,27588,295.62,11.9,52.92,4.83,160,23104,24982,300.54,65.92,6.25,825308,700,0.18,0.33,649,105,50.48,17.03,1708,1981,5413.27,14278.06,5263,5539,28438.59,40472.39,1529,1804,3912.69,13075.7
4.670812,4.398617,164,21366,25576,286.23,80.33,6.1,175,24516,24348,279.22,13.18,56.42,5.71,117,17158,13002,257.78,27.66,6.89,825388,788,0.1,0.4,635,101,48.59,16.15,1663,1716,5376.49,12247.62,4222,4333,21904.21,31832.45,1504,1399,4486.81,9582.04
4.876449,4.563635,127,23272,13610,290.41,62.11,6.45,149,24800,16970,280.34,4.77,42.97,5.65,83,11568,13542,302.53,22.51,7.06,825464,820,0.13,0.3,648,107,50.84,17.64,1094,1149,1277.09,8412.18,3434,4196,15112.21,30395.52,1081,1066,1646.53,7569.71
4.876449,4.563635,152,24650,21072,300.8,34.8,5.57,190,32902,22470,291.43,7.8,38.65,5.25,160,26254,20644,293.11,33.24,5.72,825544,900,0.15,0.35,644,113,49.42,18.27,1465,1939,3516.87,14520.49,5241,5850,26756.57,42064.12,1485,1657,3581.4,12127.94
5.479299,4.361784,120,19408,13658,275.55,23.33,6.04,195,37826,24964,322,12.03,40.11,5.12,140,16856,24276,293.8,33.9,5.97,825620,956,0.18,0.35,643,105,50.77,17.03,1623,1774,5042.16,12879.84,4892,5229,25339.65,37478.48,1583,1655,4633.53,11825.56
5.479299,4.361784,139,19706,22786,305.7,23.36,6.07,136,21294,17878,288.03,4.44,26.35,6.03,148,20708,22478,291.8,30.34,5.26,825696,1032,0.15,0.33,634,107,48.59,16.81,1595,1870,4837.01,13507.54,4725,4501,26706.19,31176.88,1620,1753,4951.51,12881.77
5.479299,4.361784,152,21046,24284,298.22,84.77,6.13,129,19512,19156,299.75,3.73,29.64,6.08,150,24600,20684,301.89,39.71,6.13,825772,1116,0.15,0.33,622,106,48.85,17.32,1449,1553,4285.65,11161.67,4110,4607,21262.01,33162.66,1414,1487,4177.69,10586.47
5.384111,4.376668,170,21412,26652,282.73,47.19,5.88,172,25742,21820,276.52,7.5,40.06,5.53,134,15952,26560,317.25,35.99,6.45,825852,1144,0.23,0.35,639,109,48.94,17.99,1676,2130,4884.52,15839.56,5383,4779,31369.15,31898.45,1841,2145,6210.4,15468.87
5.384111,4.376668,165,26290,25514,313.96,38.24,5.73,187,31890,22702,291.94,10.24,43.67,5.19,116,17716,19192,318.17,31.35,6.15,825928,1220,0.2,0.38,627,117,49.46,18.08,1666,1713,5529.29,12113.16,5105,5406,27643.38,38331.73,1573,2031,4064.78,15213.92
