Latency_172.18.158.42_log,Latency_172.16.158.32_log,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
4.666555,4.427892,168,18464,28934,282.13,93.84,6,165,26846,18102,272.41,12.38,63.68,6.11,167,18256,29658,286.91,64.88,5.73,866428,420,0.15,0.35,643,120,50.44,17.98,1764,1733,5453.91,12116.71,4998,4825,26354.58,32388.33,1662,1926,4560.72,14085.39
4.986382,4.731307,150.5,21758.42,24144.55,305.01,45.37,6.26,135.64,20986.14,19702.97,299.97,9.12,121.26,6.5,151.49,23136.63,26827.72,329.83,35.42,5.78,866504,504,0.12,0.32,644.55,119.8,49.73,18.33,1678.22,1745.54,5624.23,12279.61,4730.69,4782.18,24414.11,33537.6,1449.5,1617.82,3401.07,11987.47
4.986382,4.731307,124.75,17453.47,20716.83,305.97,26.81,6.94,156.44,26502.97,23970.3,322.65,6.21,34.96,5.85,134.65,21382.18,17918.81,291.87,30.52,5.95,866588,568,0.12,0.35,645.54,118.81,50.11,18.29,1552.48,1860.4,3779.42,13904.56,4790.1,4759.41,25896.95,32773.23,1580.2,1763.37,4374.24,12858.86
4.986382,4.731307,159.41,25405.94,16819.8,264.89,31.8,5.66,185.15,24740.59,25322.77,270.4,8.52,46.09,5.39,139.6,17289.11,18762.38,258.24,28.41,5.87,866664,644,0.15,0.32,636.63,112.87,49.35,17.44,1448.51,1958.42,2603.37,14681.29,4859.41,4948.51,25177.38,34078.52,1407.92,1515.84,3241.15,10820.25
5.35897,4.473502,110,18022,17010,318.47,36.37,7.2,134,23632,21344,335.64,5.5,50.71,6.1,175,30632,26730,327.78,54.22,5.3,866736,728,0.15,0.35,648,115,50.78,17.93,1556,1772,4194.66,13356.32,4438,5001,22614.64,36495.41,1330,1355,2819.29,9867.21
5.35897,4.473502,124.75,20215.84,16243.56,292.25,36.62,6.01,137.62,24118.81,16631.68,296.1,3.76,23.4,5.43,161.39,24138.61,22489.11,288.92,23.37,5.37,866816,612,0.15,0.35,641.58,113.86,49.99,18.2,1269.31,1500,2079.38,11158.92,4561.39,4890.1,23225.24,34586.54,1481.19,1688.12,3598.82,12468.99
5.235506,4.409629,157.43,14562.38,22176.24,233.37,38.72,5.65,197.03,29043.56,17300.99,235.22,9.33,40.71,5.07,173.27,20655.45,24211.88,258.95,81.29,5.76,866888,688,0.17,0.37,638.61,108.91,49.45,16.48,1581.19,1535.64,4239.78,10594.05,4860.4,4838.61,24047.87,32503.54,1617.82,1852.48,3851.62,13368.01
5.235506,4.409629,121.78,17483.17,16978.22,282.98,48.5,5.69,174.26,37053.47,18542.57,319.05,8.3,48.68,5,129.7,18011.88,22342.57,311.13,28.65,6.05,866972,780,0.12,0.35,638.61,110.89,49.28,17.08,1390.1,1437.62,3616.44,10387.34,4601.98,4947.52,23568.07,36118.76,1488.12,1728.71,3888.66,12788.03
5.235506,4.409629,65,8638,9172,274,17.09,7.11,76,15326,9090,321.26,1.3,17.5,6.24,63,9978,10596,326.57,15.44,6.08,867048,856,0.17,0.27,653,119,51.16,18.64,1080,787,2275.48,5277.51,2315,2378,9946.4,16886.05,1058,739,2169.47,4957.4
5.241302,4.428977,153.47,23570.3,21154.46,291.43,30.83,5.45,124.75,18261.39,17055.45,283.1,4.41,30.16,5.8,122.77,20807.92,17419.8,311.37,37.34,6.23,867124,948,0.17,0.37,642.57,115.84,50.29,17.61,1640.59,1567.33,5205.24,10903.52,4498.02,4542.57,23856.42,31643.87,1487.13,1740.59,3198.57,13001.17
5.241302,4.428977,130.69,22986.14,18873.27,320.29,28.39,6.06,188.12,27689.11,30609.9,309.91,11.39,75.67,5.3,182.18,22065.35,35487.13,315.91,53.5,5.47,867172,948,0.22,0.3,647.52,113.86,52.71,17.73,1797.03,2068.32,5605.42,15266.65,5463.37,5331.68,30515.56,36753.05,1625.74,2054.46,4194.77,15385.02
5.380155,4.409866,153.47,27463.37,21168.32,316.89,32.94,5.79,193.07,29209.9,28114.85,296.91,11.38,45.19,5.17,178.22,29390.1,22780.2,292.73,41.99,5.6,867276,1052,0.25,0.37,647.52,113.86,51.36,18.45,1720.79,1870.3,5419.57,13494.8,5389.11,6103.96,27392.81,43718.55,1918.81,1928.71,7080.73,13415.09
5.380155,4.409866,154,26956,17704,290,57.1,6.37,165,23880,21860,277.21,13.07,73.57,6.11,139,20304,22976,311.37,77.47,5.81,867352,1104,0.2,0.37,656,111,52.45,18.65,1522,1756,3727.76,12486.71,5001,5198,25382.38,35977.07,1622,1682,4652.76,11896.43
5.043107,4.397245,202.97,25122.77,32207.92,282.46,64.45,4.91,170.3,28906.93,24558.42,313.95,11.82,94.2,5.85,163.37,25027.72,24261.39,301.71,51.92,6.06,867432,1184,0.22,0.4,643.56,110.89,51.63,19.08,1561.39,1973.27,4061.28,14567.43,5545.54,5491.09,30762.78,39668.63,1931.68,2219.8,7106.28,16194.69
5.043107,4.397245,167.33,20477.23,28948.51,295.38,88,5.96,177.23,32837.62,22079.21,309.87,11.55,53.73,5.63,167.33,23766.34,25150.5,292.34,35.01,5.3,867476,1232,0.22,0.4,646.53,110.89,52.02,18.63,1626.73,1804.95,4408.72,12759.53,5212.87,5565.35,26831.51,38687.31,1693.07,1907.92,4879.06,13731.63
5.043107,4.397245,138.61,24473.27,19097.03,314.33,26.34,5.69,149.5,24661.39,22702.97,316.81,4.33,27.04,5.78,181.19,26138.61,31576.24,318.54,48.17,5.5,867584,1284,0.25,0.37,638.61,107.92,49.81,17.84,1689.11,1762.38,5525.1,12350.53,5088.12,5354.46,26727.4,38024.73,1812.87,1921.78,6050.09,13789.59
5.28839,4.465368,110.78,15094.12,11205.88,237.4,19.62,7.05,165.69,24580.39,19813.73,267.94,4.97,29.27,5.34,120.59,17629.41,18370.59,298.54,32.28,6.33,867652,1364,0.22,0.37,647.06,114.71,51.74,18.41,1344.12,1545.1,2911.26,11242.36,4093.14,4214.71,20470.31,28965.45,1279.41,1300.98,2568.25,9141.34
5.28839,4.465368,138.61,18881.19,24596.04,313.66,31.08,6.06,151.49,20289.11,19964.36,265.73,3.88,28.54,5.76,124.75,17500.99,17560.4,281.05,25.22,6.26,867736,364,0.25,0.37,637.62,105.94,50,17.19,1649.5,1572.28,5139.95,11098.02,4118.81,4181.19,20133.27,28909.64,1560.4,1391.09,4976.42,9280.52
5.3278,4.473589,155.45,22760.4,22855.45,293.45,28.77,5.79,164.36,25944.55,20744.55,284.07,4.34,27.48,5.24,121.78,15104.95,15899.01,254.59,27.69,6.98,867812,440,0.3,0.35,638.61,104.95,50.72,17.38,1492.08,1467.33,4061.17,10067.99,4302.97,4689.11,21310.97,32286.3,1696.04,1561.39,5872.95,10861.4
5.3278,4.473589,139,17204,20070,268.16,40.14,5.71,178,26638,21566,270.81,6.05,34.25,5.06,116,15312,16540,274.59,24.43,6.19,867936,536,0.25,0.23,647,103,51.08,17.11,1576,1550,5089.11,10489.13,3998,4277,19615.33,29887.69,1531,1371,4837.04,9077.78
5.2026,4.439759,174,20480,30550,293.28,53.68,5.75,183,29210,23854,289.97,13.29,69.91,5.46,167,21706,21472,258.55,40.74,5.99,868012,612,0.33,0.28,651,103,50.29,17.36,1960,1903,7156.59,12760.65,5307,4993,27964.97,35818.44,1699,2012,4087.09,14693.92
5.2026,4.439759,139,19198,19934,281.53,42.86,5.54,207,34118,20978,266.16,9.72,40.31,4.84,165,33180,19286,317.98,62.55,6.06,868092,700,0.25,0.28,646,97,48.78,16.06,1651,1510,4769.04,10595.7,4901,6034,22475.23,43721.32,1687,1617,5652.87,11311.07
5.086321,4.427048,132,14870,21056,272.17,26.86,6.05,141,21186,19028,285.21,3.47,24.15,5.87,154,24950,22476,307.96,136.29,6.49,868168,628,0.28,0.23,651,110,49.19,18.11,1718,1681,5661.97,11902.22,4229,4144,21461.09,31057.2,1463,1426,4031.48,9770.8
5.086321,4.427048,165,19126,35668,332.08,69.55,5.77,170,34170,19276,314.39,6.75,39.51,5.42,162,25514,24366,307.9,65.96,6.17,868248,708,0.3,0.25,652,115,50.17,18.38,1620,1825,4874.75,13202.01,5124,5535,27273.95,40053.81,1722,1975,6060.32,14569.43
5.086321,4.427048,155,25424,21738,304.27,39.15,5.29,195,35312,24882,308.69,12.18,58.32,5.12,174,25626,27450,305.03,60.19,5.74,868324,768,0.28,0.28,633,110,46.9,16.5,1934,1996,7623.45,14206.01,5345,5980,28796.56,44372.71,1683,2056,4925.07,15050.78
5.22821,4.465056,124,16358,17256,271.08,27.48,5.85,157,21344,24308,290.78,6.7,52.87,5.68,177,24302,30878,311.75,56.11,5.59,868400,844,0.25,0.23,640,115,49.68,17.43,1810,1817,6460.74,12809.88,4642,4534,24991.85,31582.27,1641,1695,5014.96,12107.53
5.22821,4.465056,139,24492,21552,331.25,24.99,5.83,162,29878,19420,304.31,7.82,39.21,5.99,165,28148,19066,286.15,40.02,5.78,868476,932,0.28,0.25,650,118,48.63,18.07,1516,1609,4562.29,11716.56,4699,5662,24127.39,41916.23,1569,1708,4992.72,12519.34
5.189403,4.417223,149,21862,19422,277.07,28.16,5.81,184,32014,21476,290.71,8.56,39.15,5.41,131,16330,22256,294.55,31.11,6.92,868556,980,0.33,0.23,648,109,48.92,18.02,1664,1540,5705.99,10445.51,4626,4990,23786.68,35461.52,1464,1793,3651.6,13250.95
5.189403,4.417223,163,19914,25100,276.16,57.03,6.07,152,27652,17824,299.18,8.22,50.14,5.74,154,19732,24396,286.55,39.44,5.8,868612,1056,0.28,0.23,641,104,47.54,16.72,1620,1639,5027.95,11338.42,4367,4751,22521.05,33732.78,1713,1630,6216.97,11400.57
5.189403,4.417223,185,27166,23488,273.81,65.35,5.41,153,22568,23234,299.36,10.25,85.28,6.54,136,22692,20344,316.44,32.32,5.94,868404,1104,0.38,0.35,638,107,49.02,17.39,1419,1791,3082.82,13182.33,4679,5155,24821.16,36801.69,1695,1827,5298.28,13010.28
5.011075,4.51709,152,20248,19466,261.28,81.65,5.93,182,31292,23974,303.66,13.88,74.6,5.49,109,13366,8832,203.65,88.82,9.17,868652,1180,0.3,0.25,629,114,47.39,18.07,1436,1474,3880.54,10280.75,4127,4511,20877.77,32263.49,1282,1480,2067.78,10847.64
5.011075,4.51709,157,21446,21152,271.32,35.73,6.28,185,32986,15852,263.99,17.59,123.84,5.4,165,24354,20122,269.55,56.8,6.05,868544,1268,0.33,0.3,645,106,49.15,17.07,1594,1410,5203.21,9461.05,4210,4875,21167.06,38566.79,1506,1536,4295.79,10985.11
4.83381,4.607241,164,19408,28054,289.4,49.41,5.79,187,29220,23918,284.16,10.17,70.36,5.35,168,23870,24076,285.39,39.11,5.42,868936,1304,0.28,0.3,649,110,48.26,17.6,1502,2059,3224.6,15495.57,5418,5301,29822.15,36632.11,1948,2043,7188.11,14719.12
4.83381,4.607241,166,27262,31404,353.41,31.32,5.88,185,25994,24260,271.64,12.35,57.94,5.41,138,26236,18554,324.57,25.58,6.12,869016,1388,0.25,0.25,652,107,49.98,17.64,1638,1840,5186.44,13173.16,4998,5518,25350.56,40455.44,1915,1718,7223.36,12203.24
4.83381,4.607241,141,21022,17378,272.34,20.03,5.6,179,29700,22570,292.01,11.72,65.64,5.59,109,16014,12694,263.38,35.72,6.59,869092,372,0.33,0.2,650,101,48.94,16.52,1348,1642,2254.37,12162.33,4472,4779,21346.73,33713.87,1327,1280,2475.67,9058.12
4.809506,4.408359,122,13496,15322,236.21,30.48,6.07,163,26926,18914,281.23,12.77,68.96,6.13,155,26248,21578,308.55,29.46,6.02,869136,416,0.3,0.25,650,109,50.1,17.74,1710,1524,5787.33,10257.91,4007,4677,17861.05,33411.29,1526,1193,4939.39,7489.67
4.809506,4.408359,156,18178,22668,261.83,31.62,5.9,195,29460,25462,281.65,11.06,57.62,5.13,164,30204,26000,342.71,34.13,5.78,869208,492,0.28,0.25,635,105,47.57,17.03,1718,1791,5568.1,12359.21,5015,5624,23759.55,39339.25,1957,1861,7426.52,12393.01
4.841879,4.417389,155,15652,27166,276.25,51.27,5.75,178,25876,26298,293.11,13.46,102.64,5.62,174,24184,25834,287.46,35.01,5.72,869320,588,0.3,0.23,643,103,50.06,17.11,2104,1831,9015.96,11887.1,4857,4877,25295.63,33210.14,1918,1837,6709.62,12694.33
4.841879,4.417389,138,23258,16170,285.71,30.67,6.3,180,27632,23742,285.41,12.79,107.53,5.56,151,14612,25020,262.46,38.17,6.22,869368,636,0.3,0.28,645,107,49.42,17.51,1544,1654,4923.91,11862.36,4311,4621,21547.21,33138.1,1646,1531,5306.11,10471.58
4.841879,4.417389,102,16564,15592,315.25,25.58,6.23,198,27972,30408,294.85,12.71,51.67,5.05,178,25954,25660,289.97,37.44,5.52,869476,580,0.3,0.25,652,103,51.53,17.13,1419,1766,3081.15,13276.96,4804,4852,26371.05,35593.89,1452,1842,3043.42,13976.84
5.25499,4.400296,77,8892,13660,292.88,19.81,6.73,134,24406,11668,269.21,3.27,22.73,5.91,129,20822,17850,299.78,32.98,6.26,869556,664,0.3,0.2,641,109,49.47,17.54,1441,1053,4269.63,6131.87,3330,3888,14214.39,27592.18,1588,1301,5100.2,8018.95
5.25499,4.400296,182,26950,29180,308.41,55.26,5.49,183,35830,18498,296.87,6.85,34.98,5.09,190,27814,28430,296.02,54.64,5.26,869632,748,0.35,0.3,647,110,51.29,17.33,1959,2229,6530.27,16218.2,5821,6362,31256.82,45767.54,1520,1983,3544.4,14899.08
5.346814,4.446568,145,24568,20492,310.76,57.08,5.77,184,33596,22698,305.95,11.47,63.62,5.43,153,23030,20046,281.54,101.08,6.54,869708,824,0.28,0.23,635,110,49.96,17.58,1357,1635,3100.21,12065.38,4838,5647,24807.24,41273.12,1405,1706,3203.9,12582.12
5.346814,4.446568,133,17598,18864,274.15,25.21,5.62,190,35142,18630,283.01,6.3,32.92,5.02,184,25818,31998,314.22,83.28,5.44,869784,900,0.33,0.2,656,108,53.59,18.18,1510,1486,4386.5,10428.8,4508,5484,22390.1,39926.25,1536,1634,4385.79,11926.38
5.346814,4.446568,128,17126,12398,230.66,24.73,5.57,161,24672,20818,282.55,5.25,31.27,5.54,129,20240,14096,266.17,24.66,5.85,869860,936,0.3,0.23,642,107,51.1,17.64,1376,1318,3510.81,9312.84,4060,4469,19734.36,31351.33,1317,1411,2810.09,10113.94
5.22504,4.485224,164,23028,21190,269.62,30.61,5.37,177,28748,22736,290.87,13.16,83.01,5.65,148,21126,21652,289.04,41.34,5.61,869940,1016,0.33,0.25,646,103,52.21,16.6,1636,1632,4624.3,11117.3,4644,5192,23822.16,36820.35,1946,1804,7363.23,12197.9
5.22504,4.485224,105,18128,15204,317.45,19.79,5.95,181,24220,28104,289.08,12.15,105.18,5.52,103,15292,17054,314.04,24.19,7.13,870016,1068,0.28,0.18,655,109,52.08,17.74,1570,1420,5268.6,9874.41,3763,3997,18328.32,29124.83,1511,1223,5172.97,8353.09
4.498269,4.35224,169,22936,24918,283.16,45.82,5.92,170,26316,21470,281.09,11.61,81.51,5.88,185,26048,22266,261.16,36.75,5.28,870096,1148,0.3,0.25,641,106,52.15,17.55,1653,1747,5482.26,12307.61,4681,5320,24054.07,37778.72,1709,1710,5866.73,12126.39
4.498269,4.35224,112,19370,8078,245.07,16.79,6.17,181,27614,25444,293.14,12.6,75.28,5.52,198,26436,25344,261.52,51.78,5.05,870172,1224,0.28,0.28,645,112,51.41,17.98,1491,1720,3963.1,12676.51,4799,5120,24917.13,37081.77,1270,1545,2459.11,11273.21
4.498269,4.35224,149,19576,18504,255.57,36.91,6.3,190,34236,18624,278.21,12.32,84.98,5.26,173,28708,24122,305.38,65.43,5.78,870248,1252,0.3,0.25,649,119,52.94,19.14,1633,1780,4731.49,13123.12,4734,5752,22001.75,41177.39,1620,1347,5552.1,8934.19
4.857947,4.441507,169,30070,23536,317.2,43.18,5.92,175,23966,25322,281.65,12.29,80.06,5.71,145,22354,16320,266.72,40.99,6.42,870324,1332,0.25,0.25,637,120,49.38,19.2,1575,1738,4278.21,12577.78,4885,5312,25558.45,38572.7,1512,1730,3879.31,12363.65
4.857947,4.441507,171,22072,22508,260.7,97.13,5.85,206,31126,25706,275.88,11.13,57.26,4.85,176,33908,17176,290.25,46.78,5.68,870404,336,0.3,0.3,637,117,51.38,18.55,1575,1779,4587.58,12785.44,5360,6164,26844.38,43739.68,1646,1901,4641.71,13661.42
4.825874,4.356924,137,19386,18830,278.95,34.54,5.96,174,32950,16278,282.92,12.32,66.45,5.75,118,16442,13682,255.29,32.62,6.76,870480,416,0.25,0.23,636,118,49.73,19.1,1243,1226,2802.44,8690.78,3863,4763,17190.41,34476.95,1332,1227,3491.69,8399.97
4.825874,4.356924,146,22554,19676,289.25,28.36,5.98,178,26508,24466,286.37,13.38,94.96,5.62,135,19042,12754,235.53,28.67,6.04,870556,492,0.28,0.23,640,110,50.63,17.63,1472,1378,4331.87,9630.94,4283,4758,20988.52,34398.34,1595,1573,5083.7,11025.69
4.825874,4.356924,125,21492,16354,302.77,29.26,6.37,189,35328,19800,291.68,12.63,113.17,5.29,119,18952,14268,279.16,25.35,6.93,870632,536,0.25,0.23,637,117,48.74,18.53,1804,1338,7757.95,8356.77,3807,5103,16830.67,38255.83,1448,1263,4362.29,8282.96
4.88924,4.349724,191,27604,23320,266.62,62.09,5.24,164,27468,16498,268.09,13.04,65.63,6.1,141,22906,19164,298.37,41.82,5.81,870708,612,0.25,0.28,654,119,51.15,19.14,1503,1572,4138.95,11302.33,4661,5392,23359.69,39628.17,1680,1649,5373.79,11874.17
4.88924,4.349724,169,22784,22742,269.38,48.42,5.92,169,27124,19200,274.11,14.17,73.72,5.92,153,24398,18762,282.09,25.74,6.04,870784,544,0.3,0.28,657,111,49.39,17.9,1381,1475,3159.99,10351.57,4850,5086,25108.09,37111.26,1498,1941,3605.08,14714.35
4.487774,4.333185,161,16994,29716,290.12,78.9,6.21,171,25744,23022,285.18,13.06,66.91,5.85,168,25968,17232,257.14,32.21,5.86,870864,624,0.28,0.23,645,116,48.91,18.47,1605,1680,4619.56,12139.53,4561,4721,23171.04,34694.81,1719,1624,5729.95,11272.18
4.487774,4.333185,144,18698,23998,296.5,75.76,5.96,176,34020,16200,285.34,12.64,104.43,5.68,151,20730,19834,268.64,54.77,6.49,870940,700,0.3,0.23,654,116,50.41,18.7,1438,1247,4147.51,8626.06,4008,5007,17596.89,37082.96,1604,1247,5501.03,8447.15
4.487774,4.333185,167,23854,16850,243.74,33.99,5.48,169,24806,22040,277.2,13.77,72.47,5.92,143,15414,15146,213.71,25.46,6.06,871016,780,0.3,0.28,646,111,48.87,17.65,1232,1241,2260.05,8725.74,4047,4316,19205.9,32117.69,1571,1570,4747.51,11113.39
4.508597,4.40654,164,24300,21218,277.55,24.89,5.62,178,30862,20034,285.93,13.15,61.15,5.62,152,22926,18270,271.03,35.48,6.08,871092,856,0.28,0.23,637,114,48.96,17.84,1334,1387,3078.02,9744.42,4680,5477,21831.39,39452.62,1675,1648,5472.48,11443.49
4.508597,4.40654,181,22004,17780,219.8,53.31,5.52,171,22016,24102,269.7,13.11,87.83,5.85,112,14350,14524,257.8,26.72,6.12,870924,924,0.38,0.25,652,118,48.42,18.82,1489,1607,4059.45,11455.46,4040,4004,20700.24,28471.56,1372,1369,3444.03,9790.25
4.157366,4.478437,90,11252,14550,286.69,30.5,6.09,167,23486,21232,267.77,15.08,72.84,5.99,109,12206,11740,219.69,89.41,9.13,871624,1000,0.35,0.25,652,111,50.4,17.69,1395,1175,4085.76,8001.98,3446,3410,16801.24,23173.34,1352,1186,3686.11,8259.44
4.157366,4.478437,108,13206,16696,276.87,26.4,6.96,185,24528,20528,243.55,11.68,119.23,5.41,163,23920,23070,288.28,94.33,6.13,871320,1080,0.28,0.25,637,109,46.81,17.19,1602,1791,4200.14,12924.71,4670,4562,24134.79,30701.98,1379,1555,2946.4,11306.85
4.157366,4.478437,130,15982,26432,326.26,30.55,6.35,151,24070,20458,294.89,6.4,66.92,6.03,137,19756,17006,268.34,105.93,7.3,871400,1116,0.25,0.23,639,109,49.5,17.41,1679,1474,6215.06,9796.14,3801,4018,19378.88,28704.85,1957,1538,8936.14,9846.29
4.855555,4.362181,129,15692,19656,274.02,26.88,5.91,170,33386,21222,321.22,10.49,52.34,5.52,164,20988,25538,283.7,35.45,6.1,871444,1160,0.28,0.25,634,104,48.06,16.49,1433,1817,3389.36,13650.71,4556,4598,23947.62,35358.32,1574,1475,5011.31,10104.99
4.855555,4.362181,138,17592,18416,260.93,30.06,6.11,162,28070,21254,304.47,12.7,99.35,6.17,168,27930,26844,326.04,100.02,5.95,871552,1232,0.28,0.25,637,105,49.44,17.26,1402,1657,3014.58,11871.19,4837,5104,24731.36,37161.47,1585,1747,4363.91,12750.86
4.888545,4.459408,159,17290,27618,282.44,51.95,5.91,181,29666,22582,288.66,10.37,73.18,5.52,152,16436,24596,269.95,32.26,6.33,871628,1308,0.3,0.25,644,107,48.59,17.87,1793,1865,6531.53,13048.98,4586,4556,24256.05,32027.17,1640,1574,5740.66,10627.12
4.888545,4.459408,105,13696,17862,300.55,24.46,6.94,181,26632,25292,286.87,13.06,81.3,5.52,103,16966,15962,319.69,21.01,7.15,871704,1392,0.28,0.2,657,110,51.4,18.35,1511,1653,4094.59,11678.59,4578,4253,24941.52,29207.32,1636,1786,4424.07,12793.4
4.888545,4.459408,188,24826,32384,304.31,54.06,5.32,189,24038,24532,256.98,11.15,42.11,5.29,110,13890,18984,298.85,24.68,6.51,871788,380,0.33,0.3,654,114,51.3,18.57,1609,1581,4696.91,11146.17,4574,4495,23486.44,31720.76,1827,1823,6736.23,12753.42
4.375389,4.381675,177,21058,30392,290.68,77.75,5.65,194,26470,24826,264.41,11.96,87.01,5.15,169,29718,17734,280.78,32.76,5.8,871864,456,0.3,0.3,644,109,51.26,17.49,1598,1586,5036.64,11094.89,4611,5331,23036.9,38747.98,1704,1663,6421.53,11487.1
4.375389,4.381675,135,23278,20294,322.76,29.48,5.91,188,30162,26852,303.27,12.89,46.77,5.32,136,20624,21874,312.49,46.68,6.31,871940,516,0.28,0.3,649,107,50.57,17.64,1313,1801,2292.23,13812.84,5231,5356,28524.91,37413.58,1426,1896,3028.64,14448.05
5.414985,4.37517,165,25650,21144,283.6,35.35,5.29,142,25910,19734,321.44,3.28,22.96,5.71,128,19144,20400,308.94,30.05,6.36,872020,600,0.28,0.25,649,112,53.03,17.71,1463,1733,3560.55,12819.45,4689,4995,23694.59,35707.8,1519,1524,4270.48,10774.35
5.414985,4.37517,133,20638,17208,284.56,24.87,6.16,161,28592,23896,326.01,4.35,33.09,5.31,118,18244,16384,293.46,15.93,6.41,872096,676,0.3,0.33,647,107,51.93,17.62,1562,1478,5092.78,10391.2,4231,4709,21324.52,34098.37,1387,1475,3382.6,10753.96
5.414985,4.37517,146,21018,17210,261.84,33.45,6.16,157,23220,21138,282.54,7.51,44.09,5.89,163,17888,27248,276.91,65.64,6.13,872172,588,0.3,0.33,645,107,52.04,16.79,1463,1425,3758.16,9650.63,4291,4548,21230.45,31392.94,1787,1715,6507.16,11811.04
5.270576,4.401866,146,16016,27830,300.32,44.05,5.98,198,35746,26472,314.23,11.04,50.1,4.92,143,22938,22570,318.24,29.03,5.68,872220,636,0.3,0.3,645,106,50.33,17.1,1758,1985,5747.21,14023.53,5099,5267,27803.35,37483.13,1958,1924,7991,13380.13
5.270576,4.401866,142,23054,21410,313.13,21.86,6.21,191,28874,25384,284.07,13.81,65.91,5.24,176,23266,28372,293.4,46.71,5.68,872328,748,0.28,0.38,659,112,55.18,18.19,1825,1725,6643.89,11648.57,5023,5354,25173.29,37980.82,1828,1796,6196.66,12583.89
5.294199,4.390105,153,21956,20018,274.34,31.94,5.86,193,32150,26594,304.37,13.27,63.49,5.18,153,23242,21858,294.77,39.9,5.86,872404,824,0.35,0.35,652,111,52.42,17.87,1730,1552,6431.47,10735.53,4511,5232,23012.18,39329.29,1683,1679,5989.23,11757.76
5.294199,4.390105,127,25844,12596,302.68,30.54,5.85,197,34160,21990,285.03,10.32,46.62,5.01,174,24562,30148,314.43,57.25,5.75,872480,900,0.35,0.35,641,110,52.36,17.58,1755,1859,6059.53,12894.87,5142,5852,25843.55,42700.08,1535,1781,4059.82,13046.68
5.294199,4.390105,151,21740,23554,299.96,25.56,5.54,133,22430,17746,302.08,4.28,41.79,5.94,176,22586,26438,278.55,82.62,5.68,872556,940,0.3,0.38,644,105,51.34,16.83,1524,1640,4235.65,11663.62,4672,4843,23591.39,34016.89,1716,1707,5811.82,11608.64
5.197716,4.465175,162,24734,24354,303.01,34.3,5.83,176,31122,22040,302.06,6.6,38.84,5.43,172,18866,25968,260.66,44.38,5.58,872604,988,0.28,0.35,648,114,52.05,17.84,1778,1951,5869.28,14025.9,5080,5272,26341.04,37746.82,1632,1707,5068.71,12135.06
5.197716,4.465175,144,20174,19864,278.04,39.26,5.75,204,34510,24314,288.35,9.51,36.83,4.68,154,22754,20008,277.68,33.42,5.29,872680,1040,0.35,0.45,658,105,53.18,16.91,1513,1701,4237.41,12288.94,5026,5485,25823.5,39147.61,1510,1836,3992.05,13504.22
5.353077,4.455682,170,26160,23344,291.2,52.59,5.54,176,24628,23868,275.55,11.36,83.84,5.69,155,20326,23692,283.99,52.79,6.06,872788,1148,0.28,0.38,664,109,54.2,17.79,1894,1674,7652.15,11349.78,4740,4989,24615.78,36172.13,1542,1738,4418.37,12785.89
5.353077,4.455682,179,33942,22236,313.84,61.23,5.59,191,29888,28954,308.07,9.6,90.14,5.24,165,21158,25926,285.36,32.16,5.51,872856,1224,0.28,0.4,646,104,51.55,16.72,1754,1797,6123.48,12835.63,5308,5960,27770.52,42918.91,1646,1930,4635.01,14153.16
5.353077,4.455682,189,24832,37512,329.86,67.48,5.29,187,26678,30672,306.68,11.6,32.97,5.35,149,17368,23168,272.05,38.77,5.64,872940,1256,0.33,0.43,643,102,50.26,15.99,1910,2169,6556.75,15298.46,5315,5118,29640.38,34858.26,1945,2022,7133.82,13896.86
5.221216,4.403738,177,23256,28500,292.41,38.89,5.65,186,32206,23974,302.04,9.51,54.17,5.33,159,25436,20034,285.97,30.75,5.75,873016,1336,0.2,0.4,636,106,49.95,17.1,1676,1903,4607.27,13977.89,5511,5751,29025.8,41158.87,1621,2023,4402.72,15027.4
5.221216,4.403738,123,16952,17916,283.48,21.07,5.82,184,28864,26168,299.09,13.1,65.06,5.43,180,23548,25308,271.42,92.67,5.56,873092,332,0.23,0.43,641,108,50.1,17.45,1764,1680,5824.72,11795.96,4754,5003,24761.43,35077.76,1616,1790,4559.26,12951.37
5.139013,4.363518,125,17608,22180,318.3,34.78,6.34,176,33538,22060,315.9,12.82,90.66,5.69,146,20300,25800,315.75,99.97,5.75,873172,416,0.13,0.4,638,109,50.01,17.52,1699,1847,5729.83,13556.79,4478,4700,23259.51,36057.76,1505,1298,4943.69,8806.55
