date,contVaeMngr_AbortAllVaeMigrations:03582,raidMigrate_TrcErrCb:00200,contCmd_StartMigration:05425,contVaeMngr_AbortAllVaeMigrations:03547,contCmd_AbortMigration:05459,contCmd_EndMigration:05488,contCmd_EndMigration:05521,contCmd_AbortMigration:05478,contCmd_StartMigration:05449,raidComb_StartMigrate:02486,raidComb_EndMigrateInter:02725,
26/03 12:25:31,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:26:23,0,0,1,0,0,1,1,0,1,1,1,
26/03 12:26:36,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:28:30,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:28:31,0,0,0,0,0,4,4,0,0,0,4,
26/03 12:28:40,0,0,1,0,0,0,0,0,1,1,0,
26/03 12:29:33,0,0,6,0,0,0,0,0,6,6,0,
26/03 12:30:50,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:31:41,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:31:42,0,0,1,0,0,2,2,0,1,1,2,
26/03 12:31:52,0,0,1,0,0,0,0,0,1,1,0,
26/03 12:32:45,0,0,0,0,0,3,3,0,0,0,3,
26/03 12:33:18,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:34:04,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:34:20,0,0,5,0,0,0,0,0,5,5,0,
26/03 12:35:06,0,0,1,0,0,0,0,0,1,1,0,
26/03 12:36:27,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:36:28,0,0,0,0,0,4,4,0,0,0,4,
26/03 12:37:16,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:38:19,0,0,2,0,0,0,0,0,2,2,0,
26/03 12:39:38,0,0,1,0,0,0,0,0,1,1,0,
26/03 12:40:28,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:40:29,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:40:42,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:41:29,0,0,2,0,0,0,0,0,2,2,0,
26/03 12:41:44,0,0,2,0,0,0,0,0,2,2,0,
26/03 12:43:52,0,0,0,0,0,2,2,0,0,0,2,
26/03 12:44:54,0,0,2,0,0,0,0,0,2,2,0,
26/03 12:45:45,0,0,0,0,0,2,2,0,0,0,2,
26/03 12:47:02,0,0,1,0,0,2,2,0,1,1,2,
26/03 12:48:07,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:49:08,0,0,3,0,0,0,0,0,3,3,0,
26/03 12:50:12,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:50:13,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:50:14,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:53:17,0,0,1,0,0,0,0,0,1,1,0,
26/03 12:54:12,0,0,5,0,0,0,0,0,5,5,0,
26/03 12:54:22,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:55:24,0,0,1,0,0,0,0,0,1,1,0,
26/03 12:56:28,0,0,0,0,0,1,1,0,0,0,1,
26/03 12:57:29,0,0,2,0,0,0,0,0,2,2,0,
26/03 12:58:28,0,0,1,0,0,2,2,0,1,1,2,
26/03 12:59:37,0,0,0,0,0,2,2,0,0,0,2,
26/03 13:00:36,0,0,0,0,0,3,3,0,0,0,3,
26/03 13:00:38,0,0,1,0,0,0,0,0,1,1,0,
26/03 13:01:40,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:01:43,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:02:43,0,0,1,0,0,0,0,0,1,1,0,
26/03 13:02:45,0,0,4,0,0,0,0,0,4,4,0,
26/03 13:04:52,0,0,0,0,0,2,2,0,0,0,2,
26/03 13:04:53,0,0,2,0,0,3,3,0,2,2,3,
26/03 13:07:00,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:07:01,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:10:08,0,0,5,0,0,0,0,0,5,5,0,
26/03 13:12:15,0,0,6,0,0,0,0,0,6,6,0,
26/03 13:12:16,0,0,1,0,0,2,2,0,1,1,2,
26/03 13:13:41,0,0,2,0,0,3,3,0,2,2,3,
26/03 13:14:25,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:15:49,0,0,0,0,0,2,2,0,0,0,2,
26/03 13:16:30,0,0,1,0,0,1,1,0,1,1,1,
26/03 13:16:32,0,0,1,0,0,1,1,0,1,1,1,
26/03 13:16:33,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:16:50,0,0,1,0,0,0,0,0,1,1,0,
26/03 13:16:51,0,0,1,0,0,0,0,0,1,1,0,
26/03 13:17:55,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:17:56,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:18:38,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:18:39,0,0,1,0,0,2,2,0,1,1,2,
26/03 13:19:44,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:20:47,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:21:52,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:22:53,0,0,5,0,0,0,0,0,5,5,0,
26/03 13:25:16,0,0,4,0,0,0,0,0,4,4,0,
26/03 13:27:07,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:27:10,0,0,1,0,0,1,1,0,1,1,1,
26/03 13:29:32,0,0,2,0,0,4,4,0,2,2,4,
26/03 13:29:57,0,0,2,0,0,2,2,0,2,2,2,
26/03 13:30:00,0,0,1,0,0,1,1,0,1,1,1,
26/03 13:31:40,0,0,2,0,0,2,2,0,2,2,2,
26/03 13:32:50,0,0,1,0,0,1,1,0,1,1,1,
26/03 13:33:47,0,0,0,0,0,2,2,0,0,0,2,
26/03 13:34:49,0,0,1,0,0,0,0,0,1,1,0,
26/03 13:35:54,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:36:56,0,0,4,0,0,0,0,0,4,4,0,
26/03 13:37:29,0,0,1,0,0,2,2,0,1,1,2,
26/03 13:37:32,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:38:30,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:39:04,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:39:37,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:40:08,0,0,0,0,0,3,3,0,0,0,3,
26/03 13:40:39,0,0,3,0,0,0,0,0,3,3,0,
26/03 13:41:10,0,0,1,0,0,0,0,0,1,1,0,
26/03 13:42:16,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:42:55,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:43:17,0,0,2,0,0,0,0,0,2,2,0,
26/03 13:44:57,0,0,1,0,0,2,2,0,1,1,2,
26/03 13:45:25,0,0,0,0,0,2,2,0,0,0,2,
26/03 13:46:26,0,0,2,0,0,0,0,0,2,2,0,
26/03 13:47:10,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:47:30,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:47:31,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:48:12,0,0,1,0,0,0,0,0,1,1,0,
26/03 13:48:33,0,0,4,0,0,0,0,0,4,4,0,
26/03 13:50:22,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:50:40,0,0,0,0,0,2,2,0,0,0,2,
26/03 13:50:41,0,0,1,0,0,2,2,0,1,1,2,
26/03 13:51:24,0,0,4,0,0,0,0,0,4,4,0,
26/03 13:51:46,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:52:47,0,0,5,0,0,0,0,0,5,5,0,
26/03 13:53:36,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:54:55,0,0,1,0,0,1,1,0,1,1,1,
26/03 13:54:56,0,0,1,0,0,1,1,0,1,1,1,
26/03 13:56:20,0,0,1,0,0,3,3,0,1,1,3,
26/03 13:57:03,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:57:45,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:57:47,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:57:48,0,0,0,0,0,2,2,0,0,0,2,
26/03 13:58:07,0,0,0,0,0,1,1,0,0,0,1,
26/03 13:58:49,0,0,2,0,0,0,0,0,2,2,0,
26/03 13:59:30,0,0,5,0,0,0,0,0,5,5,0,
26/03 14:00:59,0,0,0,0,0,2,2,0,0,0,2,
26/03 14:01:38,0,0,1,0,0,1,1,0,1,1,1,
26/03 14:02:01,0,0,4,0,0,0,0,0,4,4,0,
26/03 14:03:46,0,0,0,0,0,5,5,0,0,0,5,
26/03 14:04:11,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:06:16,0,0,1,0,0,2,2,0,1,1,2,
26/03 14:06:17,0,0,1,0,0,1,1,0,1,1,1,
26/03 14:06:53,0,0,4,0,0,0,0,0,4,4,0,
26/03 14:09:00,0,0,1,0,0,1,1,0,1,1,1,
26/03 14:09:01,0,0,0,0,0,2,2,0,0,0,2,
26/03 14:09:02,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:10:06,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:10:32,0,0,1,0,0,1,1,0,1,1,1,
26/03 14:10:33,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:12:43,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:13:44,0,0,4,0,0,0,0,0,4,4,0,
26/03 14:16:47,0,0,4,0,0,0,0,0,4,4,0,
26/03 14:18:01,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:18:54,0,0,1,0,0,4,4,0,1,1,4,
26/03 14:19:59,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:20:06,0,0,0,0,0,2,2,0,0,0,2,
26/03 14:20:08,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:21:00,0,0,3,0,0,0,0,0,3,3,0,
26/03 14:21:09,0,0,1,0,0,0,0,0,1,1,0,
26/03 14:23:07,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:23:08,0,0,1,0,0,2,2,0,1,1,2,
26/03 14:23:19,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:24:13,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:25:20,0,0,2,0,0,0,0,0,2,2,0,
26/03 14:28:22,0,0,1,0,0,0,0,0,1,1,0,
26/03 14:29:27,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:29:35,0,0,1,0,0,2,2,0,1,1,2,
26/03 14:30:28,0,0,2,0,0,0,0,0,2,2,0,
26/03 14:31:45,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:32:35,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:32:36,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:32:46,0,0,4,0,0,0,0,0,4,4,0,
26/03 14:35:14,0,0,1,0,0,0,0,0,1,1,0,
26/03 14:36:19,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:37:02,0,0,0,0,0,4,4,0,0,0,4,
26/03 14:37:20,0,0,5,0,0,0,0,0,5,5,0,
26/03 14:38:03,0,0,6,0,0,0,0,0,6,6,0,
26/03 14:38:25,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:39:28,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:40:32,0,0,0,0,0,3,3,0,0,0,3,
26/03 14:42:18,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:42:20,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:42:21,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:43:44,0,0,4,0,0,0,0,0,4,4,0,
26/03 14:44:25,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:44:26,0,0,1,0,0,1,1,0,1,1,1,
26/03 14:44:27,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:45:52,0,0,0,0,0,4,4,0,0,0,4,
26/03 14:46:36,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:46:53,0,0,2,0,0,0,0,0,2,2,0,
26/03 14:49:01,0,0,0,0,0,2,2,0,0,0,2,
26/03 14:50:04,0,0,3,0,0,0,0,0,3,3,0,
26/03 14:51:10,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:52:12,0,0,0,0,0,2,2,0,0,0,2,
26/03 14:53:13,0,0,3,0,0,0,0,0,3,3,0,
26/03 14:55:20,0,0,0,0,0,2,2,0,0,0,2,
26/03 14:55:21,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:56:08,0,0,3,0,0,0,0,0,3,3,0,
26/03 14:56:22,0,0,2,0,0,0,0,0,2,2,0,
26/03 14:58:17,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:58:18,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:58:19,0,0,0,0,0,1,1,0,0,0,1,
26/03 14:58:30,0,0,0,0,0,2,2,0,0,0,2,
26/03 14:59:21,0,0,2,0,0,0,0,0,2,2,0,
26/03 14:59:31,0,0,2,0,0,0,0,0,2,2,0,
26/03 15:01:32,0,0,0,0,0,2,2,0,0,0,2,
26/03 15:01:38,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:01:39,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:02:40,0,0,1,0,0,0,0,0,1,1,0,
26/03 15:03:44,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:05:46,0,0,4,0,0,0,0,0,4,4,0,
26/03 15:06:45,0,0,6,0,0,0,0,0,6,6,0,
26/03 15:07:54,0,0,0,0,0,2,2,0,0,0,2,
26/03 15:07:55,0,0,0,0,0,2,2,0,0,0,2,
26/03 15:08:56,0,0,4,0,0,0,0,0,4,4,0,
26/03 15:11:01,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:11:04,0,0,1,0,0,3,3,0,1,1,3,
26/03 15:11:05,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:12:09,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:13:10,0,0,3,0,0,0,0,0,3,3,0,
26/03 15:14:14,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:15:17,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:15:18,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:16:18,0,0,5,0,0,0,0,0,5,5,0,
26/03 15:17:25,0,0,1,0,0,5,5,0,1,1,5,
26/03 15:18:26,0,0,1,0,0,2,2,0,1,1,2,
26/03 15:19:35,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:19:51,0,0,1,0,0,1,1,0,1,1,1,
26/03 15:19:52,0,0,2,0,0,2,2,0,2,2,2,
26/03 15:20:35,0,0,3,0,0,0,0,0,3,3,0,
26/03 15:21:59,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:22:00,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:22:42,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:22:43,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:22:47,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:23:44,0,0,1,0,0,0,0,0,1,1,0,
26/03 15:24:49,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:24:52,0,0,0,0,0,2,2,0,0,0,2,
26/03 15:25:51,0,0,3,0,0,0,0,0,3,3,0,
26/03 15:27:58,0,0,1,0,0,2,2,0,1,1,2,
26/03 15:28:00,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:29:04,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:29:08,0,0,2,0,0,0,0,0,2,2,0,
26/03 15:30:05,0,0,2,0,0,0,0,0,2,2,0,
26/03 15:31:10,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:31:11,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:31:17,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:31:18,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:32:11,0,0,3,0,0,0,0,0,3,3,0,
26/03 15:32:19,0,0,2,0,0,0,0,0,2,2,0,
26/03 15:33:16,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:34:18,0,0,1,0,0,2,2,0,1,1,2,
26/03 15:35:22,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:36:23,0,0,6,0,0,0,0,0,6,6,0,
26/03 15:36:34,0,0,1,0,0,2,2,0,1,1,2,
26/03 15:38:44,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:39:35,0,0,2,0,0,6,6,0,2,2,6,
26/03 15:39:44,0,0,2,0,0,0,0,0,2,2,0,
26/03 15:41:43,0,0,1,0,0,2,2,0,1,1,2,
26/03 15:42:48,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:43:49,0,0,5,0,0,0,0,0,5,5,0,
26/03 15:44:00,0,0,0,0,0,2,2,0,0,0,2,
26/03 15:45:02,0,0,2,0,0,0,0,0,2,2,0,
26/03 15:45:56,0,0,1,0,0,2,2,0,1,1,2,
26/03 15:45:57,0,0,1,0,0,1,1,0,1,1,1,
26/03 15:45:58,0,0,2,0,0,2,2,0,2,2,2,
26/03 15:47:12,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:47:13,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:48:06,0,0,1,0,0,1,1,0,1,1,1,
26/03 15:48:17,0,0,2,0,0,0,0,0,2,2,0,
26/03 15:49:07,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:49:09,0,0,1,0,0,2,2,0,1,1,2,
26/03 15:50:13,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:50:26,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:50:27,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:50:46,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:51:47,0,0,1,0,0,0,0,0,1,1,0,
26/03 15:52:51,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:53:52,0,0,1,0,0,0,0,0,1,1,0,
26/03 15:54:39,0,0,1,0,0,0,0,0,1,1,0,
26/03 15:54:57,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:55:58,0,0,3,0,0,0,0,0,3,3,0,
26/03 15:56:48,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:57:02,0,0,0,0,0,1,1,0,0,0,1,
26/03 15:57:50,0,0,1,0,0,0,0,0,1,1,0,
26/03 15:58:05,0,0,0,0,0,2,2,0,0,0,2,
26/03 15:59:59,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:01:00,0,0,4,0,0,0,0,0,4,4,0,
26/03 16:02:20,0,0,5,0,0,0,0,0,5,5,0,
26/03 16:04:27,0,0,1,0,0,1,1,0,1,1,1,
26/03 16:04:28,0,0,2,0,0,3,3,0,2,2,3,
26/03 16:04:29,0,0,1,0,0,1,1,0,1,1,1,
26/03 16:05:16,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:05:17,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:06:35,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:06:36,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:06:37,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:08:32,0,0,5,0,0,0,0,0,5,5,0,
26/03 16:08:42,0,0,1,0,0,0,0,0,1,1,0,
26/03 16:09:47,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:10:49,0,0,3,0,0,0,0,0,3,3,0,
26/03 16:12:48,0,0,1,0,0,1,1,0,1,1,1,
26/03 16:12:56,0,0,1,0,0,2,2,0,1,1,2,
26/03 16:12:57,0,0,1,0,0,1,1,0,1,1,1,
26/03 16:15:04,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:15:05,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:16:07,0,0,1,0,0,0,0,0,1,1,0,
26/03 16:17:03,0,0,1,0,0,1,1,0,1,1,1,
26/03 16:17:04,0,0,2,0,0,4,4,0,2,2,4,
26/03 16:17:11,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:18:12,0,0,1,0,0,0,0,0,1,1,0,
26/03 16:19:13,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:19:17,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:20:19,0,0,4,0,0,0,0,0,4,4,0,
26/03 16:21:20,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:22:21,0,0,4,0,0,0,0,0,4,4,0,
26/03 16:22:27,0,0,1,0,0,1,1,0,1,1,1,
26/03 16:23:31,0,0,2,0,0,3,3,0,2,2,3,
26/03 16:24:34,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:25:07,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:28:11,0,0,1,0,0,0,0,0,1,1,0,
26/03 16:29:16,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:30:18,0,0,3,0,0,0,0,0,3,3,0,
26/03 16:30:53,0,0,1,0,0,4,4,0,1,1,4,
26/03 16:32:25,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:32:26,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:33:03,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:33:28,0,0,4,0,0,0,0,0,4,4,0,
26/03 16:34:03,0,0,4,0,0,0,0,0,4,4,0,
26/03 16:34:33,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:35:36,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:37:43,0,0,3,0,0,0,0,0,3,3,0,
26/03 16:38:18,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:38:19,0,0,1,0,0,2,2,0,1,1,2,
26/03 16:38:20,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:39:51,0,0,0,0,0,3,3,0,0,0,3,
26/03 16:40:30,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:40:53,0,0,1,0,0,0,0,0,1,1,0,
26/03 16:41:58,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:42:33,0,0,6,0,0,0,0,0,6,6,0,
26/03 16:43:00,0,0,3,0,0,0,0,0,3,3,0,
26/03 16:45:07,0,0,1,0,0,2,2,0,1,1,2,
26/03 16:45:08,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:46:12,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:46:48,0,0,1,0,0,1,1,0,1,1,1,
26/03 16:46:49,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:47:13,0,0,2,0,0,0,0,0,2,2,0,
26/03 16:49:21,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:49:39,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:49:40,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:50:22,0,0,3,0,0,0,0,0,3,3,0,
26/03 16:51:08,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:51:27,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:51:28,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:52:09,0,0,1,0,0,0,0,0,1,1,0,
26/03 16:53:32,0,0,1,0,0,0,0,0,1,1,0,
26/03 16:53:33,0,0,1,0,0,0,0,0,1,1,0,
26/03 16:54:19,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:55:19,0,0,2,0,0,0,0,0,2,2,0,
26/03 16:55:40,0,0,1,0,0,2,2,0,1,1,2,
26/03 16:56:45,0,0,0,0,0,1,1,0,0,0,1,
26/03 16:57:46,0,0,3,0,0,0,0,0,3,3,0,
26/03 16:59:34,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:59:53,0,0,0,0,0,2,2,0,0,0,2,
26/03 16:59:54,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:00:37,0,0,2,0,0,0,0,0,2,2,0,
26/03 17:01:57,0,0,5,0,0,0,0,0,5,5,0,
26/03 17:04:05,0,0,1,0,0,2,2,0,1,1,2,
26/03 17:04:53,0,0,0,0,0,2,2,0,0,0,2,
26/03 17:05:30,0,0,1,0,0,3,3,0,1,1,3,
26/03 17:06:56,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:07:17,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:08:19,0,0,1,0,0,0,0,0,1,1,0,
26/03 17:09:24,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:10:11,0,0,2,0,0,0,0,0,2,2,0,
26/03 17:11:28,0,0,5,0,0,0,0,0,5,5,0,
26/03 17:13:35,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:13:36,0,0,2,0,0,3,3,0,2,2,3,
26/03 17:13:37,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:14:27,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:14:28,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:14:41,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:14:42,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:15:28,0,0,2,0,0,0,0,0,2,2,0,
26/03 17:17:50,0,0,4,0,0,0,0,0,4,4,0,
26/03 17:19:43,0,0,1,0,0,1,1,0,1,1,1,
26/03 17:19:44,0,0,1,0,0,1,1,0,1,1,1,
26/03 17:19:57,0,0,0,0,0,3,3,0,0,0,3,
26/03 17:19:58,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:20:59,0,0,5,0,0,0,0,0,5,5,0,
26/03 17:22:03,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:23:06,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:23:59,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:24:00,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:24:10,0,0,1,0,0,2,2,0,1,1,2,
26/03 17:24:11,0,0,1,0,0,1,1,0,1,1,1,
26/03 17:26:19,0,0,0,0,0,2,2,0,0,0,2,
26/03 17:27:20,0,0,3,0,0,0,0,0,3,3,0,
26/03 17:28:11,0,0,4,0,0,0,0,0,4,4,0,
26/03 17:30:21,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:30:31,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:30:32,0,0,2,0,0,2,2,0,2,2,2,
26/03 17:32:40,0,0,0,0,0,2,2,0,0,0,2,
26/03 17:33:42,0,0,5,0,0,0,0,0,5,5,0,
26/03 17:34:34,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:34:35,0,0,1,0,0,1,1,0,1,1,1,
26/03 17:34:36,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:34:47,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:35:49,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:36:45,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:36:54,0,0,0,0,0,3,3,0,0,0,3,
26/03 17:37:47,0,0,1,0,0,0,0,0,1,1,0,
26/03 17:39:56,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:41:08,0,0,4,0,0,0,0,0,4,4,0,
26/03 17:43:03,0,0,5,0,0,0,0,0,5,5,0,
26/03 17:43:15,0,0,2,0,0,2,2,0,2,2,2,
26/03 17:43:16,0,0,0,0,0,2,2,0,0,0,2,
26/03 17:45:24,0,0,2,0,0,2,2,0,2,2,2,
26/03 17:47:18,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:47:19,0,0,0,0,0,4,4,0,0,0,4,
26/03 17:47:31,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:47:32,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:48:20,0,0,6,0,0,0,0,0,6,6,0,
26/03 17:48:32,0,0,1,0,0,0,0,0,1,1,0,
26/03 17:49:39,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:51:41,0,0,4,0,0,0,0,0,4,4,0,
26/03 17:52:35,0,0,1,0,0,1,1,0,1,1,1,
26/03 17:52:37,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:52:38,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:52:46,0,0,0,0,0,1,1,0,0,0,1,
26/03 17:53:49,0,0,0,0,0,3,3,0,0,0,3,
26/03 17:54:42,0,0,2,0,0,2,2,0,2,2,2,
26/03 17:54:44,0,0,0,0,0,1,1,0,0,0,1,
