date,contVaeMngr_AbortAllVaeMigrations:03582,raidMigrate_TrcErrCb:00200,contCmd_StartMigration:05425,contVaeMngr_AbortAllVaeMigrations:03547,contCmd_AbortMigration:05459,contCmd_EndMigration:05488,contCmd_EndMigration:05521,contCmd_AbortMigration:05478,contCmd_StartMigration:05449,raidComb_StartMigrate:02486,raidComb_EndMigrateInter:02725,
27/03 06:47:20,0,0,0,0,0,1,1,0,0,0,1,
27/03 06:48:57,0,0,0,0,0,2,2,0,0,0,2,
27/03 06:50:27,0,0,2,0,0,0,0,0,2,2,0,
27/03 06:52:34,0,0,0,0,0,1,1,0,0,0,1,
27/03 06:52:35,0,0,0,0,0,1,1,0,0,0,1,
27/03 06:54:15,0,0,4,0,0,0,0,0,4,4,0,
27/03 06:55:42,0,0,3,0,0,0,0,0,3,3,0,
27/03 06:57:50,0,0,0,0,0,2,2,0,0,0,2,
27/03 06:57:51,0,0,0,0,0,1,1,0,0,0,1,
27/03 06:58:30,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:00:38,0,0,1,0,0,2,2,0,1,1,2,
27/03 07:00:39,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:00:58,0,0,5,0,0,0,0,0,5,5,0,
27/03 07:02:48,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:03:05,0,0,1,0,0,1,1,0,1,1,1,
27/03 07:03:06,0,0,1,0,0,3,3,0,1,1,3,
27/03 07:03:07,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:03:49,0,0,2,0,0,0,0,0,2,2,0,
27/03 07:05:14,0,0,1,0,0,2,2,0,1,1,2,
27/03 07:05:59,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:06:19,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:06:59,0,0,2,0,0,0,0,0,2,2,0,
27/03 07:07:20,0,0,6,0,0,0,0,0,6,6,0,
27/03 07:09:09,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:09:28,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:09:29,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:10:09,0,0,1,0,0,0,0,0,1,1,0,
27/03 07:10:32,0,0,0,0,0,3,3,0,0,0,3,
27/03 07:11:33,0,0,5,0,0,0,0,0,5,5,0,
27/03 07:12:19,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:13:40,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:13:41,0,0,1,0,0,3,3,0,1,1,3,
27/03 07:14:46,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:15:26,0,0,3,0,0,0,0,0,3,3,0,
27/03 07:15:46,0,0,1,0,0,0,0,0,1,1,0,
27/03 07:16:51,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:17:54,0,0,1,0,0,0,0,0,1,1,0,
27/03 07:18:59,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:19:41,0,0,1,0,0,2,2,0,1,1,2,
27/03 07:19:43,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:20:00,0,0,2,0,0,0,0,0,2,2,0,
27/03 07:21:52,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:22:07,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:22:08,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:23:09,0,0,5,0,0,0,0,0,5,5,0,
27/03 07:23:54,0,0,1,0,0,0,0,0,1,1,0,
27/03 07:25:17,0,0,1,0,0,2,2,0,1,1,2,
27/03 07:25:18,0,0,1,0,0,3,3,0,1,1,3,
27/03 07:26:04,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:27:25,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:28:27,0,0,5,0,0,0,0,0,5,5,0,
27/03 07:30:34,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:30:36,0,0,1,0,0,1,1,0,1,1,1,
27/03 07:31:39,0,0,2,0,0,2,2,0,2,2,2,
27/03 07:31:40,0,0,1,0,0,1,1,0,1,1,1,
27/03 07:32:24,0,0,4,0,0,0,0,0,4,4,0,
27/03 07:32:45,0,0,1,0,0,1,1,0,1,1,1,
27/03 07:33:46,0,0,1,0,0,1,1,0,1,1,1,
27/03 07:33:47,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:33:50,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:34:23,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:34:34,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:34:51,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:35:52,0,0,1,0,0,0,0,0,1,1,0,
27/03 07:36:57,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:37:59,0,0,4,0,0,0,0,0,4,4,0,
27/03 07:38:48,0,0,1,0,0,3,3,0,1,1,3,
27/03 07:39:04,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:39:05,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:40:07,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:40:57,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:41:09,0,0,3,0,0,0,0,0,3,3,0,
27/03 07:42:59,0,0,5,0,0,0,0,0,5,5,0,
27/03 07:43:16,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:43:17,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:45:20,0,0,2,0,0,0,0,0,2,2,0,
27/03 07:47:14,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:47:15,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:47:16,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:47:17,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:47:28,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:48:19,0,0,3,0,0,0,0,0,3,3,0,
27/03 07:48:28,0,0,1,0,0,0,0,0,1,1,0,
27/03 07:49:33,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:50:34,0,0,3,0,0,0,0,0,3,3,0,
27/03 07:52:41,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:52:42,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:53:43,0,0,4,0,0,0,0,0,4,4,0,
27/03 07:54:42,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:54:43,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:55:45,0,0,2,0,0,0,0,0,2,2,0,
27/03 07:55:50,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:55:51,0,0,0,0,0,2,2,0,0,0,2,
27/03 07:56:52,0,0,5,0,0,0,0,0,5,5,0,
27/03 07:58:59,0,0,0,0,0,1,1,0,0,0,1,
27/03 07:59:00,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:00:01,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:00:03,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:00:04,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:04:14,0,0,2,0,0,0,0,0,2,2,0,
27/03 08:05:17,0,0,2,0,0,0,0,0,2,2,0,
27/03 08:06:23,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:06:24,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:07:24,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:07:25,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:08:26,0,0,3,0,0,0,0,0,3,3,0,
27/03 08:09:31,0,0,0,0,0,3,3,0,0,0,3,
27/03 08:09:33,0,0,4,0,0,0,0,0,4,4,0,
27/03 08:10:33,0,0,2,0,0,0,0,0,2,2,0,
27/03 08:12:41,0,0,2,0,0,2,2,0,2,2,2,
27/03 08:13:48,0,0,1,0,0,1,1,0,1,1,1,
27/03 08:13:49,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:13:50,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:14:49,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:15:49,0,0,3,0,0,0,0,0,3,3,0,
27/03 08:15:59,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:17:02,0,0,6,0,0,0,0,0,6,6,0,
27/03 08:17:56,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:17:57,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:21:03,0,0,3,0,0,0,0,0,3,3,0,
27/03 08:21:18,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:23:11,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:23:12,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:24:12,0,0,2,0,0,0,0,0,2,2,0,
27/03 08:25:34,0,0,0,0,0,4,4,0,0,0,4,
27/03 08:26:20,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:29:45,0,0,4,0,0,0,0,0,4,4,0,
27/03 08:31:34,0,0,2,0,0,0,0,0,2,2,0,
27/03 08:33:41,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:34:00,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:34:02,0,0,1,0,0,1,1,0,1,1,1,
27/03 08:34:03,0,0,1,0,0,1,1,0,1,1,1,
27/03 08:34:43,0,0,2,0,0,0,0,0,2,2,0,
27/03 08:36:51,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:37:52,0,0,4,0,0,0,0,0,4,4,0,
27/03 08:38:17,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:38:18,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:39:20,0,0,4,0,0,0,0,0,4,4,0,
27/03 08:40:00,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:40:01,0,0,1,0,0,2,2,0,1,1,2,
27/03 08:41:06,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:42:07,0,0,6,0,0,0,0,0,6,6,0,
27/03 08:43:37,0,0,1,0,0,3,3,0,1,1,3,
27/03 08:43:38,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:44:14,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:44:15,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:45:19,0,0,0,0,0,3,3,0,0,0,3,
27/03 08:45:48,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:46:19,0,0,3,0,0,0,0,0,3,3,0,
27/03 08:46:48,0,0,2,0,0,0,0,0,2,2,0,
27/03 08:47:25,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:48:27,0,0,0,0,0,2,2,0,0,0,2,
27/03 08:51:03,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:51:04,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:52:06,0,0,1,0,0,0,0,0,1,1,0,
27/03 08:54:15,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:55:17,0,0,3,0,0,0,0,0,3,3,0,
27/03 08:55:54,0,0,1,0,0,0,0,0,1,1,0,
27/03 08:56:59,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:57:28,0,0,0,0,0,1,1,0,0,0,1,
27/03 08:58:00,0,0,4,0,0,0,0,0,4,4,0,
27/03 08:59:33,0,0,2,0,0,2,2,0,2,2,2,
27/03 09:02:15,0,0,2,0,0,4,4,0,2,2,4,
27/03 09:03:48,0,0,0,0,0,2,2,0,0,0,2,
27/03 09:04:23,0,0,0,0,0,2,2,0,0,0,2,
27/03 09:04:49,0,0,1,0,0,0,0,0,1,1,0,
27/03 09:05:25,0,0,1,0,0,0,0,0,1,1,0,
27/03 09:06:30,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:06:58,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:07:31,0,0,1,0,0,0,0,0,1,1,0,
27/03 09:08:35,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:11:08,0,0,3,0,0,0,0,0,3,3,0,
27/03 09:11:42,0,0,1,0,0,0,0,0,1,1,0,
27/03 09:12:47,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:13:50,0,0,3,0,0,0,0,0,3,3,0,
27/03 09:15:23,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:15:24,0,0,1,0,0,1,1,0,1,1,1,
27/03 09:15:26,0,0,1,0,0,1,1,0,1,1,1,
27/03 09:15:57,0,0,1,0,0,1,1,0,1,1,1,
27/03 09:15:58,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:15:59,0,0,1,0,0,1,1,0,1,1,1,
27/03 09:18:05,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:18:06,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:19:06,0,0,2,0,0,0,0,0,2,2,0,
27/03 09:19:40,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:19:41,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:20:11,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:20:12,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:20:42,0,0,4,0,0,0,0,0,4,4,0,
27/03 09:22:52,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:23:19,0,0,4,0,0,0,0,0,4,4,0,
27/03 09:24:56,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:24:57,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:24:58,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:25:26,0,0,0,0,0,3,3,0,0,0,3,
27/03 09:25:27,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:25:59,0,0,2,0,0,0,0,0,2,2,0,
27/03 09:27:32,0,0,3,0,0,0,0,0,3,3,0,
27/03 09:28:08,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:28:09,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:28:37,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:29:40,0,0,0,0,0,2,2,0,0,0,2,
27/03 09:30:11,0,0,1,0,0,0,0,0,1,1,0,
27/03 09:30:42,0,0,2,0,0,0,0,0,2,2,0,
27/03 09:32:22,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:32:50,0,0,1,0,0,2,2,0,1,1,2,
27/03 09:33:25,0,0,1,0,0,0,0,0,1,1,0,
27/03 09:33:55,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:34:56,0,0,4,0,0,0,0,0,4,4,0,
27/03 09:35:36,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:37:04,0,0,0,0,0,4,4,0,0,0,4,
27/03 09:38:05,0,0,2,0,0,0,0,0,2,2,0,
27/03 09:40:12,0,0,0,0,0,2,2,0,0,0,2,
27/03 09:42:57,0,0,2,0,0,0,0,0,2,2,0,
27/03 09:43:18,0,0,2,0,0,0,0,0,2,2,0,
27/03 09:44:23,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:44:24,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:47:12,0,0,0,0,0,2,2,0,0,0,2,
27/03 09:47:32,0,0,5,0,0,0,0,0,5,5,0,
27/03 09:48:14,0,0,1,0,0,0,0,0,1,1,0,
27/03 09:49:40,0,0,1,0,0,2,2,0,1,1,2,
27/03 09:50:23,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:50:44,0,0,1,0,0,3,3,0,1,1,3,
27/03 09:51:47,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:52:20,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:53:21,0,0,3,0,0,0,0,0,3,3,0,
27/03 09:55:37,0,0,4,0,0,0,0,0,4,4,0,
27/03 09:56:32,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:56:33,0,0,0,0,0,2,2,0,0,0,2,
27/03 09:57:35,0,0,3,0,0,0,0,0,3,3,0,
27/03 09:59:41,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:59:42,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:59:43,0,0,0,0,0,1,1,0,0,0,1,
27/03 09:59:52,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:00:44,0,0,3,0,0,0,0,0,3,3,0,
27/03 10:02:00,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:02:01,0,0,1,0,0,2,2,0,1,1,2,
27/03 10:03:55,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:03:56,0,0,0,0,0,2,2,0,0,0,2,
27/03 10:04:14,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:04:56,0,0,5,0,0,0,0,0,5,5,0,
27/03 10:05:15,0,0,2,0,0,0,0,0,2,2,0,
27/03 10:07:03,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:07:04,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:07:05,0,0,0,0,0,3,3,0,0,0,3,
27/03 10:07:24,0,0,0,0,0,2,2,0,0,0,2,
27/03 10:10:33,0,0,1,0,0,0,0,0,1,1,0,
27/03 10:11:26,0,0,4,0,0,0,0,0,4,4,0,
27/03 10:12:43,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:13:34,0,0,0,0,0,4,4,0,0,0,4,
27/03 10:13:45,0,0,1,0,0,0,0,0,1,1,0,
27/03 10:15:54,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:16:43,0,0,1,0,0,0,0,0,1,1,0,
27/03 10:17:48,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:18:49,0,0,5,0,0,0,0,0,5,5,0,
27/03 10:20:56,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:20:57,0,0,1,0,0,4,4,0,1,1,4,
27/03 10:22:03,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:22:15,0,0,1,0,0,0,0,0,1,1,0,
27/03 10:24:25,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:25:10,0,0,2,0,0,0,0,0,2,2,0,
27/03 10:25:26,0,0,2,0,0,0,0,0,2,2,0,
27/03 10:27:17,0,0,0,0,0,2,2,0,0,0,2,
27/03 10:28:19,0,0,3,0,0,0,0,0,3,3,0,
27/03 10:29:23,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:29:42,0,0,0,0,0,2,2,0,0,0,2,
27/03 10:30:26,0,0,1,0,0,2,2,0,1,1,2,
27/03 10:31:30,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:31:45,0,0,3,0,0,0,0,0,3,3,0,
27/03 10:32:31,0,0,1,0,0,0,0,0,1,1,0,
27/03 10:33:36,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:34:38,0,0,3,0,0,0,0,0,3,3,0,
27/03 10:35:43,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:36:00,0,0,0,0,0,2,2,0,0,0,2,
27/03 10:36:01,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:36:45,0,0,0,0,0,2,2,0,0,0,2,
27/03 10:37:02,0,0,3,0,0,0,0,0,3,3,0,
27/03 10:37:48,0,0,1,0,0,0,0,0,1,1,0,
27/03 10:38:53,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:39:13,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:41:19,0,0,1,0,0,1,1,0,1,1,1,
27/03 10:41:20,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:43:02,0,0,1,0,0,0,0,0,1,1,0,
27/03 10:43:29,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:44:07,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:44:30,0,0,6,0,0,0,0,0,6,6,0,
27/03 10:45:08,0,0,5,0,0,0,0,0,5,5,0,
27/03 10:47:15,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:47:16,0,0,1,0,0,1,1,0,1,1,1,
27/03 10:48:20,0,0,0,0,0,3,3,0,0,0,3,
27/03 10:48:46,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:48:50,0,0,1,0,0,1,1,0,1,1,1,
27/03 10:48:52,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:49:53,0,0,4,0,0,0,0,0,4,4,0,
27/03 10:52:00,0,0,1,0,0,1,1,0,1,1,1,
27/03 10:53:04,0,0,0,0,0,2,2,0,0,0,2,
27/03 10:53:05,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:53:37,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:54:02,0,0,2,0,0,2,2,0,2,2,2,
27/03 10:54:03,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:54:09,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:54:37,0,0,5,0,0,0,0,0,5,5,0,
27/03 10:56:16,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:56:45,0,0,0,0,0,2,2,0,0,0,2,
27/03 10:57:49,0,0,1,0,0,3,3,0,1,1,3,
27/03 10:58:18,0,0,1,0,0,1,1,0,1,1,1,
27/03 10:58:20,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:58:54,0,0,0,0,0,1,1,0,0,0,1,
27/03 10:59:55,0,0,3,0,0,0,0,0,3,3,0,
27/03 11:00:28,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:01:28,0,0,3,0,0,0,0,0,3,3,0,
27/03 11:02:02,0,0,1,0,0,1,1,0,1,1,1,
27/03 11:02:03,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:03:08,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:04:08,0,0,1,0,0,0,0,0,1,1,0,
27/03 11:05:13,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:05:44,0,0,1,0,0,2,2,0,1,1,2,
27/03 11:05:45,0,0,1,0,0,1,1,0,1,1,1,
27/03 11:07:17,0,0,1,0,0,0,0,0,1,1,0,
27/03 11:08:22,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:09:24,0,0,2,0,0,0,0,0,2,2,0,
27/03 11:10:00,0,0,1,0,0,1,1,0,1,1,1,
27/03 11:10:01,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:10:28,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:10:29,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:11:30,0,0,1,0,0,0,0,0,1,1,0,
27/03 11:12:10,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:12:34,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:13:11,0,0,2,0,0,0,0,0,2,2,0,
27/03 11:13:35,0,0,5,0,0,0,0,0,5,5,0,
27/03 11:15:21,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:15:24,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:15:43,0,0,1,0,0,1,1,0,1,1,1,
27/03 11:15:44,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:17:08,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:17:09,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:17:52,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:18:29,0,0,5,0,0,0,0,0,5,5,0,
27/03 11:18:52,0,0,2,0,0,0,0,0,2,2,0,
27/03 11:20:38,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:21:00,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:22:45,0,0,1,0,0,3,3,0,1,1,3,
27/03 11:22:46,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:24:56,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:25:12,0,0,5,0,0,0,0,0,5,5,0,
27/03 11:27:19,0,0,1,0,0,2,2,0,1,1,2,
27/03 11:28:02,0,0,5,0,0,0,0,0,5,5,0,
27/03 11:28:24,0,0,1,0,0,3,3,0,1,1,3,
27/03 11:29:27,0,0,1,0,0,1,1,0,1,1,1,
27/03 11:30:32,0,0,1,0,0,1,1,0,1,1,1,
27/03 11:31:34,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:32:07,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:32:17,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:33:09,0,0,5,0,0,0,0,0,5,5,0,
27/03 11:34:25,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:34:26,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:34:27,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:35:16,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:35:17,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:35:18,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:35:32,0,0,2,0,0,0,0,0,2,2,0,
27/03 11:39:31,0,0,5,0,0,0,0,0,5,5,0,
27/03 11:39:48,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:41:38,0,0,1,0,0,1,1,0,1,1,1,
27/03 11:41:51,0,0,2,0,0,0,0,0,2,2,0,
27/03 11:43:46,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:43:47,0,0,0,0,0,4,4,0,0,0,4,
27/03 11:44:01,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:44:49,0,0,3,0,0,0,0,0,3,3,0,
27/03 11:46:56,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:46:57,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:47:58,0,0,3,0,0,0,0,0,3,3,0,
27/03 11:48:10,0,0,4,0,0,0,0,0,4,4,0,
27/03 11:49:04,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:50:05,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:50:20,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:51:07,0,0,4,0,0,0,0,0,4,4,0,
27/03 11:52:25,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:52:27,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:53:14,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:53:15,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:53:29,0,0,4,0,0,0,0,0,4,4,0,
27/03 11:55:18,0,0,1,0,0,0,0,0,1,1,0,
27/03 11:55:39,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:56:22,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:57:23,0,0,5,0,0,0,0,0,5,5,0,
27/03 11:57:44,0,0,0,0,0,2,2,0,0,0,2,
27/03 11:57:45,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:58:28,0,0,0,0,0,1,1,0,0,0,1,
27/03 11:58:47,0,0,1,0,0,0,0,0,1,1,0,
27/03 11:59:31,0,0,1,0,0,2,2,0,1,1,2,
27/03 11:59:32,0,0,0,0,0,2,2,0,0,0,2,
27/03 12:00:36,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:00:56,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:01:37,0,0,1,0,0,0,0,0,1,1,0,
27/03 12:01:58,0,0,2,0,0,0,0,0,2,2,0,
27/03 12:02:41,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:03:42,0,0,1,0,0,0,0,0,1,1,0,
27/03 12:04:47,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:06:13,0,0,1,0,0,2,2,0,1,1,2,
27/03 12:06:52,0,0,2,0,0,0,0,0,2,2,0,
27/03 12:07:57,0,0,0,0,0,2,2,0,0,0,2,
27/03 12:08:24,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:09:25,0,0,4,0,0,0,0,0,4,4,0,
27/03 12:11:03,0,0,1,0,0,0,0,0,1,1,0,
27/03 12:12:08,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:13:09,0,0,6,0,0,0,0,0,6,6,0,
27/03 12:13:38,0,0,0,0,0,2,2,0,0,0,2,
27/03 12:13:42,0,0,1,0,0,1,1,0,1,1,1,
27/03 12:13:44,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:15:16,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:15:17,0,0,0,0,0,2,2,0,0,0,2,
27/03 12:15:56,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:16:21,0,0,0,0,0,3,3,0,0,0,3,
27/03 12:16:58,0,0,3,0,0,0,0,0,3,3,0,
27/03 12:17:21,0,0,6,0,0,0,0,0,6,6,0,
27/03 12:19:28,0,0,0,0,0,1,1,0,0,0,1,
27/03 12:19:29,0,0,0,0,0,1,1,0,0,0,1,
