date,raidComb_SetPriTgtGenNum:01922,contCmd_SetCombState:05414,raidComb_SendMdmCombState:01610,contIniState_InitStateAccess:00164,raidComb_SetState:01843,raidComb_SetState:01702,raidComb_SetCombState:00128,raidComb_SendMdmCombState:01489,raidCombState_ValidateCombGen:12574,raidComb_SendMdmCombState:01439,raidComb_ValidateStateTransition:00901,raidComb_SendMdmCombState:01463,raidCombState_ValidateCombGen:12552,
25/03 22:47:06,39,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:48:54,34,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:51:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:53:11,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:53:31,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:55:20,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:55:35,21,21,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:56:22,33,31,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:56:38,21,20,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:58:44,42,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:00:52,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:01:42,32,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:03:00,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:06:59,23,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:09:37,18,17,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:11:42,31,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:12:16,37,33,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:14:52,32,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:17:00,28,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:21:13,22,22,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:23:20,32,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:26:29,40,37,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:28:12,37,36,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:29:39,30,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:31:23,30,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:34:35,21,21,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:34:57,44,40,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:37:45,34,32,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:38:06,40,31,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:42:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:46:37,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:48:43,35,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:50:52,38,35,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:51:34,25,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:54:45,42,41,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:55:05,18,17,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:57:12,23,21,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:58:18,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 23:59:20,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:00:21,10,10,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:02:28,28,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:04:19,24,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:04:37,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:05:38,26,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:07:30,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:09:51,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:10:43,29,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:10:44,3,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:13:01,23,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:14:07,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:17:13,30,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:19:16,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:19:19,31,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:22:26,35,34,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:22:28,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:24:35,26,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:25:36,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:27:43,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:29:49,31,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:29:51,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:33:04,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:34:03,36,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:36:15,42,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:38:18,32,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:40:25,35,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:43:34,16,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:45:40,13,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:46:43,38,34,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:50:04,36,36,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:50:59,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:53:16,37,36,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:54:07,27,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:56:26,24,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:57:16,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:59:24,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 00:59:38,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:00:25,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:03:35,28,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:04:55,29,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:05:42,31,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:07:48,38,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:08:05,28,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:10:57,31,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:11:17,18,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:13:03,26,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:14:29,37,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:19:24,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:21:31,22,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:24:01,18,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:24:40,28,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:26:45,34,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:26:46,3,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:27:11,30,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:31:02,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:31:27,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:32:29,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:34:12,19,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:35:41,31,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:36:42,34,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:37:22,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:40:32,27,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:41:59,19,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:43:00,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:44:44,30,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:44:45,1,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:45:10,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:46:12,27,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:47:56,24,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:49:25,25,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:50:01,31,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:52:38,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:53:13,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:55:49,24,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 01:56:56,28,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:01:10,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:03:16,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:06:25,27,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:06:27,33,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:08:31,30,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:11:41,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:11:44,18,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:13:48,30,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:15:54,31,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:17:01,26,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:18:00,27,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:20:09,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:22:19,29,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:23:17,32,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:27:34,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:29:38,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:29:46,30,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:30:40,30,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:30:41,3,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:37:00,18,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:38:18,2,2,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:39:19,26,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:41:14,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:43:20,20,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:44:21,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:44:36,28,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:46:28,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:49:55,22,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:50:42,21,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:53:06,22,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:53:51,27,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 02:58:04,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:00:11,25,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:00:33,29,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:03:20,20,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:04:21,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:07:29,24,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:08:01,24,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:09:36,25,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:11:11,37,36,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:11:41,36,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:14:22,32,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:16:57,19,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:18:02,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:19:38,31,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:20:06,25,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:23:16,14,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:27:30,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:29:10,31,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:29:11,1,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:29:36,24,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:34:54,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:35:35,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:36:36,28,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:38:04,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:40:12,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:43:20,24,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:45:08,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:46:09,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:47:11,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:47:34,30,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:52:28,34,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:54:26,20,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 03:57:35,23,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:01:01,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:02:03,24,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:02:53,16,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:06:02,31,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:07:21,20,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:09:34,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:11:19,17,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:12:38,27,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:13:26,27,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:15:32,22,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:15:51,26,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:18:42,22,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:21:51,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:24:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:25:01,31,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:25:26,26,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:29:42,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:30:21,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:32:26,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:35:00,25,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:36:41,29,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:38:50,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:42:27,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:43:02,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:44:08,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:45:37,26,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:46:12,18,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:48:18,28,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:48:48,44,38,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:53:37,20,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:57:20,37,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 04:59:26,24,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:01:32,39,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:03:42,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:05:49,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:07:55,15,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:08:00,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:09:01,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:10:02,27,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:11:10,22,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:15:18,17,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:16:27,34,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:18:27,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:20:43,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:22:39,34,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:22:51,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:25:48,38,34,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:28:08,23,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:28:57,26,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:31:03,22,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:36:19,34,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:36:38,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:37:40,36,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:40:32,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:42:38,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:44:43,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:45:05,44,36,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:46:49,20,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:47:55,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:48:57,25,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:54:14,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:56:21,25,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:56:47,35,33,0,0,0,0,0,0,0,0,0,0,0,
26/03 05:59:33,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:00:35,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:02:40,15,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:04:48,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:05:50,23,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:08:59,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:10:37,27,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:11:38,25,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:13:12,13,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:15:53,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:16:20,26,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:16:55,28,24,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:19:29,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:21:35,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:23:41,16,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:25:47,28,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:28:57,16,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:29:40,49,37,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:31:02,11,11,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:33:07,20,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:38:13,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:38:24,20,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:40:30,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:43:40,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:43:41,3,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:45:49,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:46:52,14,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:47:54,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:49:55,20,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:49:59,33,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:50:56,37,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:53:11,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 06:54:16,32,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:00:29,27,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:00:36,27,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:01:30,34,34,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:01:31,2,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:02:42,30,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:05:48,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:06:50,27,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:06:51,2,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:06:56,18,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:09:02,17,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:12:12,24,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:14:18,13,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:15:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:16:24,31,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:17:33,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:18:32,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:18:34,15,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:21:46,28,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:22:45,14,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:23:46,12,11,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:25:54,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:26:55,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:27:04,37,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:29:01,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:31:07,27,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:35:19,28,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:36:37,32,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:37:27,13,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:39:32,25,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:40:52,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:43:01,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:43:47,20,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:45:08,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:48:18,22,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:49:20,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:50:09,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:52:15,19,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:54:38,47,43,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:55:25,28,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:58:35,34,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 07:58:53,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:02:49,19,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:02:50,3,0,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:03:11,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:04:12,35,29,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:07:02,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:10:11,27,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:12:18,30,26,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:13:44,29,27,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:14:28,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:16:30,25,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:19:01,38,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:20:43,13,12,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:22:49,19,16,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:23:19,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:24:56,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:25:58,19,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:27:34,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:31:16,15,14,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:33:25,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:36:05,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:36:35,20,18,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:37:07,26,25,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:38:41,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:40:48,35,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:42:24,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:43:26,34,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:46:06,23,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:47:11,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:48:12,20,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:49:50,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:50:19,22,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:52:25,25,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:54:04,34,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:56:41,17,15,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:58:22,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 08:59:50,16,13,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:00:29,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:02:59,23,22,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:04:42,34,31,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:06:08,21,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:08:17,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:08:59,2,2,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:11:10,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:11:26,17,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:12:12,33,32,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:12:31,1,1,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:13:32,10,9,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:15:39,22,20,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:18:48,19,19,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:19:39,18,17,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:19:50,23,23,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:21:57,42,35,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:24:56,30,30,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:27:47,34,28,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:28:07,21,21,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:29:09,48,42,0,0,0,0,0,0,0,0,0,0,0,
26/03 09:33:03,29,24,0,0,0,0,0,0,0,0,0,0,0,
