date,raidComb_SetPriTgtGenNum:01922,contCmd_SetCombState:05414,raidComb_SendMdmCombState:01610,contIniState_InitStateAccess:00164,raidComb_SetState:01843,raidComb_SetState:01702,raidComb_SetCombState:00128,raidComb_SendMdmCombState:01489,raidCombState_ValidateCombGen:12574,raidComb_SendMdmCombState:01439,raidComb_ValidateStateTransition:00901,raidComb_SendMdmCombState:01463,raidCombState_ValidateCombGen:12552,
25/03 14:30:14,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:30:16,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:30:55,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:30:56,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:31:11,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:31:55,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:31:56,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:32:11,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:32:12,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:32:57,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:32:59,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:33:13,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:33:55,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:33:56,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:34:09,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:34:10,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:34:56,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:34:57,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:35:10,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:35:12,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:36:04,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:36:17,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:36:19,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:37:02,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:37:17,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:37:19,5,5,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:37:59,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:38:01,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:38:16,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:38:17,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:39:00,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:39:01,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:39:16,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:39:58,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:39:59,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:40:14,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:40:15,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:40:58,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:41:14,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:41:15,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:41:59,0,0,0,0,0,0,1,0,0,0,0,0,0,
25/03 14:42:00,3,3,0,0,1,0,3,0,0,0,0,0,0,
25/03 14:42:01,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:42:05,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:42:06,5,5,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:42:58,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:42:59,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:43:02,0,0,0,0,0,0,1,0,0,0,0,0,0,
25/03 14:43:03,2,2,0,0,1,1,3,0,0,0,0,0,0,
25/03 14:43:04,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:43:56,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:43:57,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:44:00,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:44:01,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:44:58,0,0,0,0,0,0,1,0,0,0,0,0,0,
25/03 14:44:59,4,4,0,0,1,0,3,0,0,0,0,0,0,
25/03 14:45:03,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:45:04,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:45:56,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:46:00,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:46:02,6,6,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:46:53,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:46:55,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:46:58,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:46:59,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:47:51,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:47:53,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:47:56,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:47:57,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:48:49,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:48:50,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:48:53,1,1,0,0,0,1,2,0,0,0,0,0,0,
25/03 14:48:54,2,2,0,0,1,0,2,0,0,0,0,0,0,
25/03 14:48:55,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:49:47,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:49:48,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:49:51,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:49:53,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:50:45,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:50:46,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:50:49,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:50:50,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:51:42,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:51:44,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:51:47,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:51:48,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:52:44,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:52:46,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:52:48,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:52:49,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:52:50,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:53:43,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:53:44,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:53:46,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:53:47,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:53:48,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:54:40,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:54:42,4,4,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:54:45,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:54:46,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:55:38,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:55:39,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:55:42,0,0,0,0,0,0,1,0,0,0,0,0,0,
25/03 14:55:43,2,2,0,0,1,1,3,0,0,0,0,0,0,
25/03 14:55:44,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:56:41,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:56:42,5,5,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:56:46,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:56:48,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:57:40,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:57:42,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:57:45,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:57:46,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 14:58:39,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:58:44,3,3,0,0,1,1,4,0,0,0,0,0,0,
25/03 14:59:37,4,4,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:59:41,2,2,0,0,1,0,4,0,0,0,0,0,0,
25/03 14:59:42,3,3,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:00:36,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 15:00:37,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:00:41,3,3,0,0,1,0,4,0,0,0,0,0,0,
25/03 15:00:42,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:01:35,2,2,0,0,1,1,4,0,0,0,0,0,0,
25/03 15:01:37,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:01:39,5,5,0,0,0,0,2,0,0,0,0,0,0,
25/03 15:02:28,1,1,0,0,0,1,2,0,0,0,0,0,0,
25/03 15:02:29,285,254,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:05:39,41,41,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:06:41,36,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:08:50,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:13:02,29,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:14:26,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:15:11,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:16:42,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:16:43,2,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:19:24,21,20,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:20:59,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:21:30,42,40,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:23:04,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:25:44,44,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:27:22,2,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:34:12,26,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:37:22,24,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:38:24,34,32,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:41:05,2,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:41:34,39,35,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:43:21,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:44:50,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:46:51,23,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:46:52,1,0,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:50:00,29,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:53:59,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:54:13,33,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:58:27,9,9,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:59:01,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:59:28,25,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 15:59:29,1,0,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:01:37,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:03:42,29,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:05:58,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:06:52,29,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:10:01,24,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:10:57,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:12:06,18,18,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:13:09,26,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:13:13,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:15:14,24,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:18:23,32,27,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:20:26,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:20:55,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:22:40,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:24:44,21,20,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:26:32,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:27:30,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:27:54,27,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:31:03,18,18,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:34:12,35,35,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:36:02,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:37:21,28,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:40:17,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:40:18,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:40:29,29,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:44:26,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:45:45,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:46:51,40,39,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:48:50,2,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:50:01,21,20,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:52:08,42,36,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:52:58,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:53:06,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:53:07,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:55:21,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:57:23,2,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 16:59:12,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:00:37,25,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:01:38,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:02:25,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:02:43,37,35,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:05:52,42,41,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:07:58,41,40,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:09:01,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:11:55,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:13:15,21,21,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:13:17,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:13:28,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:14:23,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:15:22,36,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:17:33,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:18:55,2,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:19:05,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:21:49,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:22:47,20,20,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:23:21,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:24:52,32,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:27:00,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:28:02,30,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:31:11,27,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:31:53,2,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:34:20,19,19,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:36:26,28,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:38:52,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:39:34,28,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:40:25,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:41:39,30,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:43:45,27,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:47:58,19,16,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:47:59,2,0,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:51:40,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:53:12,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:53:16,26,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:55:23,24,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:57:29,25,20,0,0,0,0,0,0,0,0,0,0,0,
25/03 17:59:36,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:00:38,30,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:01:39,28,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:01:44,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:04:48,33,32,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:06:00,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:06:56,18,18,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:09:01,30,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:10:16,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:12:39,91,59,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:14:19,16,15,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:16:25,24,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:16:56,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:18:30,28,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:24:51,46,37,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:33:52,23,22,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:35:57,34,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:40:10,19,19,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:41:16,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:42:18,18,18,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:42:29,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:43:55,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:44:24,26,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:46:30,35,33,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:46:45,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:48:39,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:52:52,19,18,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:55:00,27,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:56:00,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 18:59:14,79,58,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:00:17,31,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:03:27,18,18,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:07:40,29,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:09:47,22,22,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:13:00,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:14:02,37,35,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:16:11,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:17:15,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:20:23,19,19,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:24:51,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:26:45,31,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:27:50,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:28:51,32,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:30:59,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:33:08,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:33:20,60,49,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:34:10,29,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:35:11,40,37,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:37:36,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:37:38,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:39:28,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:40:29,28,27,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:43:39,41,41,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:45:46,31,27,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:49:59,25,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:51:05,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:55:16,29,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:57:24,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:57:48,42,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 19:59:30,26,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:02:05,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:02:39,39,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:06:54,32,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:08:31,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:09:32,39,35,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:11:09,18,18,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:13:14,37,36,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:20:07,31,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:23:16,24,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:28:33,36,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:31:10,41,39,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:33:51,19,17,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:34:56,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:35:28,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:37:01,24,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:39:42,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:39:43,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:40:14,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:41:15,25,25,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:42:18,31,31,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:42:53,49,44,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:44:24,28,27,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:49:41,37,36,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:51:49,33,30,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:55:17,40,40,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:56:18,39,36,0,0,0,0,0,0,0,0,0,0,0,
25/03 20:59:56,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:01:22,46,41,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:01:34,32,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:07:44,22,22,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:09:02,30,27,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:11:57,27,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:14:21,33,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:18:21,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:19:22,32,27,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:21:30,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:23:37,25,23,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:25:43,35,33,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:26:05,28,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:27:06,41,36,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:28:52,27,27,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:30:57,18,18,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:33:04,42,38,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:35:13,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:36:17,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:36:39,28,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:37:19,35,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:37:40,41,35,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:39:24,30,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:42:34,36,36,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:44:40,30,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:47:49,24,22,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:49:26,30,29,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:52:01,24,22,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:54:07,36,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:54:43,35,32,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:56:15,2,2,0,0,0,0,0,0,0,0,0,0,0,
25/03 21:59:23,37,32,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:00:02,47,40,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:05:46,38,35,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:10:31,27,27,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:11:50,28,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:13:41,24,24,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:15:00,35,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:17:53,19,17,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:18:11,22,21,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:23:11,30,28,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:23:28,25,22,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:27:25,24,21,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:28:46,27,26,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:30:56,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:33:24,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:34:03,38,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:36:36,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:37:37,21,21,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:39:43,22,22,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:40:31,1,1,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:41:49,38,34,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:43:35,18,17,0,0,0,0,0,0,0,0,0,0,0,
25/03 22:43:56,1,1,0,0,0,0,0,0,0,0,0,0,0,
