date,contCmd_SetCombState:05414,contDevMngr_HardenAllCombs:08249,phyDev_HardenAllCombs:02658,raidComb_SetCombState:00128,
30/03 02:34:21,1,0,0,0,
30/03 02:34:23,13,0,0,0,
30/03 02:35:01,0,1,0,0,
30/03 02:35:17,2,0,0,0,
30/03 02:35:39,1,0,0,0,
30/03 02:35:44,2,0,0,0,
30/03 02:35:50,1,0,0,0,
30/03 02:36:16,3,0,0,0,
30/03 02:36:25,0,1,0,0,
30/03 02:36:33,2,0,0,0,
30/03 02:37:37,0,1,0,0,
30/03 02:38:47,0,1,0,0,
30/03 02:39:51,0,1,0,0,
30/03 02:40:52,0,1,0,0,
30/03 02:41:59,0,1,0,0,
30/03 02:43:07,0,1,0,0,
30/03 02:44:12,0,1,0,0,
30/03 02:45:16,0,1,0,0,
30/03 02:46:20,0,1,0,0,
30/03 02:47:27,0,1,0,0,
30/03 02:48:30,1,0,0,0,
30/03 02:48:37,0,1,0,0,
30/03 02:49:32,2,0,0,0,
30/03 02:49:52,0,1,0,0,
30/03 02:50:41,1,0,0,0,
30/03 02:50:58,0,1,0,0,
30/03 02:51:06,1,0,0,0,
30/03 02:52:00,0,1,0,0,
30/03 02:52:06,8,0,0,0,
30/03 02:52:08,3,0,0,0,
30/03 02:52:26,1,0,0,0,
30/03 02:52:57,4,0,0,0,
30/03 02:53:03,0,1,0,0,
30/03 02:53:09,3,0,0,0,
30/03 02:53:44,4,0,0,0,
30/03 02:54:08,0,1,0,0,
30/03 02:55:10,0,1,0,0,
30/03 02:56:14,0,1,0,0,
30/03 02:57:21,0,1,0,0,
30/03 02:58:25,0,1,0,0,
30/03 02:59:32,0,1,0,0,
30/03 03:00:40,0,1,0,0,
30/03 03:01:53,0,1,0,0,
30/03 03:02:56,0,1,0,0,
30/03 03:03:57,0,1,0,0,
30/03 03:04:26,4,0,0,0,
30/03 03:05:05,0,1,0,0,
30/03 03:05:31,2,0,0,0,
30/03 03:06:11,0,1,0,0,
30/03 03:06:16,2,0,0,0,
30/03 03:06:22,1,0,0,0,
30/03 03:07:11,4,0,0,0,
30/03 03:07:17,0,1,0,0,
30/03 03:07:42,5,0,0,0,
30/03 03:08:23,0,1,0,0,
30/03 03:08:31,2,0,0,0,
30/03 03:09:31,0,1,0,0,
30/03 03:10:40,0,1,0,0,
30/03 03:11:48,0,1,0,0,
30/03 03:12:57,0,1,0,0,
30/03 03:14:01,0,1,0,0,
30/03 03:15:02,0,1,0,0,
30/03 03:16:07,0,1,0,0,
30/03 03:16:36,3,0,0,0,
30/03 03:16:38,1,0,0,0,
30/03 03:17:10,0,1,0,0,
30/03 03:17:51,1,0,0,0,
30/03 03:18:18,0,1,0,0,
30/03 03:18:29,3,0,0,0,
30/03 03:19:22,0,1,0,0,
30/03 03:19:54,2,0,0,0,
30/03 03:20:28,0,1,0,0,
30/03 03:21:37,0,1,0,0,
30/03 03:22:05,3,0,0,0,
30/03 03:22:44,0,1,0,0,
30/03 03:23:00,2,0,0,0,
30/03 03:23:27,1,0,0,0,
30/03 03:23:50,0,1,0,0,
30/03 03:24:53,0,1,0,0,
30/03 03:25:39,2,0,0,0,
30/03 03:25:57,0,1,0,0,
30/03 03:26:33,2,0,0,0,
30/03 03:27:02,0,1,0,0,
30/03 03:28:02,0,1,0,0,
30/03 03:29:13,0,1,0,0,
30/03 03:30:17,0,1,0,0,
30/03 03:31:21,0,1,0,0,
30/03 03:32:28,0,1,0,0,
30/03 03:33:35,0,1,0,0,
30/03 03:34:43,0,1,0,0,
30/03 03:35:48,0,1,0,0,
30/03 03:36:48,0,1,0,0,
30/03 03:37:54,0,1,0,0,
30/03 03:38:57,0,1,0,0,
30/03 03:40:03,0,1,0,0,
30/03 03:41:06,0,1,0,0,
30/03 03:42:11,0,1,0,0,
30/03 03:43:21,0,1,0,0,
30/03 03:44:26,0,1,0,0,
30/03 03:45:33,0,1,0,0,
30/03 03:46:35,0,1,0,0,
30/03 03:47:39,0,1,0,0,
30/03 03:48:43,0,1,0,0,
30/03 03:49:51,0,1,0,0,
30/03 03:50:57,0,1,0,0,
30/03 03:52:03,0,1,0,0,
30/03 03:53:06,0,1,0,0,
30/03 03:54:14,0,1,0,0,
30/03 03:55:22,0,1,0,0,
30/03 03:56:32,0,1,0,0,
30/03 03:57:38,0,1,0,0,
30/03 03:58:40,0,1,0,0,
30/03 03:59:41,0,1,0,0,
30/03 04:00:48,0,1,0,0,
30/03 04:01:55,0,1,0,0,
30/03 04:02:31,3,0,0,0,
30/03 04:03:01,0,1,0,0,
30/03 04:03:46,3,0,0,0,
30/03 04:04:07,0,1,0,0,
30/03 04:05:13,0,1,0,0,
30/03 04:06:06,2,0,0,0,
30/03 04:06:24,0,1,0,0,
30/03 04:07:28,0,1,0,0,
30/03 04:08:36,0,1,0,0,
30/03 04:09:35,2,0,0,0,
30/03 04:09:38,0,1,0,0,
30/03 04:10:42,0,1,0,0,
30/03 04:11:51,0,1,0,0,
30/03 04:12:56,0,1,0,0,
30/03 04:14:00,2,0,0,0,
30/03 04:14:05,0,1,0,0,
30/03 04:15:12,0,1,0,0,
30/03 04:16:18,0,1,0,0,
30/03 04:17:25,0,1,0,0,
30/03 04:18:31,0,1,0,0,
30/03 04:19:39,0,1,0,0,
30/03 04:20:41,0,1,0,0,
30/03 04:21:42,0,1,0,0,
30/03 04:22:50,0,1,0,0,
30/03 04:23:52,0,1,0,0,
30/03 04:24:55,0,1,0,0,
30/03 04:26:03,0,1,0,0,
30/03 04:27:09,0,1,0,0,
30/03 04:28:19,0,1,0,0,
30/03 04:29:29,0,1,0,0,
30/03 04:30:38,0,1,0,0,
30/03 04:31:42,0,1,0,0,
30/03 04:32:44,0,1,0,0,
30/03 04:33:49,0,1,0,0,
30/03 04:34:52,0,1,0,0,
30/03 04:35:57,0,1,0,0,
30/03 04:37:04,0,1,0,0,
30/03 04:38:08,0,1,0,0,
30/03 04:39:15,0,1,0,0,
30/03 04:40:24,0,1,0,0,
30/03 04:41:31,0,1,0,0,
30/03 04:42:35,0,1,0,0,
30/03 04:43:37,0,1,0,0,
30/03 04:44:41,0,1,0,0,
30/03 04:45:43,0,1,0,0,
30/03 04:46:49,0,1,0,0,
30/03 04:47:57,0,1,0,0,
30/03 04:49:02,0,1,0,0,
30/03 04:49:50,95,0,0,0,
30/03 04:49:51,1,0,0,0,
30/03 04:49:52,1,0,0,0,
30/03 04:50:11,0,1,0,0,
30/03 04:51:24,0,1,0,0,
30/03 04:52:30,1,1,0,0,
30/03 04:53:41,0,1,0,0,
30/03 04:54:43,0,1,0,0,
30/03 04:54:44,34,0,0,13,
30/03 04:54:45,52,0,0,25,
30/03 04:54:46,14,0,0,7,
30/03 04:54:47,6,0,0,7,
30/03 04:54:48,4,0,0,4,
30/03 04:54:49,3,0,0,5,
30/03 04:54:51,6,0,0,6,
30/03 04:54:53,22,0,0,17,
30/03 04:54:54,8,0,0,7,
30/03 04:54:55,18,0,0,22,
30/03 04:54:56,35,0,0,34,
30/03 04:54:57,18,0,0,11,
30/03 04:54:58,16,0,0,10,
30/03 04:54:59,12,0,0,15,
30/03 04:55:00,3,0,0,1,
30/03 04:55:03,9,0,0,11,
30/03 04:55:04,30,0,0,16,
30/03 04:55:05,17,0,0,22,
30/03 04:55:06,29,0,0,22,
30/03 04:55:07,9,0,0,5,
30/03 04:55:08,11,0,0,9,
30/03 04:55:09,13,0,0,13,
30/03 04:55:10,5,0,0,6,
30/03 04:55:11,1,0,0,1,
30/03 04:55:12,5,0,0,1,
30/03 04:55:13,8,0,0,2,
30/03 04:55:14,17,0,0,14,
30/03 04:55:15,3,0,0,3,
30/03 04:55:16,13,0,0,10,
30/03 04:55:17,11,0,0,13,
30/03 04:55:18,14,0,0,6,
30/03 04:55:19,7,0,0,7,
30/03 04:55:20,28,0,0,24,
30/03 04:55:21,4,0,0,4,
30/03 04:55:22,8,0,0,4,
30/03 04:55:23,2,0,0,2,
30/03 04:55:24,10,0,0,5,
30/03 04:55:25,13,0,0,11,
30/03 04:55:26,2,0,0,2,
30/03 04:55:27,4,0,0,1,
30/03 04:55:28,9,0,0,10,
30/03 04:55:29,27,0,0,20,
30/03 04:55:30,17,0,0,22,
30/03 04:55:31,29,0,0,21,
30/03 04:55:32,1,0,0,1,
30/03 04:55:33,1,0,0,0,
30/03 04:55:34,8,0,0,5,
30/03 04:55:35,1,0,0,1,
30/03 04:55:36,9,0,0,4,
30/03 04:55:37,4,0,0,6,
30/03 04:55:38,11,0,0,11,
30/03 04:55:39,4,0,0,4,
30/03 04:55:40,5,0,0,3,
30/03 04:55:42,27,0,0,27,
30/03 04:55:43,18,0,0,25,
30/03 04:55:44,3,0,0,2,
30/03 04:55:45,4,0,0,1,
30/03 04:55:46,0,1,0,0,
30/03 04:55:47,3,0,0,0,
30/03 04:56:11,1,0,0,0,
30/03 04:57:00,0,1,0,0,
30/03 04:57:02,2,0,0,0,
30/03 04:57:27,2,0,0,0,
30/03 04:58:02,2,0,0,0,
30/03 04:58:05,0,1,0,0,
30/03 04:58:20,3,0,0,0,
30/03 04:58:25,1,0,0,0,
30/03 04:59:06,0,1,0,0,
30/03 04:59:11,2,0,0,0,
30/03 04:59:47,1,0,0,0,
30/03 04:59:56,2,0,0,0,
30/03 05:00:09,0,1,0,0,
30/03 05:00:38,1,0,0,0,
30/03 05:00:40,1,0,0,0,
30/03 05:00:56,3,0,0,0,
30/03 05:01:15,0,1,0,0,
30/03 05:02:16,1,0,0,0,
30/03 05:02:18,0,1,0,0,
30/03 05:03:25,0,1,0,0,
30/03 05:04:30,0,1,0,0,
30/03 05:04:32,1,0,0,0,
30/03 05:05:35,0,1,0,0,
30/03 05:06:38,0,1,0,0,
30/03 05:06:45,3,0,0,0,
30/03 05:06:49,1,0,0,0,
30/03 05:07:47,0,1,0,0,
30/03 05:07:51,5,0,0,0,
30/03 05:07:56,1,0,0,0,
30/03 05:08:39,1,0,0,0,
30/03 05:08:43,2,0,0,0,
30/03 05:08:49,0,1,0,0,
30/03 05:08:53,2,0,0,0,
30/03 05:08:55,1,0,0,0,
30/03 05:09:56,0,1,0,0,
30/03 05:11:00,0,1,0,0,
30/03 05:11:13,2,0,0,0,
30/03 05:12:02,0,1,0,0,
30/03 05:12:18,3,0,0,0,
30/03 05:12:20,2,0,0,0,
30/03 05:13:10,0,1,0,0,
30/03 05:13:34,3,0,0,0,
30/03 05:14:07,2,0,0,0,
30/03 05:14:09,1,0,0,0,
30/03 05:14:16,0,1,0,0,
30/03 05:15:21,0,1,0,0,
30/03 05:15:29,1,0,0,0,
30/03 05:15:33,2,0,0,0,
30/03 05:16:23,0,1,0,0,
30/03 05:17:02,1,0,0,0,
30/03 05:17:26,0,1,0,0,
30/03 05:18:32,0,1,0,0,
30/03 05:19:15,1,0,0,0,
30/03 05:19:34,0,1,0,0,
30/03 05:20:40,0,1,0,0,
30/03 05:21:49,0,1,0,0,
30/03 05:22:52,0,1,0,0,
30/03 05:23:16,2,0,0,0,
30/03 05:23:57,0,1,0,0,
30/03 05:25:02,0,1,0,0,
30/03 05:26:03,1,0,0,0,
30/03 05:26:12,0,1,0,0,
30/03 05:26:36,3,0,0,0,
30/03 05:27:14,0,1,0,0,
30/03 05:27:56,2,0,0,0,
30/03 05:28:07,1,0,0,0,
30/03 05:28:10,1,0,0,0,
30/03 05:28:19,0,1,0,0,
30/03 05:28:54,2,0,0,0,
30/03 05:29:20,0,1,0,0,
30/03 05:29:36,2,0,0,0,
30/03 05:30:09,1,0,0,0,
30/03 05:30:12,1,0,0,0,
30/03 05:30:22,0,1,0,0,
30/03 05:30:27,3,0,0,0,
30/03 05:30:29,1,0,0,0,
30/03 05:31:12,2,0,0,0,
30/03 05:31:27,2,0,0,0,
30/03 05:31:28,0,1,0,0,
30/03 05:32:32,0,1,0,0,
30/03 05:33:35,0,1,0,0,
30/03 05:34:45,0,1,0,0,
30/03 05:35:50,0,1,0,0,
30/03 05:37:01,0,1,0,0,
30/03 05:38:07,0,1,0,0,
30/03 05:38:37,1,0,0,0,
30/03 05:38:43,3,0,0,0,
30/03 05:38:50,1,0,0,0,
30/03 05:39:12,0,1,0,0,
30/03 05:40:16,0,1,0,0,
30/03 05:41:17,0,1,0,0,
30/03 05:41:32,2,0,0,0,
30/03 05:41:50,1,0,0,0,
30/03 05:42:10,1,0,0,0,
30/03 05:42:12,5,0,0,0,
30/03 05:42:23,0,1,0,0,
30/03 05:43:26,0,1,0,0,
30/03 05:44:16,1,0,0,0,
30/03 05:44:30,0,1,0,0,
30/03 05:45:37,0,1,0,0,
30/03 05:46:16,1,0,0,0,
30/03 05:46:24,1,0,0,0,
30/03 05:46:27,1,0,0,0,
30/03 05:46:39,3,0,0,0,
30/03 05:46:44,0,1,0,0,
30/03 05:46:56,2,0,0,0,
30/03 05:47:39,1,0,0,0,
30/03 05:47:52,0,1,0,0,
30/03 05:47:54,2,0,0,0,
30/03 05:48:43,5,0,0,0,
30/03 05:48:55,0,1,0,0,
30/03 05:49:58,0,1,0,0,
30/03 05:51:04,0,1,0,0,
30/03 05:52:08,0,1,0,0,
30/03 05:53:12,0,1,0,0,
30/03 05:54:17,0,1,0,0,
30/03 05:55:14,2,0,0,0,
30/03 05:55:21,0,1,0,0,
30/03 05:56:01,2,0,0,0,
30/03 05:56:04,2,0,0,0,
30/03 05:56:29,0,1,0,0,
30/03 05:57:33,0,1,0,0,
30/03 05:57:52,3,0,0,0,
30/03 05:58:31,2,0,0,0,
30/03 05:58:35,1,0,0,0,
30/03 05:58:42,0,1,0,0,
30/03 05:59:46,0,1,0,0,
30/03 06:00:47,0,1,0,0,
30/03 06:01:28,1,0,0,0,
30/03 06:01:53,0,1,0,0,
30/03 06:02:23,3,0,0,0,
30/03 06:02:32,5,0,0,0,
30/03 06:02:54,0,1,0,0,
30/03 06:03:23,4,0,0,0,
30/03 06:03:24,1,0,0,0,
30/03 06:03:59,0,1,0,0,
30/03 06:04:11,6,0,0,0,
30/03 06:05:03,0,1,0,0,
30/03 06:06:08,0,1,0,0,
30/03 06:07:12,0,1,0,0,
30/03 06:08:22,0,1,0,0,
30/03 06:09:29,0,1,0,0,
30/03 06:10:19,2,0,0,0,
30/03 06:10:30,1,0,0,0,
30/03 06:10:36,0,1,0,0,
30/03 06:11:15,2,0,0,0,
30/03 06:11:19,1,0,0,0,
30/03 06:11:37,0,1,0,0,
30/03 06:12:32,2,0,0,0,
30/03 06:12:34,1,0,0,0,
30/03 06:12:42,0,1,0,0,
30/03 06:13:30,4,0,0,0,
30/03 06:13:49,0,1,0,0,
30/03 06:14:17,2,0,0,0,
30/03 06:14:54,0,1,0,0,
30/03 06:15:03,1,0,0,0,
30/03 06:15:56,0,1,0,0,
30/03 06:16:58,0,1,0,0,
30/03 06:18:02,0,1,0,0,
30/03 06:18:23,1,0,0,0,
30/03 06:18:26,1,0,0,0,
30/03 06:19:07,1,0,0,0,
30/03 06:19:12,0,1,0,0,
30/03 06:19:58,4,0,0,0,
30/03 06:19:59,1,0,0,0,
30/03 06:20:01,1,0,0,0,
30/03 06:20:10,2,0,0,0,
30/03 06:20:12,1,0,0,0,
30/03 06:20:21,0,1,0,0,
30/03 06:20:45,5,0,0,0,
30/03 06:21:26,0,1,0,0,
30/03 06:21:38,2,0,0,0,
30/03 06:21:58,2,0,0,0,
30/03 06:22:27,0,1,0,0,
30/03 06:22:32,1,0,0,0,
30/03 06:23:32,0,1,0,0,
30/03 06:24:41,0,1,0,0,
30/03 06:25:18,2,0,0,0,
30/03 06:25:46,0,1,0,0,
30/03 06:26:50,0,1,0,0,
30/03 06:27:03,3,0,0,0,
30/03 06:27:53,0,1,0,0,
30/03 06:28:51,2,0,0,0,
30/03 06:28:56,0,1,0,0,
30/03 06:30:05,0,1,0,0,
30/03 06:30:09,1,0,0,0,
30/03 06:30:32,4,0,0,0,
30/03 06:30:36,1,0,0,0,
30/03 06:31:11,0,1,0,0,
30/03 06:32:19,0,1,0,0,
30/03 06:33:19,0,1,0,0,
30/03 06:34:25,3,1,0,0,
30/03 06:35:09,2,0,0,0,
30/03 06:35:31,0,1,0,0,
30/03 06:36:34,0,1,0,0,
30/03 06:37:39,0,1,0,0,
30/03 06:38:02,1,0,0,0,
30/03 06:38:18,1,0,0,0,
30/03 06:38:43,0,1,0,0,
30/03 06:38:51,1,0,0,0,
30/03 06:39:48,0,1,0,0,
30/03 06:40:57,0,1,0,0,
30/03 06:42:01,0,1,0,0,
30/03 06:42:44,2,0,0,0,
30/03 06:42:46,1,0,0,0,
30/03 06:42:48,1,0,0,0,
30/03 06:43:09,0,1,0,0,
30/03 06:44:07,1,0,0,0,
30/03 06:44:12,0,1,0,0,
30/03 06:45:17,0,1,0,0,
30/03 06:46:23,0,1,0,0,
30/03 06:47:13,4,0,0,0,
30/03 06:47:24,0,1,0,0,
30/03 06:48:02,5,0,0,0,
30/03 06:48:31,0,1,0,0,
30/03 06:48:58,4,0,0,0,
30/03 06:49:37,0,1,0,0,
30/03 06:50:39,0,1,0,0,
30/03 06:51:00,2,0,0,0,
30/03 06:51:45,0,1,0,0,
30/03 06:52:47,0,1,0,0,
30/03 06:53:22,2,0,0,0,
30/03 06:53:23,1,0,0,0,
30/03 06:53:41,2,0,0,0,
30/03 06:53:54,0,1,0,0,
30/03 06:54:57,0,1,0,0,
30/03 06:54:58,3,0,0,0,
30/03 06:55:02,1,0,0,0,
30/03 06:55:07,1,0,0,0,
30/03 06:56:01,0,1,0,0,
30/03 06:57:07,0,1,0,0,
30/03 06:57:45,3,0,0,0,
30/03 06:58:08,0,1,0,0,
30/03 06:58:39,3,0,0,0,
30/03 06:59:13,0,1,0,0,
30/03 06:59:30,1,0,0,0,
30/03 07:00:16,0,1,0,0,
30/03 07:01:17,0,1,0,0,
30/03 07:02:22,0,1,0,0,
30/03 07:03:28,0,1,0,0,
30/03 07:03:43,2,0,0,0,
30/03 07:04:36,1,1,0,0,
30/03 07:05:27,1,0,0,0,
30/03 07:05:41,0,1,0,0,
30/03 07:06:44,0,1,0,0,
30/03 07:07:33,1,0,0,0,
30/03 07:07:34,1,0,0,0,
30/03 07:07:49,0,1,0,0,
30/03 07:08:26,1,0,0,0,
30/03 07:08:50,1,0,0,0,
30/03 07:08:52,0,1,0,0,
30/03 07:09:14,2,0,0,0,
30/03 07:09:54,0,1,0,0,
30/03 07:10:58,0,1,0,0,
30/03 07:12:00,0,1,0,0,
30/03 07:12:51,4,0,0,0,
30/03 07:12:52,1,0,0,0,
30/03 07:13:05,0,1,0,0,
30/03 07:13:09,4,0,0,0,
30/03 07:14:12,0,1,0,0,
30/03 07:15:09,2,0,0,0,
30/03 07:15:14,0,1,0,0,
30/03 07:15:42,1,0,0,0,
30/03 07:15:56,1,0,0,0,
30/03 07:15:59,5,0,0,0,
30/03 07:16:21,0,1,0,0,
30/03 07:17:24,0,1,0,0,
30/03 07:18:31,0,1,0,0,
30/03 07:19:38,0,1,0,0,
30/03 07:20:21,3,0,0,0,
30/03 07:20:24,1,0,0,0,
30/03 07:20:36,2,0,0,0,
30/03 07:20:45,0,1,0,0,
30/03 07:21:52,0,1,0,0,
30/03 07:22:55,0,1,0,0,
30/03 07:23:58,0,1,0,0,
30/03 07:24:24,2,0,0,0,
30/03 07:25:06,0,1,0,0,
30/03 07:25:15,3,0,0,0,
30/03 07:25:21,1,0,0,0,
30/03 07:25:25,2,0,0,0,
30/03 07:26:13,0,1,0,0,
30/03 07:27:19,0,1,0,0,
30/03 07:28:21,0,1,0,0,
30/03 07:29:31,0,1,0,0,
30/03 07:29:47,1,0,0,0,
30/03 07:29:50,1,0,0,0,
30/03 07:30:35,0,1,0,0,
30/03 07:31:12,2,0,0,0,
30/03 07:31:37,0,1,0,0,
30/03 07:32:42,0,1,0,0,
30/03 07:33:25,2,0,0,0,
30/03 07:33:47,0,1,0,0,
30/03 07:34:16,1,0,0,0,
30/03 07:34:36,4,0,0,0,
30/03 07:34:49,0,1,0,0,
30/03 07:35:56,0,1,0,0,
30/03 07:37:04,0,1,0,0,
30/03 07:38:12,0,1,0,0,
30/03 07:39:14,0,1,0,0,
30/03 07:40:17,0,1,0,0,
30/03 07:40:25,1,0,0,0,
30/03 07:40:34,1,0,0,0,
30/03 07:41:22,0,1,0,0,
30/03 07:42:24,0,1,0,0,
30/03 07:42:51,2,0,0,0,
30/03 07:43:29,0,1,0,0,
30/03 07:43:56,1,0,0,0,
30/03 07:44:32,0,1,0,0,
30/03 07:44:52,2,0,0,0,
30/03 07:45:35,0,1,0,0,
30/03 07:45:47,2,0,0,0,
30/03 07:46:40,0,1,0,0,
30/03 07:46:41,1,0,0,0,
30/03 07:47:46,0,1,0,0,
30/03 07:48:03,1,0,0,0,
30/03 07:48:53,0,1,0,0,
30/03 07:49:55,4,0,0,0,
30/03 07:49:57,0,1,0,0,
30/03 07:50:59,0,1,0,0,
30/03 07:52:07,0,1,0,0,
30/03 07:53:10,0,1,0,0,
30/03 07:54:16,0,1,0,0,
30/03 07:55:24,0,1,0,0,
30/03 07:56:29,0,1,0,0,
30/03 07:57:37,0,1,0,0,
30/03 07:58:46,0,1,0,0,
30/03 07:59:52,0,1,0,0,
30/03 08:00:57,0,1,0,0,
30/03 08:01:04,2,0,0,0,
30/03 08:01:59,0,1,0,0,
30/03 08:03:08,0,1,0,0,
30/03 08:03:29,1,0,0,0,
30/03 08:04:12,0,1,0,0,
30/03 08:05:15,0,1,0,0,
30/03 08:05:53,2,0,0,0,
30/03 08:06:17,0,1,0,0,
30/03 08:07:19,0,1,0,0,
30/03 08:08:28,0,1,0,0,
30/03 08:08:33,1,0,0,0,
30/03 08:09:37,0,1,0,0,
30/03 08:10:35,1,0,0,0,
30/03 08:10:39,0,1,0,0,
30/03 08:11:45,0,1,0,0,
30/03 08:12:13,1,0,0,0,
30/03 08:12:33,1,0,0,0,
30/03 08:12:47,0,1,0,0,
30/03 08:13:00,2,0,0,0,
30/03 08:13:55,0,1,0,0,
30/03 08:15:01,0,1,0,0,
30/03 08:15:13,1,0,0,0,
30/03 08:16:05,0,1,0,0,
30/03 08:17:10,0,1,0,0,
30/03 08:18:18,0,1,0,0,
30/03 08:19:24,0,1,0,0,
30/03 08:20:36,0,1,0,0,
30/03 08:21:45,0,1,0,0,
30/03 08:22:48,0,1,0,0,
30/03 08:23:50,0,1,0,0,
30/03 08:24:54,0,1,0,0,
30/03 08:26:00,0,1,0,0,
30/03 08:26:34,1,0,0,0,
30/03 08:27:05,0,1,0,0,
30/03 08:28:10,0,1,0,0,
30/03 08:29:13,0,1,0,0,
30/03 08:29:59,1,0,0,0,
30/03 08:30:16,0,1,0,0,
30/03 08:31:25,0,1,0,0,
30/03 08:32:32,0,1,0,0,
30/03 08:33:09,1,0,0,0,
30/03 08:33:36,0,1,0,0,
30/03 08:34:37,0,1,0,0,
30/03 08:35:42,0,1,0,0,
30/03 08:36:20,2,0,0,0,
30/03 08:36:45,0,1,0,0,
30/03 08:37:51,0,1,0,0,
30/03 08:38:54,0,1,0,0,
30/03 08:39:34,1,0,0,0,
30/03 08:40:03,0,1,0,0,
30/03 08:41:07,0,1,0,0,
30/03 08:42:19,0,1,0,0,
30/03 08:43:00,1,0,0,0,
30/03 08:43:26,0,1,0,0,
30/03 08:44:31,0,1,0,0,
30/03 08:45:36,0,1,0,0,
30/03 08:46:41,0,1,0,0,
30/03 08:47:44,0,1,0,0,
30/03 08:48:36,2,0,0,0,
30/03 08:48:47,0,1,0,0,
30/03 08:49:53,0,1,0,0,
30/03 08:50:55,0,1,0,0,
30/03 08:51:57,0,1,0,0,
30/03 08:53:09,0,1,0,0,
30/03 08:54:11,0,1,0,0,
30/03 08:55:19,0,1,0,0,
30/03 08:56:06,4,0,0,0,
30/03 08:56:24,0,1,0,0,
30/03 08:56:32,3,0,0,0,
30/03 08:56:35,1,0,0,0,
30/03 08:57:29,0,1,0,0,
30/03 08:58:37,0,1,0,0,
30/03 08:59:38,0,1,0,0,
30/03 09:00:42,0,1,0,0,
30/03 09:01:44,0,1,0,0,
30/03 09:02:50,0,1,0,0,
30/03 09:03:59,0,1,0,0,
30/03 09:05:03,0,1,0,0,
30/03 09:06:12,0,1,0,0,
30/03 09:07:20,0,1,0,0,
30/03 09:08:27,0,1,0,0,
30/03 09:09:32,0,1,0,0,
30/03 09:10:37,0,1,0,0,
30/03 09:11:41,0,1,0,0,
30/03 09:12:43,0,1,0,0,
30/03 09:13:45,0,1,0,0,
30/03 09:14:52,0,1,0,0,
30/03 09:15:57,0,1,0,0,
30/03 09:17:07,0,1,0,0,
30/03 09:17:52,2,0,0,0,
30/03 09:18:13,0,1,0,0,
30/03 09:19:17,0,1,0,0,
30/03 09:20:26,0,1,0,0,
30/03 09:21:29,0,1,0,0,
30/03 09:22:35,0,1,0,0,
30/03 09:23:42,0,1,0,0,
30/03 09:24:48,0,1,0,0,
30/03 09:26:00,0,1,0,0,
30/03 09:27:05,0,1,0,0,
30/03 09:28:09,0,1,0,0,
30/03 09:29:19,0,1,0,0,
30/03 09:30:22,0,1,0,0,
30/03 09:31:28,0,1,0,0,
30/03 09:32:37,0,1,0,0,
30/03 09:33:43,0,1,0,0,
30/03 09:34:47,0,1,0,0,
30/03 09:35:49,0,1,0,0,
30/03 09:35:55,4,0,0,0,
30/03 09:35:57,4,0,0,0,
30/03 09:36:01,1,0,0,0,
30/03 09:36:53,0,1,0,0,
30/03 09:37:57,0,1,0,0,
30/03 09:38:58,1,0,0,0,
30/03 09:39:03,0,1,0,0,
30/03 09:39:18,2,0,0,0,
30/03 09:40:07,0,1,0,0,
30/03 09:41:09,0,1,0,0,
30/03 09:41:25,1,0,0,0,
30/03 09:41:54,1,0,0,0,
30/03 09:42:16,0,1,0,0,
30/03 09:43:19,0,1,0,0,
30/03 09:44:22,1,0,0,0,
30/03 09:44:24,0,1,0,0,
30/03 09:44:25,2,0,0,0,
30/03 09:45:25,0,1,0,0,
30/03 09:46:29,0,1,0,0,
30/03 09:46:58,1,0,0,0,
30/03 09:47:34,0,1,0,0,
30/03 09:48:45,0,1,0,0,
30/03 09:49:53,0,1,0,0,
30/03 09:51:01,0,1,0,0,
30/03 09:52:05,0,1,0,0,
30/03 09:52:25,2,0,0,0,
30/03 09:53:12,0,1,0,0,
30/03 09:54:16,0,1,0,0,
30/03 09:54:58,1,0,0,0,
30/03 09:55:19,0,1,0,0,
30/03 09:56:22,0,1,0,0,
30/03 09:57:25,0,1,0,0,
30/03 09:57:34,1,0,0,0,
30/03 09:58:29,0,1,0,0,
30/03 09:59:41,0,1,0,0,
30/03 10:00:05,2,0,0,0,
30/03 10:00:49,0,1,0,0,
30/03 10:01:48,1,0,0,0,
30/03 10:01:55,0,1,0,0,
30/03 10:03:01,0,1,0,0,
30/03 10:04:06,0,1,0,0,
30/03 10:05:10,0,1,0,0,
30/03 10:05:29,2,0,0,0,
30/03 10:06:15,0,1,0,0,
30/03 10:07:21,0,1,0,0,
30/03 10:08:25,0,1,0,0,
30/03 10:08:33,3,0,0,0,
30/03 10:09:27,0,1,0,0,
30/03 10:10:39,0,1,0,0,
30/03 10:11:44,0,1,0,0,
30/03 10:12:50,0,1,0,0,
30/03 10:13:54,0,1,0,0,
30/03 10:15:02,0,1,0,0,
30/03 10:16:13,0,1,0,0,
30/03 10:16:23,2,0,0,0,
30/03 10:17:14,0,1,0,0,
30/03 10:18:19,0,1,0,0,
30/03 10:19:23,0,1,0,0,
30/03 10:20:31,0,1,0,0,
30/03 10:21:39,0,1,0,0,
30/03 10:22:43,0,1,0,0,
30/03 10:23:21,3,0,0,0,
30/03 10:23:49,0,1,0,0,
30/03 10:24:58,0,1,0,0,
30/03 10:26:01,0,1,0,0,
30/03 10:26:32,5,0,0,0,
30/03 10:27:07,0,1,0,0,
