date,contCmd_SetCombState:05414,contDevMngr_HardenAllCombs:08249,phyDev_HardenAllCombs:02658,raidComb_SetCombState:00128,
26/03 08:30:28,0,1,0,0,
26/03 08:31:16,14,0,0,0,
26/03 08:31:28,0,1,0,0,
26/03 08:32:28,0,1,0,0,
26/03 08:33:25,25,0,0,0,
26/03 08:33:28,0,1,0,0,
26/03 08:34:29,0,1,0,0,
26/03 08:35:29,0,1,0,0,
26/03 08:36:05,1,0,0,0,
26/03 08:36:29,0,1,0,0,
26/03 08:36:35,18,0,0,0,
26/03 08:37:07,25,0,0,0,
26/03 08:37:29,0,1,0,0,
26/03 08:38:29,0,1,0,0,
26/03 08:38:41,21,0,0,0,
26/03 08:39:30,0,1,0,0,
26/03 08:40:30,0,1,0,0,
26/03 08:40:48,30,0,0,0,
26/03 08:41:30,0,1,0,0,
26/03 08:42:24,17,0,0,0,
26/03 08:42:30,0,1,0,0,
26/03 08:43:26,31,0,0,0,
26/03 08:43:31,0,1,0,0,
26/03 08:44:31,0,1,0,0,
26/03 08:45:31,0,1,0,0,
26/03 08:46:06,21,0,0,0,
26/03 08:46:31,0,1,0,0,
26/03 08:47:11,1,0,0,0,
26/03 08:47:31,0,1,0,0,
26/03 08:48:12,19,0,0,0,
26/03 08:48:32,0,1,0,0,
26/03 08:49:32,0,1,0,0,
26/03 08:49:50,1,0,0,0,
26/03 08:50:19,21,0,0,0,
26/03 08:50:32,0,1,0,0,
26/03 08:51:32,0,1,0,0,
26/03 08:52:25,22,0,0,0,
26/03 08:52:32,0,1,0,0,
26/03 08:53:33,0,1,0,0,
26/03 08:54:04,31,0,0,0,
26/03 08:54:33,0,1,0,0,
26/03 08:55:33,0,1,0,0,
26/03 08:56:33,0,1,0,0,
26/03 08:56:41,15,0,0,0,
26/03 08:57:33,0,1,0,0,
26/03 08:58:22,1,0,0,0,
26/03 08:58:34,0,1,0,0,
26/03 08:59:34,0,1,0,0,
26/03 08:59:50,13,0,0,0,
26/03 09:00:29,1,0,0,0,
26/03 09:00:34,0,1,0,0,
26/03 09:01:34,0,1,0,0,
26/03 09:02:34,0,1,0,0,
26/03 09:02:59,22,0,0,0,
26/03 09:03:35,0,1,0,0,
26/03 09:04:35,0,1,0,0,
26/03 09:04:42,31,0,0,0,
26/03 09:05:35,0,1,0,0,
26/03 09:06:08,20,0,0,0,
26/03 09:06:35,0,1,0,0,
26/03 09:07:36,0,1,0,0,
26/03 09:08:17,1,0,0,0,
26/03 09:08:36,0,1,0,0,
26/03 09:08:59,2,0,0,0,
26/03 09:09:36,0,1,0,0,
26/03 09:10:36,0,1,0,0,
26/03 09:11:10,1,0,0,0,
26/03 09:11:26,17,0,0,0,
26/03 09:11:36,0,1,0,0,
26/03 09:12:12,32,0,0,0,
26/03 09:12:31,1,0,0,0,
26/03 09:12:36,0,1,0,0,
26/03 09:13:32,9,0,0,0,
26/03 09:13:37,0,1,0,0,
26/03 09:14:37,0,1,0,0,
26/03 09:15:37,0,1,0,0,
26/03 09:15:39,20,0,0,0,
26/03 09:16:37,0,1,0,0,
26/03 09:17:37,0,1,0,0,
26/03 09:18:38,0,1,0,0,
26/03 09:18:48,19,0,0,0,
26/03 09:19:38,0,1,0,0,
26/03 09:19:39,17,0,0,0,
26/03 09:19:50,23,0,0,0,
26/03 09:20:38,0,1,0,0,
26/03 09:21:38,0,1,0,0,
26/03 09:21:57,35,0,0,0,
26/03 09:22:38,0,1,0,0,
26/03 09:23:39,0,1,0,0,
26/03 09:24:39,0,1,0,0,
26/03 09:24:56,30,0,0,0,
26/03 09:25:39,0,1,0,0,
26/03 09:26:39,0,1,0,0,
26/03 09:27:40,0,1,0,0,
26/03 09:27:47,28,0,0,0,
26/03 09:28:07,21,0,0,0,
26/03 09:28:40,0,1,0,0,
26/03 09:29:09,42,0,0,0,
26/03 09:29:40,0,1,0,0,
26/03 09:30:40,0,1,0,0,
26/03 09:31:40,0,1,0,0,
26/03 09:32:41,0,1,0,0,
26/03 09:33:03,24,0,0,0,
26/03 09:33:41,0,1,0,0,
26/03 09:34:41,0,1,0,0,
26/03 09:35:12,1,0,0,0,
26/03 09:35:41,0,1,0,0,
26/03 09:36:42,0,1,0,0,
26/03 09:37:42,1,1,0,0,
26/03 09:38:20,18,0,0,0,
26/03 09:38:42,0,1,0,0,
26/03 09:39:42,0,1,0,0,
26/03 09:40:43,0,1,0,0,
26/03 09:41:29,23,0,0,0,
26/03 09:41:43,0,1,0,0,
26/03 09:41:58,1,0,0,0,
26/03 09:42:43,0,1,0,0,
26/03 09:43:00,28,0,0,0,
26/03 09:43:35,10,0,0,0,
26/03 09:43:43,0,1,0,0,
26/03 09:44:43,0,1,0,0,
26/03 09:45:40,17,0,0,0,
26/03 09:45:44,0,1,0,0,
26/03 09:46:44,0,1,0,0,
26/03 09:47:44,0,1,0,0,
26/03 09:47:49,1,0,0,0,
26/03 09:48:44,0,1,0,0,
26/03 09:49:44,0,1,0,0,
26/03 09:49:55,17,0,0,0,
26/03 09:50:28,28,0,0,0,
26/03 09:50:45,0,1,0,0,
26/03 09:51:45,0,1,0,0,
26/03 09:52:45,0,1,0,0,
26/03 09:53:45,0,1,0,0,
26/03 09:54:08,16,0,0,0,
26/03 09:54:45,0,1,0,0,
26/03 09:55:45,33,0,0,0,
26/03 09:55:46,0,1,0,0,
26/03 09:56:15,23,0,0,0,
26/03 09:56:46,0,1,0,0,
26/03 09:57:46,0,1,0,0,
26/03 09:58:46,0,1,0,0,
26/03 09:59:23,17,0,0,0,
26/03 09:59:46,0,1,0,0,
26/03 10:00:47,0,1,0,0,
26/03 10:01:03,23,0,0,0,
26/03 10:01:47,0,1,0,0,
26/03 10:02:47,0,1,0,0,
26/03 10:03:47,0,1,0,0,
26/03 10:04:39,24,0,0,0,
26/03 10:04:47,0,1,0,0,
26/03 10:05:48,0,1,0,0,
26/03 10:06:48,0,1,0,0,
26/03 10:07:47,26,0,0,0,
26/03 10:07:48,0,1,0,0,
26/03 10:08:28,27,0,0,0,
26/03 10:08:48,0,1,0,0,
26/03 10:09:48,0,1,0,0,
26/03 10:10:48,0,1,0,0,
26/03 10:10:57,23,0,0,0,
26/03 10:11:49,0,1,0,0,
26/03 10:11:58,12,0,0,0,
26/03 10:12:49,0,1,0,0,
26/03 10:13:49,0,1,0,0,
26/03 10:14:06,1,0,0,0,
26/03 10:14:49,0,1,0,0,
26/03 10:15:07,15,0,0,0,
26/03 10:15:50,0,1,0,0,
26/03 10:16:50,0,1,0,0,
26/03 10:17:15,22,0,0,0,
26/03 10:17:50,0,1,0,0,
26/03 10:18:50,0,1,0,0,
26/03 10:19:50,0,1,0,0,
26/03 10:20:25,29,0,0,0,
26/03 10:20:51,0,1,0,0,
26/03 10:21:51,0,1,0,0,
26/03 10:22:51,0,1,0,0,
26/03 10:23:34,22,0,0,0,
26/03 10:23:51,0,1,0,0,
26/03 10:24:25,31,0,0,0,
26/03 10:24:52,0,1,0,0,
26/03 10:25:27,35,0,0,0,
26/03 10:25:52,0,1,0,0,
26/03 10:26:43,14,0,0,0,
26/03 10:26:52,0,1,0,0,
26/03 10:27:52,0,1,0,0,
26/03 10:28:40,26,0,0,0,
26/03 10:28:52,0,1,0,0,
26/03 10:29:53,0,1,0,0,
26/03 10:30:53,0,1,0,0,
26/03 10:30:57,22,0,0,0,
26/03 10:31:53,0,1,0,0,
26/03 10:32:53,0,1,0,0,
26/03 10:33:02,20,0,0,0,
26/03 10:33:53,0,1,0,0,
26/03 10:34:54,0,1,0,0,
26/03 10:35:05,1,0,0,0,
26/03 10:35:54,0,1,0,0,
26/03 10:36:12,34,0,0,0,
26/03 10:36:54,0,1,0,0,
26/03 10:37:54,0,1,0,0,
26/03 10:38:54,0,1,0,0,
26/03 10:39:55,0,1,0,0,
26/03 10:40:55,0,1,0,0,
26/03 10:41:55,0,1,0,0,
26/03 10:42:01,33,0,0,0,
26/03 10:42:33,35,0,0,0,
26/03 10:42:55,0,1,0,0,
26/03 10:43:56,0,1,0,0,
26/03 10:44:56,0,1,0,0,
26/03 10:45:45,25,0,0,0,
26/03 10:45:56,0,1,0,0,
26/03 10:46:56,0,1,0,0,
26/03 10:47:57,0,1,0,0,
26/03 10:48:57,0,1,0,0,
26/03 10:48:58,30,0,0,0,
26/03 10:49:31,1,0,0,0,
26/03 10:49:57,0,1,0,0,
26/03 10:50:00,29,0,0,0,
26/03 10:50:32,22,0,0,0,
26/03 10:50:57,0,1,0,0,
26/03 10:51:57,0,1,0,0,
26/03 10:52:58,0,1,0,0,
26/03 10:53:41,20,0,0,0,
26/03 10:53:58,0,1,0,0,
26/03 10:54:58,0,1,0,0,
26/03 10:55:58,0,1,0,0,
26/03 10:56:51,11,0,0,0,
26/03 10:56:58,0,1,0,0,
26/03 10:57:25,25,0,0,0,
26/03 10:57:59,0,1,0,0,
26/03 10:58:57,25,0,0,0,
26/03 10:58:59,0,1,0,0,
26/03 10:59:59,0,1,0,0,
26/03 11:00:59,0,1,0,0,
26/03 11:01:59,0,1,0,0,
26/03 11:02:07,21,0,0,0,
26/03 11:02:59,0,1,0,0,
26/03 11:03:09,24,0,0,0,
26/03 11:04:00,0,1,0,0,
26/03 11:04:53,21,0,0,0,
26/03 11:05:00,0,1,0,0,
26/03 11:05:17,1,0,0,0,
26/03 11:06:00,0,1,0,0,
26/03 11:06:20,20,0,0,0,
26/03 11:07:00,0,1,0,0,
26/03 11:08:00,0,1,0,0,
26/03 11:08:05,33,0,0,0,
26/03 11:09:01,0,1,0,0,
26/03 11:09:28,33,0,0,0,
26/03 11:10:01,0,1,0,0,
26/03 11:11:01,0,1,0,0,
26/03 11:12:01,0,1,0,0,
26/03 11:13:01,0,1,0,0,
26/03 11:13:13,1,0,0,0,
26/03 11:14:02,0,1,0,0,
26/03 11:14:14,22,0,0,0,
26/03 11:15:02,0,1,0,0,
26/03 11:15:30,17,0,0,0,
26/03 11:16:02,0,1,0,0,
26/03 11:17:02,0,1,0,0,
26/03 11:18:02,0,1,0,0,
26/03 11:18:27,31,0,0,0,
26/03 11:18:40,19,0,0,0,
26/03 11:19:02,0,1,0,0,
26/03 11:19:34,1,0,0,0,
26/03 11:20:03,0,1,0,0,
26/03 11:21:03,0,1,0,0,
26/03 11:22:03,0,1,0,0,
26/03 11:22:41,24,0,0,0,
26/03 11:23:03,0,1,0,0,
26/03 11:24:03,0,1,0,0,
26/03 11:25:04,0,1,0,0,
26/03 11:26:04,0,1,0,0,
26/03 11:26:06,22,0,0,0,
26/03 11:26:55,25,0,0,0,
26/03 11:27:04,0,1,0,0,
26/03 11:28:04,0,1,0,0,
26/03 11:29:04,0,1,0,0,
26/03 11:30:03,22,0,0,0,
26/03 11:30:05,0,1,0,0,
26/03 11:30:23,1,0,0,0,
26/03 11:31:05,0,1,0,0,
26/03 11:31:09,1,0,0,0,
26/03 11:31:25,27,0,0,0,
26/03 11:32:05,0,1,0,0,
26/03 11:33:05,0,1,0,0,
26/03 11:34:05,0,1,0,0,
26/03 11:34:50,23,0,0,0,
26/03 11:35:05,0,1,0,0,
26/03 11:36:06,0,1,0,0,
26/03 11:36:43,19,0,0,0,
26/03 11:37:06,0,1,0,0,
26/03 11:38:02,1,0,0,0,
26/03 11:38:06,0,1,0,0,
26/03 11:39:06,0,1,0,0,
26/03 11:40:06,0,1,0,0,
26/03 11:41:07,0,1,0,0,
26/03 11:41:11,13,0,0,0,
26/03 11:42:00,16,0,0,0,
26/03 11:42:07,0,1,0,0,
26/03 11:43:07,0,1,0,0,
26/03 11:44:07,0,1,0,0,
26/03 11:44:23,1,0,0,0,
26/03 11:45:07,0,1,0,0,
26/03 11:45:11,20,0,0,0,
26/03 11:45:57,13,0,0,0,
26/03 11:46:08,0,1,0,0,
26/03 11:47:08,0,1,0,0,
26/03 11:48:02,14,0,0,0,
26/03 11:48:08,0,1,0,0,
26/03 11:48:21,26,0,0,0,
26/03 11:49:08,0,1,0,0,
26/03 11:50:08,12,0,0,0,
26/03 11:50:09,0,1,0,0,
26/03 11:51:09,0,1,0,0,
26/03 11:52:09,0,1,0,0,
26/03 11:52:15,16,0,0,0,
26/03 11:52:38,1,0,0,0,
26/03 11:53:09,0,1,0,0,
26/03 11:53:40,21,0,0,0,
26/03 11:54:09,0,1,0,0,
26/03 11:55:09,0,1,0,0,
26/03 11:56:10,0,1,0,0,
26/03 11:56:27,14,0,0,0,
26/03 11:57:10,0,1,0,0,
26/03 11:57:28,17,0,0,0,
26/03 11:58:10,0,1,0,0,
26/03 11:58:57,21,0,0,0,
26/03 11:59:10,0,1,0,0,
26/03 12:00:11,0,1,0,0,
26/03 12:01:11,0,1,0,0,
26/03 12:01:44,1,0,0,0,
26/03 12:02:11,0,1,0,0,
26/03 12:03:11,0,1,0,0,
26/03 12:03:48,24,0,0,0,
26/03 12:04:11,0,1,0,0,
26/03 12:04:15,27,0,0,0,
26/03 12:05:12,0,1,0,0,
26/03 12:05:57,1,0,0,0,
26/03 12:06:12,0,1,0,0,
26/03 12:07:12,0,1,0,0,
26/03 12:08:12,0,1,0,0,
26/03 12:09:06,18,0,0,0,
26/03 12:09:12,0,1,0,0,
26/03 12:10:13,0,1,0,0,
26/03 12:11:13,0,1,0,0,
26/03 12:11:43,28,0,0,0,
26/03 12:12:13,0,1,0,0,
26/03 12:12:16,20,0,0,0,
26/03 12:13:13,0,1,0,0,
26/03 12:14:14,0,1,0,0,
26/03 12:15:14,0,1,0,0,
26/03 12:16:14,0,1,0,0,
26/03 12:17:00,25,0,0,0,
26/03 12:17:14,0,1,0,0,
26/03 12:17:55,17,0,0,0,
26/03 12:18:15,0,1,0,0,
26/03 12:19:15,0,1,0,0,
26/03 12:20:15,0,1,0,0,
26/03 12:21:15,0,1,0,0,
26/03 12:22:15,0,1,0,0,
26/03 12:23:16,0,1,0,0,
26/03 12:24:15,28,0,0,0,
26/03 12:24:16,0,1,0,0,
26/03 12:25:16,0,1,0,0,
26/03 12:26:16,0,1,0,0,
26/03 12:27:16,0,1,0,0,
26/03 12:27:38,23,0,0,0,
26/03 12:28:17,0,1,0,0,
26/03 12:28:40,25,0,0,0,
26/03 12:29:17,0,1,0,0,
26/03 12:29:33,27,0,0,0,
26/03 12:30:17,0,1,0,0,
26/03 12:31:17,0,1,0,0,
26/03 12:31:52,21,0,0,0,
26/03 12:32:17,0,1,0,0,
26/03 12:33:18,0,1,0,0,
26/03 12:34:18,0,1,0,0,
26/03 12:34:20,27,0,0,0,
26/03 12:35:06,21,0,0,0,
26/03 12:35:18,0,1,0,0,
26/03 12:36:18,0,1,0,0,
26/03 12:36:27,1,0,0,0,
26/03 12:37:19,0,1,0,0,
26/03 12:38:19,38,1,0,0,
26/03 12:39:19,0,1,0,0,
26/03 12:39:38,19,0,0,0,
26/03 12:40:19,0,1,0,0,
26/03 12:41:19,0,1,0,0,
26/03 12:41:29,17,0,0,0,
26/03 12:41:44,19,0,0,0,
26/03 12:42:20,0,1,0,0,
26/03 12:43:20,0,1,0,0,
26/03 12:44:20,0,1,0,0,
26/03 12:44:54,13,0,0,0,
26/03 12:45:20,0,1,0,0,
26/03 12:46:20,0,1,0,0,
26/03 12:46:45,27,0,0,0,
26/03 12:47:20,0,1,0,0,
26/03 12:48:21,0,1,0,0,
26/03 12:49:08,24,0,0,0,
26/03 12:49:21,0,1,0,0,
26/03 12:50:21,0,1,0,0,
26/03 12:51:21,0,1,0,0,
26/03 12:52:16,16,0,0,0,
26/03 12:52:22,0,1,0,0,
26/03 12:53:17,16,0,0,0,
26/03 12:53:22,0,1,0,0,
26/03 12:54:12,23,0,0,0,
26/03 12:54:22,0,1,0,0,
26/03 12:55:22,0,1,0,0,
26/03 12:55:23,11,0,0,0,
26/03 12:56:22,0,1,0,0,
26/03 12:57:23,0,1,0,0,
26/03 12:57:29,25,0,0,0,
26/03 12:58:23,0,1,0,0,
26/03 12:59:23,0,1,0,0,
26/03 13:00:23,0,1,0,0,
26/03 13:00:38,24,0,0,0,
26/03 13:01:24,0,1,0,0,
26/03 13:02:24,0,1,0,0,
26/03 13:02:43,31,0,0,0,
26/03 13:02:45,20,0,0,0,
26/03 13:03:24,0,1,0,0,
26/03 13:04:24,0,1,0,0,
26/03 13:05:24,0,1,0,0,
26/03 13:06:25,0,1,0,0,
26/03 13:07:25,0,1,0,0,
26/03 13:08:01,18,0,0,0,
26/03 13:08:25,0,1,0,0,
26/03 13:09:25,0,1,0,0,
26/03 13:10:08,26,0,0,0,
26/03 13:10:25,0,1,0,0,
26/03 13:11:26,0,1,0,0,
26/03 13:12:15,25,0,0,0,
26/03 13:12:26,0,1,0,0,
26/03 13:13:26,0,1,0,0,
26/03 13:14:26,0,1,0,0,
26/03 13:15:27,0,1,0,0,
26/03 13:16:27,0,1,0,0,
26/03 13:16:50,18,0,0,0,
26/03 13:17:27,0,1,0,0,
26/03 13:18:27,0,1,0,0,
26/03 13:19:27,0,1,0,0,
26/03 13:20:28,0,1,0,0,
26/03 13:21:28,0,1,0,0,
26/03 13:22:07,18,0,0,0,
26/03 13:22:28,0,1,0,0,
26/03 13:22:53,38,0,0,0,
26/03 13:23:09,11,0,0,0,
26/03 13:23:28,0,1,0,0,
26/03 13:24:28,0,1,0,0,
26/03 13:25:16,25,0,0,0,
26/03 13:25:29,0,1,0,0,
26/03 13:26:29,0,1,0,0,
26/03 13:27:29,0,1,0,0,
26/03 13:28:29,0,1,0,0,
26/03 13:29:29,0,1,0,0,
26/03 13:30:30,0,1,0,0,
26/03 13:31:30,0,1,0,0,
26/03 13:32:30,0,1,0,0,
26/03 13:33:30,0,1,0,0,
26/03 13:34:30,0,1,0,0,
26/03 13:34:49,20,0,0,0,
26/03 13:35:30,0,1,0,0,
26/03 13:36:31,0,1,0,0,
26/03 13:36:56,22,0,0,0,
26/03 13:37:31,0,1,0,0,
26/03 13:38:31,0,1,0,0,
26/03 13:39:31,0,1,0,0,
26/03 13:40:31,0,1,0,0,
26/03 13:40:39,35,0,0,0,
26/03 13:41:10,11,0,0,0,
26/03 13:41:32,0,1,0,0,
26/03 13:42:32,0,1,0,0,
26/03 13:43:17,24,0,0,0,
26/03 13:43:32,0,1,0,0,
26/03 13:44:32,0,1,0,0,
26/03 13:44:57,1,0,0,0,
26/03 13:45:33,0,1,0,0,
26/03 13:46:26,28,0,0,0,
26/03 13:46:33,0,1,0,0,
26/03 13:47:33,0,1,0,0,
26/03 13:48:11,16,0,0,0,
26/03 13:48:33,23,1,0,0,
26/03 13:49:33,0,1,0,0,
26/03 13:50:34,0,1,0,0,
26/03 13:51:24,44,0,0,0,
26/03 13:51:34,0,1,0,0,
26/03 13:52:34,0,1,0,0,
26/03 13:52:47,37,0,0,0,
26/03 13:53:34,0,1,0,0,
26/03 13:54:34,0,1,0,0,
26/03 13:55:35,0,1,0,0,
26/03 13:55:39,1,0,0,0,
26/03 13:56:35,0,1,0,0,
26/03 13:57:35,0,1,0,0,
26/03 13:57:48,1,0,0,0,
26/03 13:58:35,0,1,0,0,
26/03 13:58:49,23,0,0,0,
26/03 13:59:30,13,0,0,0,
26/03 13:59:35,0,1,0,0,
26/03 14:00:36,0,1,0,0,
26/03 14:01:36,0,1,0,0,
26/03 14:02:00,35,0,0,0,
26/03 14:02:36,0,1,0,0,
26/03 14:03:36,0,1,0,0,
26/03 14:03:46,1,0,0,0,
26/03 14:04:36,0,1,0,0,
26/03 14:04:47,28,0,0,0,
26/03 14:05:37,0,1,0,0,
26/03 14:06:37,0,1,0,0,
26/03 14:06:53,32,0,0,0,
26/03 14:07:37,0,1,0,0,
26/03 14:08:37,0,1,0,0,
26/03 14:09:37,0,1,0,0,
26/03 14:10:37,0,1,0,0,
26/03 14:11:38,0,1,0,0,
26/03 14:12:34,1,0,0,0,
26/03 14:12:35,1,0,0,0,
26/03 14:12:38,0,1,0,0,
26/03 14:13:37,26,0,0,0,
26/03 14:13:38,0,1,0,0,
26/03 14:13:44,38,0,0,0,
26/03 14:14:38,0,1,0,0,
26/03 14:15:39,0,1,0,0,
26/03 14:16:39,0,1,0,0,
26/03 14:16:46,20,0,0,0,
26/03 14:17:39,0,1,0,0,
26/03 14:18:03,1,0,0,0,
26/03 14:18:39,0,1,0,0,
26/03 14:19:39,0,1,0,0,
26/03 14:20:40,0,1,0,0,
26/03 14:21:00,22,0,0,0,
26/03 14:21:09,24,0,0,0,
26/03 14:21:40,0,1,0,0,
26/03 14:22:40,0,1,0,0,
26/03 14:23:40,0,1,0,0,
26/03 14:24:19,26,0,0,0,
26/03 14:24:40,0,1,0,0,
26/03 14:25:13,16,0,0,0,
26/03 14:25:20,20,0,0,0,
26/03 14:25:41,0,1,0,0,
26/03 14:26:41,0,1,0,0,
26/03 14:27:41,0,1,0,0,
26/03 14:28:22,24,0,0,0,
26/03 14:28:41,0,1,0,0,
26/03 14:29:41,0,1,0,0,
26/03 14:30:28,18,0,0,0,
26/03 14:30:41,0,1,0,0,
26/03 14:31:42,0,1,0,0,
26/03 14:32:42,0,1,0,0,
26/03 14:32:46,21,0,0,0,
26/03 14:33:40,1,0,0,0,
26/03 14:33:42,0,1,0,0,
26/03 14:34:42,0,1,0,0,
26/03 14:35:14,21,0,0,0,
26/03 14:35:43,0,1,0,0,
26/03 14:36:19,1,0,0,0,
26/03 14:36:43,0,1,0,0,
26/03 14:37:20,32,0,0,0,
26/03 14:37:43,0,1,0,0,
26/03 14:38:02,25,0,0,0,
26/03 14:38:43,0,1,0,0,
26/03 14:39:43,0,1,0,0,
26/03 14:40:44,0,1,0,0,
26/03 14:41:36,17,0,0,0,
26/03 14:41:44,0,1,0,0,
26/03 14:42:44,0,1,0,0,
26/03 14:43:44,20,1,0,0,
26/03 14:44:45,0,1,0,0,
26/03 14:45:45,0,1,0,0,
26/03 14:46:45,0,1,0,0,
26/03 14:46:53,22,0,0,0,
26/03 14:47:45,0,1,0,0,
26/03 14:48:45,0,1,0,0,
26/03 14:49:02,1,0,0,0,
26/03 14:49:46,0,1,0,0,
26/03 14:50:04,15,0,0,0,
26/03 14:50:46,0,1,0,0,
26/03 14:50:53,1,0,0,0,
26/03 14:51:46,0,1,0,0,
26/03 14:52:46,0,1,0,0,
26/03 14:53:13,37,0,0,0,
26/03 14:53:46,0,1,0,0,
26/03 14:54:47,0,1,0,0,
26/03 14:55:47,0,1,0,0,
26/03 14:56:08,25,0,0,0,
26/03 14:56:22,19,0,0,0,
26/03 14:56:47,0,1,0,0,
26/03 14:57:47,0,1,0,0,
26/03 14:58:47,0,1,0,0,
26/03 14:59:21,23,0,0,0,
26/03 14:59:31,20,0,0,0,
26/03 14:59:48,0,1,0,0,
26/03 15:00:48,0,1,0,0,
26/03 15:01:48,0,1,0,0,
26/03 15:02:40,16,0,0,0,
26/03 15:02:48,0,1,0,0,
26/03 15:03:48,0,1,0,0,
26/03 15:04:45,19,0,0,0,
26/03 15:04:49,0,1,0,0,
26/03 15:05:46,26,0,0,0,
26/03 15:05:49,0,1,0,0,
26/03 15:06:45,30,0,0,0,
26/03 15:06:49,0,1,0,0,
26/03 15:07:49,0,1,0,0,
26/03 15:08:50,0,1,0,0,
26/03 15:08:56,28,0,0,0,
26/03 15:09:50,0,1,0,0,
26/03 15:10:50,0,1,0,0,
26/03 15:11:50,0,1,0,0,
26/03 15:12:50,0,1,0,0,
26/03 15:13:10,13,0,0,0,
26/03 15:13:51,0,1,0,0,
26/03 15:14:51,0,1,0,0,
26/03 15:15:51,0,1,0,0,
26/03 15:16:18,24,0,0,0,
26/03 15:16:51,0,1,0,0,
26/03 15:17:25,1,0,0,0,
26/03 15:17:51,0,1,0,0,
26/03 15:18:52,0,1,0,0,
26/03 15:19:52,0,1,0,0,
26/03 15:20:35,33,0,0,0,
26/03 15:20:52,0,1,0,0,
26/03 15:21:52,0,1,0,0,
26/03 15:22:43,1,0,0,0,
26/03 15:22:52,0,1,0,0,
26/03 15:23:44,14,0,0,0,
26/03 15:23:53,0,1,0,0,
26/03 15:24:51,1,0,0,0,
26/03 15:24:53,0,1,0,0,
26/03 15:25:51,19,0,0,0,
26/03 15:25:53,0,1,0,0,
26/03 15:25:54,23,0,0,0,
26/03 15:26:53,0,1,0,0,
26/03 15:27:53,0,1,0,0,
26/03 15:28:00,1,0,0,0,
26/03 15:28:05,1,0,0,0,
26/03 15:28:54,0,1,0,0,
26/03 15:29:08,26,0,0,0,
26/03 15:29:54,0,1,0,0,
26/03 15:30:05,16,0,0,0,
26/03 15:30:54,0,1,0,0,
26/03 15:31:54,0,1,0,0,
26/03 15:32:11,23,0,0,0,
26/03 15:32:19,24,0,0,0,
26/03 15:32:54,0,1,0,0,
26/03 15:33:54,0,1,0,0,
26/03 15:34:55,0,1,0,0,
26/03 15:35:55,0,1,0,0,
26/03 15:36:23,22,0,0,0,
26/03 15:36:55,0,1,0,0,
26/03 15:37:55,0,1,0,0,
26/03 15:38:55,0,1,0,0,
26/03 15:39:35,2,0,0,0,
26/03 15:39:44,21,0,0,0,
26/03 15:39:56,0,1,0,0,
26/03 15:40:56,0,1,0,0,
26/03 15:41:56,0,1,0,0,
26/03 15:42:56,0,1,0,0,
26/03 15:43:49,27,0,0,0,
26/03 15:43:57,0,1,0,0,
26/03 15:44:57,0,1,0,0,
26/03 15:45:02,19,0,0,0,
26/03 15:45:57,0,1,0,0,
26/03 15:46:57,0,1,0,0,
26/03 15:47:57,0,1,0,0,
26/03 15:48:16,32,0,0,0,
26/03 15:48:58,0,1,0,0,
26/03 15:49:10,1,0,0,0,
26/03 15:49:58,0,1,0,0,
26/03 15:50:58,0,1,0,0,
26/03 15:51:28,22,0,0,0,
26/03 15:51:46,8,0,0,0,
26/03 15:51:58,0,1,0,0,
26/03 15:52:58,0,1,0,0,
26/03 15:53:52,18,0,0,0,
26/03 15:53:59,0,1,0,0,
26/03 15:54:39,32,0,0,0,
26/03 15:54:59,0,1,0,0,
26/03 15:55:58,21,0,0,0,
26/03 15:55:59,0,1,0,0,
26/03 15:56:59,0,1,0,0,
26/03 15:57:50,31,0,0,0,
26/03 15:58:00,0,1,0,0,
26/03 15:59:00,0,1,0,0,
26/03 16:00:00,0,1,0,0,
26/03 16:01:00,31,1,0,0,
26/03 16:02:00,0,1,0,0,
26/03 16:02:20,22,0,0,0,
26/03 16:03:01,0,1,0,0,
26/03 16:04:01,0,1,0,0,
26/03 16:05:01,0,1,0,0,
26/03 16:05:18,1,0,0,0,
26/03 16:06:01,0,1,0,0,
26/03 16:07:01,0,1,0,0,
26/03 16:07:30,1,0,0,0,
26/03 16:08:02,0,1,0,0,
26/03 16:08:32,26,0,0,0,
26/03 16:08:42,20,0,0,0,
26/03 16:09:02,0,1,0,0,
26/03 16:10:02,0,1,0,0,
26/03 16:10:49,27,0,0,0,
26/03 16:11:02,0,1,0,0,
26/03 16:12:03,0,1,0,0,
26/03 16:13:03,0,1,0,0,
26/03 16:14:03,0,1,0,0,
26/03 16:15:03,0,1,0,0,
26/03 16:16:04,0,1,0,0,
26/03 16:16:07,22,0,0,0,
26/03 16:17:04,0,1,0,0,
26/03 16:18:04,0,1,0,0,
26/03 16:18:12,14,0,0,0,
26/03 16:19:04,0,1,0,0,
26/03 16:20:04,0,1,0,0,
26/03 16:20:19,24,0,0,0,
26/03 16:21:04,0,1,0,0,
26/03 16:22:05,0,1,0,0,
26/03 16:22:21,42,0,0,0,
26/03 16:23:05,0,1,0,0,
26/03 16:24:05,0,1,0,0,
26/03 16:25:05,0,1,0,0,
26/03 16:26:05,0,1,0,0,
26/03 16:26:08,12,0,0,0,
26/03 16:27:06,0,1,0,0,
26/03 16:27:10,20,0,0,0,
26/03 16:28:06,0,1,0,0,
26/03 16:28:11,27,0,0,0,
26/03 16:29:06,0,1,0,0,
26/03 16:30:06,0,1,0,0,
26/03 16:30:18,17,0,0,0,
